"country","ccias.rich","ccias.poor","ccias.fatal","Between.Inequality.Wide","Between.Redistribution","Between.Migration","Between.Fairness","Moralization","Moral.Outrage","Position.Own.Country","General.Trust.Inst","trust.institution","Horizontal.Trust","zero.sum","meritocracy","social.dominance","eco.system.just","identif.country","identif.world","subjective.ses","Pol.Orientation","Age","Gender","Education","Gender_fac"
"za",5,4,1,5,3,5,1,5,3,3,4,1,2,4,3,1,27,5,4,4,3,21,1,16,1
"za",4,4,2,5,3,4,2,4,4,3,5,4,1,4,4,125,23,2,2,5,5,30,2,15,2
"za",4,2,3,5,1,5,1,4,5,3,5,35,3,3,3,15,22,5,5,7,8,22,1,16,1
"za",4,2,1,4,5,4,3,3,5,2,5,425,2,4,4,125,22,3,3,6,2,22,1,18,1
"ita",4,2,4,4,2,2,2,4,3,5,4,175,2,3,4,125,23,2,3,6,8,28,1,15,1
"za",4,3,1,5,2,5,2,5,4,2,4,NA,1,4,4,1,24,7,1,3,6,21,2,12,2
"uk",3,2,1,5,3,5,2,4,3,5,5,35,3,3,4,275,18,4,3,7,3,66,1,16,1
"ita",4,3,2,5,3,4,2,5,3,3,3,175,3,4,3,125,26,4,5,6,2,36,1,18,1
"uk",4,1,1,5,4,4,2,4,3,5,5,325,3,5,3,15,18,2,4,7,4,23,1,14,1
"ita",4,2,3,4,4,3,2,5,4,3,4,325,2,4,3,175,15,6,4,7,4,22,1,15,1
"za",4,4,2,5,3,5,2,3,4,3,5,25,4,4,3,175,34,1,4,6,4,34,1,17,1
"za",5,4,4,5,5,4,1,5,5,2,4,35,2,4,4,2,36,2,1,3,1,27,1,16,1
"ita",5,2,2,4,1,3,2,4,3,5,3,225,1,4,4,25,27,5,3,7,7,27,1,15,1
"za",5,3,3,5,4,5,4,4,4,4,5,NA,2,4,5,2,29,3,3,5,8,22,2,16,2
"za",4,2,1,5,4,5,3,3,3,4,4,2,2,4,3,125,19,5,4,6,5,22,1,17,1
"ita",3,3,2,5,3,3,3,4,3,5,4,4,4,3,5,225,25,7,3,9,4,25,1,18,1
"ita",4,1,2,5,4,5,2,4,3,3,5,25,4,3,3,125,2,3,5,6,1,29,1,18,1
"uk",4,3,1,4,5,4,1,5,3,3,5,325,2,4,4,15,3,5,3,5,1,36,1,15,1
"uk",4,1,2,5,2,5,2,4,1,4,4,45,2,2,3,125,27,5,6,5,1,25,2,18,2
"uk",4,1,3,4,3,3,2,3,2,3,3,35,3,4,4,175,17,5,3,7,6,33,1,17,1
"uk",4,4,2,4,5,5,1,5,4,3,5,4,4,4,4,225,28,5,2,5,3,42,1,16,1
"ita",4,2,2,4,3,3,2,2,4,4,4,175,3,4,3,15,15,3,5,6,1,31,1,15,1
"ita",4,2,3,5,4,5,2,4,3,3,4,3,1,3,3,175,11,3,4,7,1,22,1,19,1
"za",5,3,1,5,3,5,2,4,4,3,5,NA,1,4,3,2,23,2,2,4,2,30,1,13,1
"za",4,3,1,5,4,5,2,5,4,3,5,4,1,4,4,125,24,3,4,5,4,22,1,17,1
"uk",4,3,1,4,3,5,3,3,2,4,5,325,4,3,3,275,16,2,2,4,5,38,1,21,1
"ita",3,3,2,5,1,5,1,4,1,5,5,3,3,3,4,2,23,7,5,5,8,32,1,19,1
"ita",5,2,3,4,4,4,2,5,5,3,5,NA,3,5,2,15,27,4,4,5,3,27,2,15,2
"uk",5,1,3,5,4,5,1,5,4,5,4,275,2,2,2,1,24,2,3,7,3,51,2,18,2
"uk",4,2,2,4,4,4,2,4,4,5,5,325,3,3,3,15,32,7,4,4,7,33,1,12,1
"ita",5,1,1,5,1,5,1,4,4,5,5,35,4,4,2,225,14,2,5,7,4,21,2,18,2
"za",5,3,3,5,5,5,1,4,5,2,3,5,1,5,3,1,15,4,2,3,5,31,2,18,2
"ita",5,1,2,5,3,4,2,5,3,4,5,NA,1,4,4,1,3,3,4,6,3,23,1,18,1
"za",5,2,1,5,4,5,1,5,4,3,4,NA,2,5,4,1,25,3,1,6,4,22,1,13,1
"za",4,3,1,5,3,4,2,4,3,3,4,NA,1,4,4,225,17,2,4,4,4,27,1,12,1
"ita",5,1,2,5,4,5,1,4,4,3,2,3,3,4,2,1,18,2,4,4,3,23,2,12,2
"uk",3,2,3,4,4,5,1,4,4,5,4,325,3,3,3,2,24,3,3,5,3,24,2,14,2
"ita",5,1,1,5,3,5,1,5,4,3,4,NA,3,3,3,35,19,2,5,6,3,23,2,23,2
"ita",5,2,1,5,5,4,1,5,5,5,4,45,4,4,4,2,26,2,4,4,4,37,1,12,1
"ita",5,1,1,5,3,4,1,4,3,4,4,325,4,5,4,25,12,6,4,5,2,29,2,24,2
"za",5,3,1,5,5,5,1,4,4,3,5,325,3,5,4,125,16,7,7,6,7,30,1,13,1
"ita",4,4,1,5,4,3,2,5,4,4,4,4,2,4,3,1,21,5,4,7,6,34,2,12,2
"uk",5,1,1,5,3,3,2,5,3,5,5,35,3,3,4,1,23,5,2,6,5,55,1,20,1
"za",5,1,2,5,2,5,2,4,4,2,4,25,2,5,3,1,28,5,2,3,4,26,2,15,2
"ita",3,2,2,4,5,5,1,4,3,3,5,NA,3,2,4,125,29,4,7,9,4,24,1,19,1
"ita",4,2,3,5,5,4,2,4,4,4,5,325,2,2,3,1,24,5,2,5,3,25,1,18,1
"ita",5,3,2,4,4,5,1,4,4,3,5,35,3,4,3,3,19,5,4,4,6,29,1,14,1
"za",5,3,2,4,1,3,3,3,4,1,5,2,1,3,4,175,2,4,3,2,6,33,1,17,1
"za",4,3,1,5,2,4,4,4,4,2,5,325,3,5,4,1,14,2,3,3,6,38,2,13,2
"ita",5,2,1,5,4,5,2,4,5,4,5,45,3,5,2,1,12,2,4,7,6,29,2,18,2
"ita",4,2,3,4,3,5,2,4,5,5,5,375,1,4,3,15,31,4,5,7,8,23,1,16,1
"ita",5,3,1,4,3,4,2,4,3,3,3,225,2,2,2,125,16,5,5,4,3,23,1,18,1
"ita",3,3,1,5,2,3,2,5,4,4,4,1,3,3,4,125,27,5,1,5,6,24,1,15,1
"za",5,3,1,5,4,5,2,5,5,3,3,35,2,5,3,1,19,4,5,4,2,29,1,17,1
"uk",5,2,1,5,5,4,1,4,4,4,3,425,3,5,3,1,3,2,2,5,7,28,2,15,2
"ita",3,4,3,5,5,5,2,4,3,4,3,425,3,2,3,1,35,6,6,6,6,21,1,18,1
"uk",4,2,3,4,4,4,3,3,4,5,4,3,4,2,3,175,3,2,2,5,6,33,2,11,2
"ita",4,2,2,5,3,5,2,3,3,4,3,3,1,3,3,2,21,3,4,4,4,26,1,12,1
"uk",4,2,2,5,4,4,1,5,3,2,5,5,3,4,4,1,12,7,3,6,4,38,1,16,1
"za",5,1,1,4,4,5,1,5,5,3,4,275,5,5,3,1,2,4,2,6,4,23,2,14,2
"ita",4,2,2,5,5,5,1,4,5,4,3,45,2,4,3,15,24,7,7,5,3,29,2,18,2
"ita",4,2,3,5,3,3,2,3,3,4,5,4,3,3,3,2,23,6,4,4,4,23,1,13,1
"uk",4,3,3,4,1,3,5,4,2,4,4,375,3,3,4,1,24,6,3,9,7,42,1,17,1
"ita",3,2,1,5,2,5,1,4,4,5,5,5,3,4,3,1,23,2,5,7,3,21,1,16,1
"ita",4,2,2,5,5,4,2,4,3,4,5,3,3,5,4,175,27,2,3,6,4,23,2,15,2
"za",5,3,4,5,2,5,1,5,3,1,5,NA,1,5,3,125,27,3,2,4,7,22,1,16,1
"za",4,3,1,4,3,4,2,4,3,4,5,375,3,5,4,1,26,6,3,7,11,36,2,15,2
"uk",3,2,1,5,2,2,2,4,4,4,4,35,1,4,4,1,26,3,1,3,6,46,1,17,1
"za",4,3,1,5,4,5,3,5,2,3,5,3,3,3,3,2,12,3,3,6,6,22,2,14,2
"uk",4,3,2,5,5,3,2,4,3,5,5,45,2,4,3,125,14,7,4,5,7,42,2,15,2
"za",5,2,1,5,4,5,1,4,5,3,5,3,1,5,3,1,16,5,3,5,6,37,2,18,2
"uk",4,2,3,4,3,3,3,3,3,3,5,375,4,4,3,15,22,3,3,7,5,38,2,15,2
"za",4,3,3,4,3,5,2,4,4,2,5,NA,3,4,4,125,26,4,4,6,2,21,1,14,1
"za",5,3,2,5,5,5,2,5,2,4,4,1,3,4,3,1,13,7,4,6,5,24,1,12,1
"ita",4,2,1,4,4,4,3,3,4,5,5,45,4,2,3,1,27,2,3,7,4,38,1,11,1
"za",4,4,3,4,4,5,1,3,4,4,5,325,3,5,5,175,18,4,3,6,8,39,1,14,1
"za",4,3,2,5,5,5,2,5,5,2,5,15,3,3,3,225,32,4,4,7,6,25,2,19,2
"ita",4,3,2,5,1,4,2,3,3,3,5,325,3,3,3,125,16,3,5,7,4,22,2,16,2
"za",5,3,2,5,3,4,2,5,5,3,4,175,1,4,4,1,23,3,2,7,3,26,2,12,2
"za",5,3,1,5,3,4,1,4,4,2,4,3,2,4,4,15,25,5,4,5,6,20,2,18,2
"uk",4,3,2,4,4,5,3,3,3,4,4,275,4,3,4,225,25,5,4,5,5,26,1,16,1
"ita",5,1,1,5,3,4,1,4,4,4,5,275,3,4,3,1,21,5,4,7,3,32,2,26,2
"za",4,3,2,5,1,4,1,5,4,3,4,3,1,5,4,1,18,2,2,3,7,25,2,14,2
"ita",5,2,1,5,4,5,1,4,4,3,3,45,1,3,2,1,16,4,4,4,6,42,1,12,1
"za",5,3,3,5,3,4,3,5,4,1,4,NA,1,4,4,15,27,2,5,3,4,23,2,12,2
"uk",4,1,1,5,2,3,2,3,3,5,4,275,3,4,4,1,18,3,3,6,4,23,1,19,1
"ita",4,5,4,5,3,4,3,5,4,3,5,NA,2,3,4,1,25,4,4,6,1,28,2,18,2
"uk",4,3,2,5,4,2,2,5,4,4,4,325,1,4,3,125,35,4,1,7,3,34,1,13,1
"za",4,4,3,5,4,4,1,4,4,3,4,275,1,4,3,175,14,3,4,6,6,26,2,12,2
"ita",3,3,3,5,1,4,3,3,1,3,2,35,3,3,4,15,32,4,3,6,6,27,1,17,1
"uk",4,3,1,5,3,3,1,4,3,4,5,4,3,3,4,1,31,6,4,6,4,51,1,20,1
"ita",5,2,1,5,3,3,2,5,3,5,5,325,2,5,4,175,25,6,4,7,5,35,1,12,1
"za",4,3,3,5,4,4,1,3,3,3,5,325,1,4,3,175,21,6,3,7,4,18,2,12,2
"za",5,2,3,5,1,4,2,4,4,3,4,1,2,5,3,2,26,5,3,6,7,22,1,15,1
"za",5,2,1,5,5,4,1,4,3,3,4,325,3,3,3,1,19,6,3,6,3,33,2,17,2
"ita",4,3,2,5,3,3,2,5,4,5,3,3,2,3,3,125,28,3,2,7,4,30,1,15,1
"uk",4,2,2,5,2,4,1,4,4,4,4,5,4,4,4,2,26,5,3,2,7,39,1,14,1
"uk",4,2,3,4,3,4,3,4,5,4,4,375,3,4,3,2,24,4,3,6,9,57,2,16,2
"za",5,3,2,4,2,4,1,4,4,2,5,25,1,4,4,2,29,3,3,5,9,26,2,16,2
"ita",4,1,3,5,4,5,3,4,3,4,5,275,4,3,4,1,2,3,6,7,4,27,1,21,1
"uk",4,3,3,5,2,5,3,3,2,3,4,275,2,3,4,1,21,2,2,7,8,35,2,15,2
"uk",4,2,2,4,5,5,1,5,3,4,5,325,1,5,2,25,14,4,3,6,5,24,2,15,2
"ita",4,1,2,5,3,4,1,4,3,5,5,275,3,4,4,1,26,5,5,6,3,28,1,22,1
"uk",4,2,3,5,4,5,1,5,3,5,4,275,4,4,3,225,25,4,6,8,4,37,1,18,1
"ita",5,2,1,5,4,5,1,5,4,4,3,4,2,4,3,25,16,5,7,7,1,37,1,15,1
"uk",4,2,2,5,5,3,1,4,4,4,1,1,1,2,2,125,16,2,3,7,6,50,2,14,2
"ita",4,2,2,4,5,5,2,5,4,4,3,375,3,5,3,2,3,4,4,5,4,44,1,19,1
"uk",4,2,3,4,5,4,2,4,4,3,3,4,3,4,3,15,24,3,4,4,9,31,2,16,2
"ita",4,3,1,5,3,5,3,4,4,3,5,475,3,4,3,175,24,5,7,6,6,22,1,17,1
"za",4,1,2,5,4,5,1,5,4,4,5,3,3,4,2,1,2,3,3,3,2,24,2,15,2
"ita",5,3,1,5,2,4,2,5,3,3,4,25,3,4,2,125,26,5,5,5,7,34,1,15,1
"uk",3,3,2,5,3,3,2,4,3,3,5,35,3,1,4,125,28,3,5,7,6,68,2,16,2
"uk",3,3,3,5,4,5,2,4,2,5,4,4,2,2,3,225,26,4,4,6,6,32,2,15,2
"uk",5,2,2,5,3,5,1,4,4,4,4,375,4,5,3,1,13,5,2,3,3,33,2,15,2
"ita",4,1,1,5,2,3,2,4,3,4,4,325,2,2,2,1,2,2,1,7,1,24,2,25,2
"ita",4,2,1,5,3,5,2,5,4,3,5,325,3,4,3,1,22,5,5,5,6,30,1,17,1
"za",5,3,1,4,3,4,3,4,3,4,5,1,1,5,4,1,24,7,4,6,6,22,1,16,1
"ita",5,1,2,5,3,5,1,5,4,4,5,4,1,4,4,175,18,6,5,5,2,23,1,13,1
"uk",4,2,1,5,5,5,1,4,3,4,5,4,3,3,3,2,23,6,7,3,2,37,1,18,1
"ita",4,2,1,4,4,4,1,3,4,4,4,325,3,3,3,25,14,2,6,6,1,21,2,16,2
"uk",4,3,2,4,2,5,2,5,3,5,5,325,3,5,4,2,32,3,6,7,3,33,1,13,1
"uk",3,4,2,5,5,5,2,5,3,5,5,425,3,4,4,2,24,5,7,4,3,63,1,13,1
"za",4,3,1,4,5,5,1,4,4,3,5,375,3,5,3,15,26,5,5,5,3,21,2,12,2
"ita",5,2,1,5,3,5,2,5,4,4,2,3,2,4,3,125,22,4,5,6,6,21,1,15,1
"za",4,3,2,5,5,5,1,4,4,3,3,NA,4,4,4,25,11,3,2,3,9,26,1,15,1
"za",4,1,2,4,4,5,2,5,4,3,5,325,2,2,3,15,13,4,4,3,2,22,1,14,1
"za",5,3,3,5,4,5,1,5,4,2,4,275,3,3,4,3,22,6,3,5,3,25,1,16,1
"ita",3,2,2,5,2,2,2,4,3,4,2,3,4,3,3,225,25,5,2,5,7,29,1,17,1
"uk",3,3,3,4,2,4,2,2,2,4,4,325,3,3,4,125,41,2,2,3,10,35,1,12,1
"uk",4,3,3,4,2,4,2,3,2,5,5,25,2,3,3,225,26,4,3,6,6,54,1,12,1
"ita",5,1,2,5,4,4,1,5,4,4,4,NA,2,4,3,125,17,5,4,5,4,20,2,20,2
"za",5,2,2,4,3,5,1,4,3,4,4,45,1,5,3,1,3,3,5,3,1,27,1,11,1
"uk",5,2,3,5,4,5,1,4,3,3,3,1,3,4,4,125,33,3,1,3,8,63,1,13,1
"za",5,1,2,5,4,5,2,4,5,2,5,35,3,4,4,225,17,5,3,3,5,33,1,2,1
"za",4,4,3,5,4,5,3,4,3,3,4,225,3,4,4,325,29,5,4,8,6,20,1,15,1
"ita",5,2,2,5,5,5,1,5,5,3,4,NA,3,4,3,1,19,4,5,6,1,27,1,15,1
"uk",4,2,3,4,4,3,2,4,3,5,4,2,3,3,4,15,26,4,5,5,8,63,2,18,2
"uk",3,3,2,4,4,3,2,4,4,5,4,375,3,1,3,125,26,4,5,7,3,49,1,17,1
"za",4,3,1,5,5,5,3,3,5,3,4,1,2,4,3,1,17,4,2,6,5,26,1,15,1
"uk",4,3,2,4,1,4,2,4,4,5,4,4,1,5,3,225,25,4,2,4,6,32,1,15,1
"ita",3,3,1,5,4,5,1,4,4,4,3,3,3,3,3,3,18,3,7,6,4,26,1,18,1
"ita",4,3,2,3,4,4,2,5,3,4,4,1,2,4,5,225,24,6,4,6,8,22,1,14,1
"za",5,2,1,5,5,5,2,4,5,3,4,3,5,4,3,1,25,4,4,4,4,29,2,18,2
"za",5,3,2,5,3,5,2,5,3,3,3,NA,2,5,4,15,2,7,3,7,7,35,1,15,1
"za",4,5,3,3,3,5,3,3,3,2,4,NA,3,4,3,2,41,5,3,4,9,23,1,17,1
"ita",4,3,1,5,3,4,2,4,3,5,4,25,3,3,4,125,18,7,5,7,3,30,1,16,1
"ita",3,3,2,4,4,3,4,4,3,2,5,NA,1,2,3,125,27,6,2,4,1,24,2,13,2
"za",4,5,2,5,2,4,3,3,4,3,4,4,2,4,4,225,21,3,4,7,9,22,1,12,1
"za",5,3,1,5,4,5,1,5,5,2,5,5,3,4,3,1,2,5,3,3,4,25,1,13,1
"uk",5,3,3,5,5,4,1,5,4,5,5,45,4,4,3,15,26,4,5,7,3,34,2,15,2
"za",5,3,2,5,5,5,1,5,4,3,5,NA,2,4,4,1,17,1,3,6,2,24,2,15,2
"za",5,3,2,5,3,4,1,4,4,3,4,3,1,5,3,175,29,4,3,5,8,24,2,20,2
"za",5,3,2,5,4,5,1,5,4,3,5,175,1,5,4,225,32,3,2,4,4,35,2,14,2
"uk",4,1,1,5,5,4,3,5,4,4,5,375,3,3,3,2,17,4,1,6,2,59,2,18,2
"uk",5,2,2,4,3,4,3,4,3,5,3,3,3,4,3,225,34,7,5,5,4,24,1,19,1
"ita",4,2,1,5,2,4,1,3,4,4,5,275,3,3,3,225,17,5,3,7,5,22,2,10,2
"ita",4,1,2,4,2,3,1,4,3,4,4,15,4,4,3,15,27,3,4,7,6,25,2,20,2
"za",3,4,2,4,4,3,5,3,4,2,4,325,3,3,5,3,24,3,3,5,6,30,2,13,2
"za",5,4,2,4,1,4,3,4,4,3,3,25,1,5,3,225,27,4,6,6,3,53,2,14,2
"uk",3,3,4,4,3,4,2,5,3,3,4,3,4,4,3,175,31,4,1,7,8,49,1,18,1
"uk",4,3,2,5,5,4,2,5,3,5,4,425,4,4,4,1,28,5,5,6,3,29,2,17,2
"uk",3,2,1,4,4,5,2,4,4,5,5,325,4,4,3,125,29,3,5,6,5,35,2,18,2
"ita",3,3,3,4,1,4,2,2,5,5,4,NA,4,3,3,175,28,1,2,3,5,19,2,16,2
"uk",3,2,2,5,1,3,2,4,2,4,4,15,4,3,3,125,22,4,4,7,6,34,1,12,1
"za",4,2,2,5,5,5,1,4,4,4,3,NA,3,5,4,15,31,5,4,4,4,21,2,17,2
"uk",4,3,3,4,3,5,2,3,2,3,4,325,3,4,4,2,22,3,3,6,4,27,1,18,1
"uk",4,2,2,4,5,5,1,5,5,4,4,275,3,3,3,125,29,5,3,7,4,36,1,20,1
"za",5,2,3,5,5,5,2,5,4,3,5,275,2,5,4,125,24,4,7,4,6,34,2,17,2
"ita",4,2,2,5,3,4,3,4,4,5,5,175,1,4,4,125,22,5,4,8,4,27,1,19,1
"ita",5,2,1,5,4,5,1,5,4,5,5,425,2,5,3,1,18,2,3,3,2,21,2,20,2
"ita",4,2,1,5,2,4,1,3,3,4,4,225,3,4,3,225,19,2,4,7,5,23,1,17,1
"ita",5,1,2,5,4,5,1,4,4,3,4,275,3,3,3,1,21,4,3,4,3,20,1,18,1
"uk",4,2,2,5,3,4,2,4,3,5,4,275,3,3,4,3,26,7,5,5,8,27,1,16,1
"uk",4,2,3,4,5,4,1,4,4,5,5,325,2,3,4,125,32,5,4,4,7,30,1,15,1
"ita",4,2,1,5,5,5,1,5,4,3,5,25,3,4,3,2,17,4,5,3,3,21,1,18,1
"uk",5,2,1,4,5,5,1,4,4,3,4,3,1,5,3,15,19,3,1,3,5,30,2,2,2
"uk",4,1,2,5,3,4,2,4,2,3,5,375,3,4,3,175,26,7,4,6,6,44,1,15,1
"uk",4,1,2,4,2,4,3,3,3,4,5,3,3,3,3,15,12,3,4,3,7,39,2,10,2
"za",5,3,4,4,5,4,2,4,5,1,3,4,2,5,3,15,21,6,2,4,3,32,1,17,1
"uk",3,3,3,4,2,4,4,4,4,3,4,35,2,3,3,15,21,3,3,7,3,41,1,17,1
"ita",5,3,1,5,2,3,2,5,5,4,5,1,2,5,4,125,27,3,2,7,4,24,1,19,1
"ita",4,2,2,5,3,4,2,5,5,3,4,25,1,4,3,175,25,7,3,5,1,25,2,25,2
"uk",4,2,2,4,1,2,1,4,2,3,3,1,3,4,2,3,26,3,3,7,10,59,2,17,2
"uk",4,3,1,5,5,4,2,3,2,4,3,325,4,4,4,35,23,3,6,5,6,34,1,15,1
"ita",4,2,2,5,5,5,2,4,4,5,5,325,4,4,4,15,21,6,3,7,7,33,1,22,1
"za",5,2,2,5,1,5,1,5,3,1,5,NA,2,5,5,1,29,5,3,5,7,26,2,17,2
"ita",5,2,1,5,4,5,1,5,3,4,5,NA,3,4,3,125,17,3,3,7,1,22,2,18,2
"za",5,3,2,5,3,5,1,4,4,2,3,35,1,5,3,2,22,4,4,5,3,25,1,19,1
"uk",4,2,1,5,5,5,2,4,3,3,4,425,3,4,2,275,11,3,3,4,3,49,2,16,2
"za",4,2,1,5,5,5,3,3,3,2,5,NA,4,4,3,15,17,4,4,5,3,28,2,9,2
"uk",5,2,2,5,4,4,1,4,4,4,5,4,3,5,4,15,18,3,4,6,3,40,1,16,1
"uk",3,4,3,4,1,4,2,2,3,4,5,35,2,3,4,125,28,1,4,6,7,62,1,18,1
"za",5,4,2,5,5,2,2,3,3,2,4,2,2,5,4,15,29,3,3,5,9,24,1,15,1
"ita",4,2,1,4,3,4,1,5,5,5,3,4,1,4,3,15,26,5,3,6,4,28,1,16,1
"ita",5,2,2,5,4,4,2,4,3,5,5,225,3,3,2,225,29,3,2,5,4,26,2,18,2
"za",5,3,2,5,5,5,1,4,4,2,5,NA,3,3,4,1,2,4,4,5,4,23,1,18,1
"ita",4,2,3,5,3,4,2,4,3,5,3,2,2,4,3,175,26,3,5,6,5,38,2,16,2
"uk",4,3,2,5,2,4,1,3,3,5,2,4,3,2,4,35,27,5,3,5,11,39,1,15,1
"za",4,3,2,5,4,5,2,5,4,2,3,1,1,4,3,125,22,6,3,5,3,32,2,18,2
"za",5,3,1,5,5,4,1,4,5,2,5,4,1,4,4,1,17,3,2,4,3,32,2,22,2
"za",4,2,3,4,3,5,3,3,3,3,5,275,1,5,4,1,24,1,2,4,3,23,2,11,2
"ita",4,2,1,5,3,5,1,4,4,4,5,325,4,3,3,25,2,6,7,7,5,23,2,16,2
"uk",5,1,3,5,5,4,2,5,5,4,3,35,3,3,3,1,17,5,6,6,6,55,2,16,2
"uk",3,3,3,4,3,3,1,4,3,5,3,275,2,3,3,1,35,5,2,4,6,61,2,17,2
"za",4,1,1,5,3,5,1,4,3,3,5,NA,3,4,3,1,15,4,2,6,4,28,2,18,2
"ita",4,2,1,5,3,4,2,4,5,3,3,125,1,3,3,15,12,2,2,5,3,42,2,18,2
"ita",3,3,1,5,4,5,4,4,4,4,4,35,4,4,3,225,3,4,7,6,3,27,2,17,2
"za",5,3,2,5,5,5,1,5,5,2,4,1,2,4,2,1,25,6,2,7,4,22,1,19,1
"uk",3,4,3,4,1,3,3,4,1,4,4,3,2,3,4,125,28,3,1,6,7,33,1,18,1
"uk",4,3,1,3,3,4,3,2,3,5,3,35,2,3,3,125,31,5,2,3,8,29,1,13,1
"uk",5,2,3,5,5,4,1,5,4,4,5,3,3,5,3,1,26,7,3,6,4,30,2,16,2
"uk",5,3,2,5,4,5,3,4,4,5,4,225,3,3,4,15,23,6,2,2,3,36,2,16,2
"ita",4,3,2,5,5,4,3,4,4,4,5,225,2,2,3,1,17,2,6,7,4,35,2,16,2
"za",5,5,3,4,2,5,3,3,4,3,4,1,1,4,4,325,41,1,3,5,6,24,1,15,1
"ita",5,3,3,5,5,5,2,5,4,5,5,35,1,4,4,2,28,4,3,8,3,22,1,16,1
"za",5,2,2,5,4,5,1,4,4,2,5,NA,2,5,4,1,2,1,1,5,6,20,2,16,2
"uk",3,3,2,5,2,2,2,4,4,4,4,35,2,3,4,2,19,5,6,7,7,75,2,15,2
"uk",3,4,3,4,4,4,2,3,2,4,5,35,4,2,4,25,31,3,3,5,6,35,1,11,1
"uk",3,2,3,3,1,3,2,4,2,4,4,1,4,2,3,175,27,5,4,6,7,35,1,16,1
"uk",5,1,3,5,3,5,2,3,3,5,4,3,1,5,3,175,29,7,2,7,6,36,2,14,2
"za",4,4,3,4,2,4,1,4,4,1,1,3,1,5,4,1,36,3,3,3,8,23,2,11,2
"za",5,2,2,5,5,5,1,5,4,2,4,1,1,5,4,25,27,4,1,6,4,32,2,15,2
"uk",3,2,3,4,1,3,2,4,3,4,4,35,4,1,3,35,22,2,3,6,8,48,1,15,1
"uk",5,2,2,4,4,3,3,3,4,3,5,4,3,2,5,225,3,4,2,8,6,41,2,18,2
"uk",4,3,2,4,4,3,2,5,3,3,4,35,3,3,3,2,17,4,2,7,2,61,1,17,1
"ita",4,2,2,5,5,5,1,4,4,3,5,275,4,2,4,175,24,7,5,7,6,52,1,22,1
"ita",5,2,2,4,3,4,2,5,4,4,4,1,1,5,2,1,18,5,5,6,5,22,1,18,1
"za",5,2,2,5,3,4,1,5,3,3,5,3,1,4,4,175,3,4,4,3,8,38,1,12,1
"uk",4,2,2,4,2,4,1,3,3,4,4,35,3,3,3,125,19,4,3,6,4,51,2,11,2
"uk",4,2,4,4,3,3,2,3,3,5,4,45,3,3,4,225,29,3,5,6,8,31,1,19,1
"ita",5,3,1,5,4,3,1,5,3,4,5,NA,3,3,3,35,13,3,2,4,6,53,2,15,2
"uk",4,2,3,4,4,4,1,3,3,3,4,275,2,4,3,25,25,2,2,7,6,54,1,24,1
"uk",5,3,3,5,3,3,1,4,4,4,5,3,3,4,3,2,32,5,4,5,8,59,1,16,1
"ita",4,2,2,3,4,4,3,3,4,2,2,25,2,5,3,125,27,1,2,3,3,27,2,13,2
"za",5,3,2,5,2,4,4,3,4,3,4,1,2,5,4,175,31,4,2,7,5,24,1,14,1
"ita",3,2,1,5,5,5,2,5,4,3,5,425,4,3,2,2,24,1,2,7,1,30,2,18,2
"ita",4,1,1,5,3,5,3,4,3,5,3,4,3,3,2,1,13,4,5,7,6,28,1,14,1
"uk",3,3,2,3,1,4,2,1,1,4,4,NA,3,1,3,375,26,2,3,8,11,25,1,16,1
"ita",4,2,2,5,3,4,2,5,5,5,3,NA,1,3,3,1,28,6,4,5,3,22,2,16,2
"za",4,4,3,4,3,4,2,4,3,2,4,NA,2,5,4,25,24,5,2,3,6,23,2,12,2
"ita",3,2,2,4,3,4,1,5,4,2,4,3,4,4,3,15,33,2,6,4,3,29,1,18,1
"ita",5,1,1,5,5,4,1,5,4,4,5,275,3,5,2,1,24,2,4,4,4,38,2,18,2
"uk",5,2,1,5,4,5,1,5,4,3,5,175,3,5,4,1,19,5,3,3,3,33,2,13,2
"uk",5,2,3,5,4,5,1,4,4,4,5,45,3,5,3,2,2,5,5,3,6,51,2,12,2
"ita",3,2,1,5,2,4,2,4,4,4,4,325,4,3,2,15,25,3,3,7,4,33,2,16,2
"uk",5,1,1,5,5,4,1,4,4,4,4,325,4,5,2,2,2,2,4,5,3,65,2,18,2
"za",4,2,2,5,4,4,2,3,4,3,4,375,3,2,3,15,11,3,3,5,6,29,1,18,1
"ita",5,2,2,5,4,5,2,3,4,4,4,NA,3,3,3,15,15,5,4,7,2,20,2,19,2
"ita",5,2,2,5,2,5,1,5,5,5,5,125,1,3,3,15,2,2,3,5,4,23,1,18,1
"uk",4,2,2,5,3,4,1,5,5,3,4,4,3,5,2,5,12,1,1,7,5,31,1,19,1
"uk",5,1,1,5,4,4,1,3,4,5,5,3,3,3,3,2,22,3,2,5,4,51,1,12,1
"za",3,3,2,5,2,5,3,4,3,3,4,3,2,4,4,3,21,6,2,6,9,19,1,18,1
"uk",5,2,2,4,3,4,2,4,2,5,5,325,2,4,4,15,24,4,4,7,6,31,2,14,2
"ita",4,1,1,5,3,5,1,4,3,4,5,NA,3,2,3,1,27,2,5,6,4,23,2,15,2
"ita",4,2,3,4,5,4,4,2,3,3,5,325,3,3,3,175,26,3,4,7,4,30,1,18,1
"za",5,4,2,4,2,4,3,4,3,2,4,1,1,5,4,2,17,6,4,6,7,27,1,14,1
