"ID","BSMBS_1u","BSMBS_2u","BSMBS_3u","BSMBS_4u","BSMBS_5u","BSMBS_6u","BSMBS_7u","BSMBS_8u","BSMBS_9u","BSMBS_10u","BSMBS_11d","BSMBS_12d","BSMBS_13d","BSMBS_14d","BSMBS_15d","BSMBS_16d","BSMBS_17d","BSMBS_18d","BSMBS_19d","BSMBS_20d","SMBS_1","SMBS_2","SMBS_3","SMBS_4","SMBS_5","SMBS_6","SMBS_7","SMBS_8","SEIS_1","SEIS_2","SEIS_3","SEIS_4","SEIS_5","AC_1","Gender","Age","Nacionality","Marital_Status","Education","Occupation","Household_Income","Household_members_1","SSS","PoliticalOrientation"
103,5,4,5,4,2,2,6,4,4,4,1,2,2,3,3,3,3,3,4,3,4,1,4,5,2,4,3,4,NA,7,6,5,7,NA,1,33,1,1,7,3,0,1,5,5
144,3,4,3,2,5,5,6,2,3,4,5,2,4,3,4,3,4,2,4,2,4,1,2,3,2,2,6,3,2,6,7,1,7,5,2,39,1,2,7,5,5000,4,7,2
153,4,4,5,5,1,4,6,5,5,5,3,4,3,4,4,3,3,1,3,4,5,2,3,1,1,5,5,5,1,7,7,1,7,5,2,68,1,3,5,5,4000,4,6,4
92,1,2,2,3,1,1,6,3,3,1,5,6,4,2,6,4,1,4,4,6,5,2,2,5,3,4,4,5,1,7,6,1,7,5,2,61,1,3,4,5,NA,1,1,NA
1,5,6,5,6,6,3,7,4,6,7,2,2,1,1,3,2,1,2,3,1,1,6,1,7,5,5,1,1,7,1,1,2,3,5,1,38,1,1,6,5,3500,2,8,NA
17,4,4,5,5,5,5,7,6,5,5,3,5,3,3,3,4,2,3,3,4,3,2,1,4,4,4,3,2,2,6,4,1,7,5,2,58,1,4,7,5,20000,NA,6,3
41,6,6,5,5,3,4,5,5,4,6,2,3,1,4,5,2,3,1,2,3,2,5,5,3,4,5,3,3,NA,5,4,NA,5,NA,2,40,1,2,7,NA,4e+05,5,9,6
101,6,5,4,2,4,5,6,4,4,4,2,1,4,3,2,1,4,2,3,4,4,4,4,4,2,4,2,3,1,6,7,1,7,5,1,74,1,3,6,5,5000,2,5,2
92,1,3,2,3,1,1,7,1,2,1,4,7,4,5,7,5,1,6,4,7,4,2,2,2,2,4,4,5,1,7,6,NA,4,5,2,24,1,1,2,5,NA,NA,1,2
36,4,5,5,4,4,5,6,4,5,4,4,3,3,3,2,3,3,3,1,2,1,2,3,4,2,5,3,2,2,3,5,1,6,5,2,30,1,2,6,5,4000,3,6,2
47,6,5,4,5,6,7,6,4,4,6,3,2,3,4,4,3,1,3,2,3,3,4,1,2,2,4,3,3,2,7,7,3,6,5,2,54,NA,2,6,5,3000,3,6,NA
116,2,4,2,3,5,5,6,3,3,2,5,4,4,6,2,2,6,5,5,5,7,1,6,3,2,2,7,6,3,6,5,5,6,5,2,45,NA,2,7,5,800,2,7,NA
37,4,6,5,5,3,3,7,5,7,7,1,3,1,1,2,2,2,3,1,2,2,6,2,6,6,5,1,1,4,7,7,1,7,5,2,46,1,4,6,5,5000,4,6,4
125,3,4,3,2,4,4,4,1,4,4,2,1,2,3,2,3,1,3,1,3,4,1,2,4,2,4,3,5,NA,6,7,NA,1,NA,1,28,1,1,4,5,NA,NA,7,4
81,5,5,6,6,2,3,7,4,4,5,2,6,3,3,5,4,1,2,3,3,6,2,5,2,2,4,6,6,1,7,7,1,7,5,1,26,1,1,6,1,3000,2,3,NA
160,3,2,2,4,5,2,6,3,2,4,2,3,4,4,6,4,6,2,4,4,6,5,2,5,6,4,5,1,1,6,7,2,7,5,2,61,1,3,7,5,38000,2,8,2
64,2,5,4,3,5,3,6,1,2,3,4,3,3,6,3,5,5,5,7,5,2,7,4,4,4,5,3,1,4,6,7,4,7,5,1,22,1,2,6,1,2500,4,7,2
88,3,5,2,4,5,4,6,3,4,3,6,4,4,4,3,5,4,4,5,4,4,3,5,5,2,3,4,4,3,6,6,NA,4,NA,2,39,1,1,2,NA,4e+05,2,9,6
112,2,4,2,2,4,1,6,3,4,4,2,5,2,3,2,3,3,3,4,4,2,3,5,5,2,5,6,6,2,6,7,2,7,5,1,52,1,3,7,5,2200,2,6,NA
133,3,4,6,5,4,3,7,5,5,6,6,7,2,4,3,5,3,4,3,4,1,2,2,4,2,1,2,6,2,3,5,1,7,5,1,33,1,3,2,NA,24000,NA,6,2
8,6,5,5,5,4,7,6,4,4,6,3,3,2,4,4,2,7,3,3,3,3,5,1,5,4,4,2,2,2,7,4,NA,1,5,2,30,1,1,4,2,NA,1,6,NA
130,5,5,5,5,3,4,6,3,5,5,3,4,2,1,6,4,1,1,3,3,1,7,1,7,6,2,5,3,2,6,7,1,6,5,1,22,1,2,6,5,3000,3,6,2
81,2,2,1,3,2,3,6,3,2,2,6,6,4,4,7,4,2,4,4,5,2,2,2,4,2,4,1,5,1,7,5,1,7,5,2,52,1,2,6,NA,NA,NA,8,2
16,6,7,5,5,5,5,6,4,5,5,3,3,4,6,5,4,3,4,5,4,3,5,3,6,7,6,3,2,1,7,7,1,7,5,2,25,1,1,7,4,NA,NA,7,2
101,4,6,4,6,6,3,6,5,5,5,2,2,2,2,2,1,1,1,2,1,7,1,6,2,1,4,7,7,6,1,1,2,5,5,1,47,1,3,7,6,3100,1,7,3
61,1,4,1,2,3,1,5,3,3,2,2,3,4,4,3,4,6,3,6,5,6,2,5,1,1,1,5,5,1,5,6,1,7,5,1,19,1,2,7,5,1000,1,5,2
87,3,1,3,5,3,1,6,3,2,2,5,3,2,3,2,2,2,2,2,4,4,3,6,4,4,6,4,5,1,6,7,1,7,5,2,27,1,1,7,2,1800,1,4,4
