"ID","BSMBS_1u","BSMBS_2u","BSMBS_3u","BSMBS_4u","BSMBS_5u","BSMBS_6u","BSMBS_7u","BSMBS_8u","BSMBS_9u","BSMBS_10u","BSMBS_11d","BSMBS_12d","BSMBS_13d","BSMBS_14d","BSMBS_15d","BSMBS_16d","BSMBS_17d","BSMBS_18d","BSMBS_19d","BSMBS_20d","SMBS_1","SMBS_2","SMBS_3","SMBS_4","SMBS_5","SMBS_6","SMBS_7","SMBS_8","SEIS_1","SEIS_2","SEIS_3","SEIS_4","SEIS_5","AC_1","Gender","Age","Nacionality","Marital_Status","Education","Occupation","Household_Income","Household_members_1","SSS","PoliticalOrientation"
144,4,4,1,5,4,3,5,4,3,5,2,4,1,2,3,2,1,2,2,4,7,3,3,2,2,2,5,5,1,2,5,2,6,5,2,54,NA,3,6,5,30000,5,5,2
153,5,4,4,4,6,5,7,3,2,5,3,2,3,3,1,2,1,3,2,3,5,3,4,3,5,6,5,5,1,7,7,3,7,5,2,29,1,1,6,5,3000,1,6,2
92,5,4,4,5,5,6,5,1,3,5,1,1,2,2,2,4,1,1,1,2,6,3,3,2,5,5,5,5,2,7,6,1,7,5,1,18,1,2,7,2,20000,2,6,2
1,6,6,4,5,5,4,5,5,5,5,6,6,5,4,3,2,3,3,4,3,2,3,3,5,5,4,3,3,7,6,2,1,1,5,1,59,1,3,6,5,1800,3,4,4
17,4,4,7,1,2,2,6,6,2,5,3,6,4,4,6,4,6,4,3,6,3,1,6,5,5,4,1,2,2,6,6,1,7,5,1,74,1,3,5,5,4000,1,6,6
41,4,4,7,4,4,4,7,2,7,4,3,5,4,5,3,4,6,3,3,4,1,4,1,4,5,4,3,7,4,4,2,4,2,5,1,40,1,3,7,5,3000,2,7,4
101,3,5,4,3,4,4,5,3,4,4,5,4,6,5,4,3,3,4,4,4,4,2,5,3,2,5,7,3,1,7,7,1,7,5,2,52,1,2,7,5,4000,3,6,3
92,4,5,5,5,5,5,5,5,5,5,2,1,2,2,2,3,1,2,2,2,2,5,2,5,4,5,3,2,3,6,5,1,6,5,1,50,1,2,7,NA,NA,NA,6,4
36,6,5,4,5,4,6,7,4,6,4,2,2,5,4,3,3,3,4,4,4,2,6,2,6,6,4,2,3,2,7,7,1,7,5,1,39,1,2,6,5,5500,2,8,3
47,3,4,2,1,2,2,6,2,2,2,4,5,4,3,4,4,7,4,3,6,4,2,5,3,2,2,1,4,1,7,7,1,7,5,1,42,1,1,6,5,2500,3,8,6
116,2,2,2,2,3,1,6,2,3,5,4,3,3,4,4,4,2,4,4,4,5,2,2,3,2,2,5,6,1,7,7,1,7,5,1,26,1,1,6,3,680,1,3,3
37,4,4,5,2,4,4,1,5,3,4,3,4,4,4,3,3,4,3,3,4,2,4,2,2,1,4,2,2,1,2,5,1,7,5,1,50,1,3,7,5,1800,3,7,2
125,6,7,4,5,5,4,7,4,5,6,1,2,2,2,2,2,1,1,2,1,3,2,2,4,2,6,4,2,2,5,7,1,7,5,1,50,1,3,7,5,500,4,6,5
81,3,3,2,2,4,3,4,4,3,2,4,1,4,4,5,4,3,3,2,5,4,5,7,3,3,7,3,5,2,7,6,1,7,1,1,52,1,3,6,4,90000,2,8,4
160,5,5,7,6,4,5,7,5,6,6,2,3,2,1,3,1,2,2,1,2,2,6,2,5,6,6,2,2,2,2,4,1,5,1,2,58,1,3,6,5,1500,4,7,3
64,2,4,2,3,2,2,3,1,4,1,5,5,5,5,5,6,3,5,4,5,5,1,4,2,3,1,5,5,1,7,7,1,7,5,1,28,1,1,7,5,3500,1,6,1
88,2,1,1,2,3,1,5,2,2,2,5,3,4,5,7,4,2,4,4,4,2,3,4,2,3,3,3,3,1,7,7,1,7,5,1,42,1,1,6,3,2100,1,5,5
112,3,4,2,1,3,2,6,1,2,2,5,3,4,4,5,2,2,5,4,6,6,1,4,1,1,3,5,6,NA,7,7,1,7,5,1,52,1,3,7,5,2000,4,6,1
133,3,5,5,4,4,3,5,4,4,3,4,2,4,3,4,4,3,4,3,3,2,3,5,3,3,1,4,2,1,6,5,2,6,5,1,25,1,2,6,1,NA,NA,7,2
8,4,5,4,4,3,5,4,4,4,6,4,4,3,4,5,2,6,3,3,4,3,7,3,2,5,6,3,2,5,3,5,5,5,5,2,58,1,3,4,5,4000,3,6,4
130,5,5,5,4,4,2,5,4,5,5,1,1,2,2,2,3,1,1,2,2,6,2,2,2,2,5,3,4,1,5,5,1,7,5,1,26,1,2,7,1,1600,2,3,4
81,4,5,4,4,5,5,6,4,5,5,1,1,2,2,2,2,3,1,2,3,2,1,1,5,3,5,4,5,2,6,5,1,7,5,1,27,NA,2,6,5,1500,1,4,4
16,7,4,6,6,6,5,6,2,7,7,1,4,1,1,7,1,7,1,5,4,1,6,2,7,7,5,1,4,2,1,5,1,7,5,2,61,1,3,6,6,34120,4,6,5
101,5,5,5,6,4,4,5,3,7,6,3,2,2,1,2,2,7,2,1,2,3,1,3,5,3,4,1,3,1,7,6,1,7,5,2,60,1,3,7,5,4000,4,4,3
61,7,7,4,3,5,6,7,2,2,4,1,3,1,3,5,4,2,2,2,2,5,5,4,5,5,5,2,4,2,7,6,3,6,5,1,18,1,1,6,3,3000,1,5,4
87,4,5,2,5,4,3,6,3,5,5,4,4,4,4,4,4,1,4,3,4,6,2,4,3,2,2,2,4,2,7,7,1,7,5,2,49,NA,3,6,5,1200,3,3,4
