"","ID","BSMBS_4u_I1","BSMBS_8u_I2","BSMBS_9u_I3","BSMBS_10u_I4","BSMBS_11d_I5","BSMBS_13d_I6","BSMBS_14d_I7","BSMBS_18d_I8","MBS_1","MBS_2","MBS_3","MBS_4","MBS_5","MBS_6","AC_1","ESJS_1","ESJS_2","ESJS_3","ESJS_4","ESJS_5","ESJS_6","ESJS_7","SAS_1","SAS_2","SAS_3","SAS_4","SAS_5","AC_2","Gender","Age","Nacionality","Marital_Status","Education","Occupation","PoliticalOrientation","SSS","Household_Income","Household_members_1"
"164",411,4,4,3,3,4,4,4,4,3,5,3,3,3,3,5,4,2,4,3,5,2,4,1,6,3,4,4,5,2,19,1,1,4,2,3,5,10000,2
"165",379,2,2,2,4,1,3,3,2,2,1,1,1,1,1,5,1,1,1,1,1,1,5,1,7,4,4,3,5,2,22,1,2,4,2,1,5,2200,3
"166",383,5,1,1,3,1,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,7,5,1,5,5,2,20,1,1,4,2,1,6,40000,4
"167",370,4,5,5,5,3,3,3,3,4,4,3,1,2,5,5,5,1,5,3,4,1,4,5,7,7,7,7,5,2,20,1,1,5,2,3,6,2500,4
"168",199,5,2,7,4,4,4,6,6,5,3,3,4,4,4,5,3,5,1,1,2,6,6,1,2,2,5,1,5,1,44,1,4,7,5,2,7,40000,1
"169",104,6,6,5,3,4,6,2,2,5,6,7,5,2,6,5,7,2,4,2,4,1,6,2,6,5,5,2,5,2,53,1,4,6,5,3,6,2200,1
"170",3,4,4,4,4,5,4,4,3,1,1,1,1,1,1,5,2,1,7,1,1,1,5,4,7,5,5,7,5,1,23,1,1,6,5,2,4,30000,3
"171",331,4,4,4,4,6,5,5,4,4,2,2,1,4,4,5,2,3,1,1,2,1,1,3,4,4,4,4,5,1,66,1,2,3,6,2,5,3500,4
"172",340,5,5,6,4,1,1,1,2,4,2,3,1,2,2,5,2,2,6,3,2,1,6,4,7,4,4,4,5,2,21,1,1,4,2,4,5,3500,5
"173",6,1,1,4,2,5,4,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,7,5,4,7,5,2,26,1,1,6,5,2,5,1030,1
"174",372,6,5,4,5,6,2,2,2,2,1,1,2,1,2,5,1,1,6,1,1,1,3,7,7,7,7,5,5,1,25,1,1,5,2,1,4,750,4
"175",56,4,2,4,4,2,1,1,1,1,3,2,3,3,1,5,1,1,6,1,3,1,6,1,4,1,1,1,5,2,47,1,2,7,5,2,7,4200,2
"176",168,4,3,5,4,4,4,4,5,7,7,5,7,7,7,5,7,4,4,5,7,3,4,1,5,5,5,4,5,2,50,1,2,5,5,2,7,1800,2
"177",358,5,6,6,4,3,3,3,2,6,5,4,5,6,6,5,5,2,1,5,5,2,5,3,3,3,3,3,5,1,63,1,3,7,5,3,8,6000,2
"178",374,2,2,2,2,7,6,5,6,3,3,1,2,2,2,5,2,2,1,1,2,1,2,1,5,1,1,1,5,2,68,1,4,7,5,2,2,2500,1
"179",253,3,4,3,4,4,4,4,4,6,6,1,1,2,1,5,2,1,4,1,3,1,7,1,7,2,6,2,5,2,20,1,2,4,2,4,8,5000,4
"180",129,5,6,3,4,6,4,2,3,3,2,2,2,2,2,5,4,2,4,2,3,1,6,1,7,2,6,2,5,2,18,1,1,6,2,2,4,1500,2
"181",217,5,5,5,5,3,3,3,3,5,5,3,3,5,4,5,4,1,1,2,5,1,6,4,7,7,7,7,5,2,33,1,2,5,3,2,4,1500,2
"182",19,5,4,3,3,6,4,4,4,1,1,1,1,1,1,5,1,1,4,1,1,1,1,4,6,4,4,6,5,2,39,1,3,5,4,1,6,3500,4
"183",327,4,3,1,4,4,1,2,4,5,2,5,3,5,5,5,5,5,6,4,7,4,5,4,2,2,5,4,5,1,40,1,3,5,5,3,6,3200,4
"184",299,1,2,2,7,7,7,7,5,5,5,3,3,3,3,5,5,1,2,3,3,2,6,1,6,3,5,1,5,1,27,1,1,7,5,4,7,1512,1
"185",206,2,3,3,2,5,3,5,5,3,4,1,1,4,5,5,5,1,4,3,5,1,2,5,7,5,6,4,5,2,18,1,2,4,2,2,5,2700,5
"186",308,6,6,5,6,6,6,5,5,5,6,6,6,5,5,5,6,6,6,5,5,6,6,6,5,5,5,6,5,1,24,1,1,6,5,5,8,7000,4
"187",411,4,4,3,3,4,4,4,4,3,5,3,3,3,3,5,4,2,4,3,5,2,4,1,6,3,4,4,5,2,19,1,1,4,2,3,5,10000,2
"188",120,1,2,3,2,6,2,5,6,1,1,1,1,3,1,5,1,1,1,1,1,1,1,4,7,6,7,5,5,2,20,1,2,4,2,1,6,5000,4
"189",259,6,6,6,6,2,2,2,1,2,5,6,5,6,6,5,6,6,2,6,6,2,6,2,6,2,6,2,5,2,61,1,3,5,5,2,7,2500,2
"190",10,5,4,5,4,4,3,5,3,4,2,4,2,3,1,5,3,2,2,1,2,2,5,4,6,4,4,4,5,2,27,1,2,7,5,2,6,2000,2
"191",12,2,2,2,3,5,4,3,3,4,2,2,2,2,3,5,2,2,1,2,2,2,4,5,5,5,4,4,5,1,37,1,1,6,5,2,4,1100,1
"192",63,4,4,4,4,4,4,3,4,4,4,2,2,4,3,5,4,3,1,2,3,2,4,2,3,3,2,2,5,1,52,1,3,7,5,3,8,3500,3
"193",376,2,2,2,2,6,5,6,6,3,4,2,5,4,2,5,3,2,2,2,5,2,6,6,7,2,3,2,5,1,20,1,1,4,2,6,4,1050,2
"194",231,2,1,5,3,6,6,4,4,3,2,2,3,3,4,5,4,1,1,2,3,4,5,1,1,5,2,5,5,2,31,1,2,7,5,2,7,2100,2
"195",313,4,4,4,3,6,3,4,4,3,5,3,2,5,2,5,4,5,7,2,4,4,5,4,5,3,6,5,5,1,49,1,3,4,5,3,7,2000,4
"196",172,2,5,5,4,2,2,2,5,5,6,4,5,4,6,5,6,4,4,6,5,2,4,5,5,5,5,4,5,2,42,1,3,5,5,5,7,800,2
"197",300,4,4,4,6,2,2,4,4,7,6,3,2,3,6,5,3,4,4,3,6,5,7,1,7,7,7,1,5,2,19,1,2,4,2,4,5,NA,5
"198",398,2,2,2,2,4,4,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,3,5,7,7,6,5,2,23,1,2,6,1,1,4,3000,4
"199",286,2,1,5,2,5,4,5,2,1,1,1,1,1,1,5,1,1,1,1,1,1,6,2,7,2,1,2,5,2,23,1,2,6,2,2,2,1000,3
"200",334,5,3,4,5,3,3,3,3,4,5,3,2,4,4,5,5,2,3,3,5,2,5,3,3,2,2,2,5,2,19,1,1,4,2,3,7,5000,4
"201",169,4,4,3,4,7,6,4,4,3,3,5,2,5,4,5,2,3,1,2,2,1,1,1,5,1,1,1,5,2,49,1,1,6,5,3,6,22000,1
"202",246,3,6,4,7,6,5,3,1,4,1,6,1,5,1,5,6,1,4,4,6,1,6,7,4,7,6,4,5,2,60,1,3,2,5,2,5,1995,4
"203",6,1,1,4,2,5,4,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,7,5,4,7,5,2,26,1,1,6,5,2,5,1030,1
"204",207,6,5,5,6,5,3,3,3,2,1,2,1,1,3,5,2,2,2,3,3,2,5,3,7,6,4,6,5,2,25,1,1,6,2,2,5,1600,5
"205",32,5,3,5,5,3,3,3,3,1,1,1,1,2,2,5,1,1,1,1,3,1,5,5,6,5,7,1,5,1,50,1,3,7,5,1,7,85000,5
"206",106,3,5,3,5,6,5,5,3,4,2,2,2,2,2,5,2,1,1,1,3,2,5,4,6,4,4,3,5,2,31,1,2,5,3,3,6,1600,2
"207",134,2,2,2,2,4,3,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,7,7,7,7,7,5,3,18,1,1,4,2,1,5,2494,5
"208",240,5,4,2,5,2,1,2,1,5,5,3,2,2,2,5,5,5,1,5,5,5,7,1,6,2,5,1,5,1,42,1,3,7,5,5,6,4500,6
"209",75,5,4,5,5,4,2,4,2,5,5,6,6,5,5,5,6,5,1,5,6,2,7,1,3,3,5,4,5,1,52,1,3,6,5,3,7,50000,2
"210",208,4,4,5,5,4,4,4,4,5,3,3,2,5,5,5,5,4,5,5,5,5,6,4,6,5,6,6,5,2,27,1,1,6,5,5,8,3000,3
"211",195,1,1,4,1,7,7,7,7,5,4,4,4,1,4,5,4,4,1,5,4,1,7,1,4,4,7,1,5,1,27,1,1,5,3,5,5,2000,5
"212",409,4,4,4,5,2,4,4,4,2,1,2,3,2,2,5,2,2,2,1,1,1,2,1,4,1,3,1,5,1,20,1,1,4,2,3,5,1600,4
"213",325,4,3,1,3,6,5,6,4,6,6,5,2,5,6,5,6,2,6,5,6,3,6,6,6,6,6,6,5,2,37,1,1,7,5,3,8,3000,3
"214",200,5,5,5,5,4,4,2,3,2,3,3,2,2,2,5,2,2,1,1,2,2,6,7,7,7,7,7,5,2,36,1,3,7,3,2,3,1270,3
"215",401,3,3,3,2,5,5,5,5,4,1,1,1,1,1,5,2,1,1,1,2,1,3,6,7,7,7,6,5,2,37,1,1,5,2,1,3,1200,3
"216",253,3,4,3,4,4,4,4,4,6,6,1,1,2,1,5,2,1,4,1,3,1,7,1,7,2,6,2,5,2,20,1,2,4,2,4,8,5000,4
"217",30,5,4,4,5,3,2,3,2,4,5,4,4,5,3,5,4,2,2,3,5,2,5,2,2,2,2,2,5,1,56,1,2,7,5,2,7,50000,3
"218",367,4,4,4,5,4,4,4,4,2,2,2,1,1,2,5,2,1,5,1,1,1,1,1,6,1,1,1,5,2,32,1,2,7,2,1,6,900,2
"219",273,5,4,6,5,2,2,2,2,3,2,3,2,3,5,5,3,1,6,2,3,1,6,2,7,2,2,2,5,2,18,1,2,4,3,3,7,400,4
"220",209,3,4,3,3,7,5,6,4,3,3,2,2,1,2,5,1,1,1,3,2,1,7,6,6,6,6,6,5,2,NA,1,2,7,6,4,8,NA,NA
"221",16,2,2,2,3,5,3,4,3,5,4,2,2,4,4,5,4,2,1,2,4,2,3,7,7,7,7,7,5,2,24,1,2,6,2,2,3,850,2
"222",184,5,3,4,5,7,4,1,5,2,4,2,3,1,1,5,3,1,3,1,3,1,6,4,6,7,4,7,5,2,24,1,1,5,3,3,2,1400,5
"223",128,5,4,6,4,2,2,3,2,3,5,6,4,5,6,5,4,2,5,5,5,2,7,6,7,7,6,6,5,2,49,1,3,4,5,6,6,25000,4
"224",30,5,4,4,5,3,2,3,2,4,5,4,4,5,3,5,4,2,2,3,5,2,5,2,2,2,2,2,5,1,56,1,2,7,5,2,7,50000,3
"225",103,4,4,4,4,4,4,4,4,4,4,3,2,5,3,5,4,2,5,3,4,2,6,4,6,4,4,4,5,2,19,1,1,4,2,2,5,30000,3
"226",393,2,2,5,5,2,1,3,3,2,1,1,1,1,1,5,2,1,1,1,2,1,5,5,7,5,5,5,5,2,22,1,1,6,2,2,6,1500,4
"227",191,2,2,6,2,6,2,6,6,1,1,1,1,1,1,5,1,2,4,1,1,7,6,7,3,7,7,5,5,2,47,1,3,4,5,2,4,25000,3
"228",78,6,5,7,7,1,1,1,1,6,6,2,4,6,6,5,6,2,1,5,6,2,6,1,1,1,1,1,5,1,54,1,3,6,5,2,7,4000,2
"229",190,5,5,5,6,3,2,2,2,5,5,4,5,5,5,5,6,1,2,1,4,4,5,6,6,6,5,5,5,2,22,1,1,6,2,4,5,1400,6
"230",211,1,1,4,4,7,1,7,7,4,1,4,4,1,1,5,4,4,4,7,7,7,7,7,7,7,7,7,5,1,36,1,3,2,5,7,7,10000,4
"231",127,4,2,3,2,3,4,3,4,1,2,1,7,1,1,5,1,1,1,2,1,1,2,1,4,2,5,2,5,1,18,1,2,4,2,1,6,5000,3
"232",284,4,3,3,4,3,3,4,5,4,5,5,2,4,5,5,5,2,2,4,5,1,5,4,6,5,6,5,5,2,19,1,1,4,2,2,6,1300,4
"233",305,1,2,2,2,6,3,6,6,1,1,1,1,1,1,5,1,1,1,1,1,1,7,2,7,3,7,1,5,2,25,1,1,7,5,1,6,1100,1
"234",240,5,4,2,5,2,1,2,1,5,5,3,2,2,2,5,5,5,1,5,5,5,7,1,6,2,5,1,5,1,42,1,3,7,5,5,6,4500,6
"235",339,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,2,3,4,5,2,7,6,6,6,5,4,5,1,19,1,2,4,2,5,6,1300,5
"236",51,6,3,5,5,5,4,4,3,3,5,2,5,4,5,5,2,2,2,2,2,1,2,5,5,2,5,5,5,1,44,1,3,3,5,5,5,2800,4
"237",42,3,2,2,2,5,2,2,2,1,1,1,1,2,1,5,2,1,1,2,1,1,5,3,6,3,1,1,5,2,31,1,1,6,1,2,6,2500,2
"238",259,6,6,6,6,2,2,2,1,2,5,6,5,6,6,5,6,6,2,6,6,2,6,2,6,2,6,2,5,2,61,1,3,5,5,2,7,2500,2
"239",219,1,3,3,1,5,4,3,4,5,1,7,7,4,4,4,4,7,4,4,4,1,7,7,4,7,7,7,5,2,65,1,3,6,6,2,7,4000,2
"240",347,1,1,1,2,6,6,6,6,3,1,1,1,1,2,5,1,1,1,1,1,1,7,2,7,7,7,4,5,2,23,1,2,6,5,2,7,28000,1
"241",56,4,2,4,4,2,1,1,1,1,3,2,3,3,1,5,1,1,6,1,3,1,6,1,4,1,1,1,5,2,47,1,2,7,5,2,7,4200,2
"242",322,5,3,4,3,6,3,3,3,2,3,4,6,5,6,6,3,1,3,4,3,5,4,5,1,1,5,2,3,1,21,1,2,5,2,1,7,5000,6
"243",220,6,6,6,5,2,2,2,2,6,6,4,3,6,4,5,6,2,2,2,6,3,5,5,6,5,6,2,5,2,46,1,3,6,5,4,7,3600,4
"244",326,2,2,2,1,6,4,5,6,1,2,1,1,2,1,5,1,1,1,2,1,1,4,3,5,5,5,3,5,2,25,1,1,6,3,2,7,5000,4
"245",229,5,5,3,4,3,3,3,3,2,1,1,1,1,1,5,2,2,1,3,3,2,6,4,7,5,4,5,5,2,23,1,1,6,2,2,7,5000,3
"246",171,5,4,3,5,4,3,3,2,2,3,2,2,2,2,5,2,1,1,1,2,1,6,2,3,2,2,3,5,2,28,1,2,6,5,2,5,3000,2
"247",281,5,4,5,3,4,3,5,3,5,5,5,3,3,4,5,5,2,1,3,5,3,6,4,6,5,4,5,5,2,42,1,1,6,5,5,7,1500,1
"248",216,5,2,5,5,2,2,2,2,6,5,5,5,5,6,5,5,5,5,6,6,5,6,2,3,3,6,2,5,1,42,1,1,7,1,6,7,1200,1
"249",310,5,4,5,4,4,3,4,4,5,6,6,4,7,7,5,7,6,4,5,7,7,7,1,6,7,7,7,5,1,27,1,1,6,5,6,6,2900,2
"250",162,6,5,5,4,3,1,3,1,5,3,3,4,5,2,5,6,4,4,5,5,3,7,1,5,3,1,1,5,2,69,1,4,6,6,2,6,1900,1
"251",206,2,3,3,2,5,3,5,5,3,4,1,1,4,5,5,5,1,4,3,5,1,2,5,7,5,6,4,5,2,18,1,2,4,2,2,5,2700,5
"252",311,6,6,5,4,2,1,2,2,5,6,6,6,6,6,5,6,3,1,4,6,1,7,4,7,6,6,2,5,1,42,1,3,6,5,5,6,2000,2
"253",113,5,3,5,5,6,2,3,3,5,6,3,3,5,5,5,6,2,6,5,5,1,6,6,6,6,6,6,5,2,26,1,2,6,5,2,7,4500,3
"254",76,3,3,5,3,5,5,5,5,3,2,1,2,2,2,5,2,2,1,2,2,5,6,2,5,2,2,2,5,1,35,1,3,7,5,2,7,4800,2
"255",130,6,6,7,6,1,1,1,1,5,4,3,4,3,5,5,5,1,6,3,5,2,7,5,7,5,5,4,5,2,26,1,1,7,3,2,6,600,1
"256",18,4,4,5,4,4,2,4,4,1,1,1,1,1,2,5,1,1,5,1,1,1,5,1,1,3,5,1,5,2,56,1,2,6,5,3,5,35000,2
"257",34,5,5,5,5,4,1,3,1,1,2,2,1,2,1,5,3,1,1,1,1,1,5,3,5,3,5,5,5,1,39,1,3,7,5,2,6,4200,3
"258",8,5,3,4,5,2,3,4,4,1,2,1,1,2,2,5,3,1,1,2,3,1,6,6,7,3,3,5,5,2,23,1,1,6,5,3,7,7000,5
"259",8,5,3,4,5,2,3,4,4,1,2,1,1,2,2,5,3,1,1,2,3,1,6,6,7,3,3,5,5,2,23,1,1,6,5,3,7,7000,5
"260",38,2,1,1,2,7,4,2,1,3,1,1,2,1,2,5,1,1,2,1,1,1,1,3,6,1,1,1,5,1,24,1,1,4,3,1,5,4000,4
"261",292,5,5,6,5,2,2,3,6,3,5,4,4,5,4,5,4,4,3,5,5,3,6,7,7,4,5,3,5,2,18,1,1,6,2,6,6,1000,4
"262",369,4,3,4,5,4,4,4,4,3,4,2,1,3,3,5,4,1,6,3,4,1,5,1,3,5,5,4,5,1,30,1,1,5,3,2,3,1300,4
"263",279,5,1,4,5,2,2,2,3,5,5,3,4,3,5,5,5,2,3,5,5,2,6,2,5,2,3,4,5,1,55,1,4,6,5,2,6,2350,2
"264",3,4,4,4,4,5,4,4,3,1,1,1,1,1,1,5,2,1,7,1,1,1,5,4,7,5,5,7,5,1,23,1,1,6,5,2,4,30000,3
"265",337,4,5,5,4,4,4,3,3,6,6,5,7,6,6,5,6,3,4,5,6,7,7,3,7,5,4,2,5,1,20,1,1,4,2,5,7,6000,4
"266",212,5,5,5,5,3,3,5,3,4,4,4,3,4,4,5,4,2,1,3,4,1,3,1,2,1,1,1,5,2,62,1,3,2,5,2,4,3000,4
"267",116,5,5,5,5,2,1,3,2,5,5,3,4,4,4,5,5,4,1,4,5,3,5,1,3,2,2,2,5,2,34,1,1,7,1,2,5,1300,1
"268",16,2,2,2,3,5,3,4,3,5,4,2,2,4,4,5,4,2,1,2,4,2,3,7,7,7,7,7,5,2,24,1,2,6,2,2,3,850,2
"269",204,2,4,4,1,7,6,5,6,2,1,2,5,2,4,5,1,2,7,4,4,1,7,4,7,7,7,7,5,3,25,1,2,4,5,2,3,1000,5
"270",252,2,3,3,4,4,4,4,4,2,1,1,1,1,2,5,2,1,1,1,1,2,4,5,7,6,5,5,5,2,20,1,2,4,2,1,4,1600,4
"271",232,3,3,4,4,6,4,5,4,2,3,2,3,3,2,5,3,3,4,2,3,3,5,5,7,7,7,7,5,1,22,1,1,7,2,2,7,4400,4
"272",303,4,4,3,4,4,4,4,4,2,2,2,4,3,3,5,2,1,3,2,2,1,3,2,5,4,2,3,5,2,20,1,2,4,2,3,6,4000,4
"273",285,3,3,3,3,6,6,5,5,6,5,5,4,6,6,5,6,4,2,2,5,4,7,4,4,3,3,2,5,1,46,1,2,6,5,4,7,2200,2
"274",132,5,5,3,5,4,3,3,3,3,2,3,3,2,1,5,3,2,1,3,3,3,3,7,7,5,7,7,5,2,27,1,2,6,3,5,6,60000,5
"275",26,3,3,2,3,5,5,5,4,2,1,1,1,1,1,5,1,1,1,1,1,1,3,4,4,5,5,4,5,1,29,1,2,7,5,3,6,2100,1
"276",50,3,1,4,3,6,4,5,2,1,1,1,2,2,1,5,1,1,1,1,1,1,3,6,6,6,7,6,5,1,24,1,2,6,5,1,3,1100,1
"277",266,5,5,5,5,3,3,4,4,6,5,5,3,5,3,5,5,1,3,2,5,2,3,2,6,6,6,6,5,1,21,1,1,6,2,3,5,1600,3
"278",346,4,4,5,5,3,3,3,3,6,5,5,2,5,5,5,6,2,2,2,6,2,7,1,6,5,5,5,5,2,18,1,2,4,2,3,6,4300,4
"279",91,3,4,4,5,4,4,4,5,4,6,6,6,5,7,5,5,4,5,5,6,7,7,7,7,7,7,7,5,2,27,1,2,5,2,5,5,20000,4
"280",300,4,4,4,6,2,2,4,4,7,6,3,2,3,6,5,3,4,4,3,6,5,7,1,7,7,7,1,5,2,19,1,2,4,2,4,5,NA,5
"281",266,5,5,5,5,3,3,4,4,6,5,5,3,5,3,5,5,1,3,2,5,2,3,2,6,6,6,6,5,1,21,1,1,6,2,3,5,1600,3
"282",47,5,3,5,5,3,3,3,3,3,3,2,2,3,3,5,2,2,1,2,3,1,5,1,4,1,1,1,5,1,42,1,3,5,5,2,4,5000,3
"283",342,1,3,2,4,5,2,5,4,1,1,1,1,1,1,5,2,1,2,1,2,1,1,1,5,2,3,1,7,2,23,1,1,6,2,1,6,2300,3
"284",249,3,3,2,4,3,3,4,5,5,2,2,1,2,1,5,3,1,1,3,4,1,6,7,7,7,4,7,5,2,32,1,2,5,2,2,5,400,1
"285",70,6,6,6,6,6,2,2,4,6,4,4,4,6,6,5,4,2,4,6,6,1,7,4,6,4,6,4,5,1,59,1,3,7,5,2,6,6000,3
"286",14,4,4,2,4,4,4,4,3,4,4,2,2,2,2,5,4,1,1,1,4,7,6,4,3,3,3,3,5,2,49,1,3,6,1,3,5,3000,3
"287",144,3,5,3,3,3,3,5,3,3,3,2,2,5,4,5,3,3,4,5,5,1,6,3,7,7,7,3,5,2,18,1,1,4,2,5,5,1400,4
"288",272,5,4,6,4,3,3,4,3,3,4,3,4,4,2,5,5,3,3,3,4,4,4,3,6,6,4,5,5,1,18,1,1,4,2,3,6,3000,5
"289",373,4,4,4,5,4,3,4,4,2,2,1,2,2,2,5,2,1,1,1,3,1,4,2,6,3,6,4,5,2,23,1,1,6,2,2,6,4000,4
"290",308,6,6,5,6,6,6,5,5,5,6,6,6,5,5,5,6,6,6,5,5,6,6,6,5,5,5,6,5,1,24,1,1,6,5,5,8,7000,4
"291",30,5,4,4,5,3,2,3,2,4,5,4,4,5,3,5,4,2,2,3,5,2,5,2,2,2,2,2,5,1,56,1,2,7,5,2,7,50000,3
"292",274,3,2,4,6,6,4,4,4,3,1,2,1,3,1,5,2,1,2,3,2,1,5,2,6,5,5,6,5,2,26,1,2,7,5,2,6,1100,2
"293",78,6,5,7,7,1,1,1,1,6,6,2,4,6,6,5,6,2,1,5,6,2,6,1,1,1,1,1,5,1,54,1,3,6,5,2,7,4000,2
"294",311,6,6,5,4,2,1,2,2,5,6,6,6,6,6,5,6,3,1,4,6,1,7,4,7,6,6,2,5,1,42,1,3,6,5,5,6,2000,2
"295",322,5,3,4,3,6,3,3,3,2,3,4,6,5,6,6,3,1,3,4,3,5,4,5,1,1,5,2,3,1,21,1,2,5,2,1,7,5000,6
"296",220,6,6,6,5,2,2,2,2,6,6,4,3,6,4,5,6,2,2,2,6,3,5,5,6,5,6,2,5,2,46,1,3,6,5,4,7,3600,4
"297",194,5,4,5,5,3,3,3,3,5,3,3,2,3,5,5,5,4,2,2,3,1,5,3,5,5,5,2,5,2,41,1,2,6,5,5,7,3700,2
"298",184,5,3,4,5,7,4,1,5,2,4,2,3,1,1,5,3,1,3,1,3,1,6,4,6,7,4,7,5,2,24,1,1,5,3,3,2,1400,5
"299",5,2,2,4,2,6,4,4,3,2,2,2,2,2,2,5,2,2,6,3,2,1,2,1,2,2,2,1,5,1,46,1,3,7,5,1,5,30000,2
"300",388,5,5,4,5,3,3,3,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,6,1,1,1,5,2,19,1,2,4,2,2,8,NA,5
"301",382,3,3,3,3,2,1,2,3,2,2,2,2,2,2,5,1,2,1,1,2,2,1,2,2,2,3,2,5,1,21,1,2,4,2,2,3,3000,4
"302",328,3,3,6,5,2,2,2,2,5,2,2,1,3,5,5,2,2,2,4,5,3,7,3,6,4,2,2,5,1,42,1,3,6,5,2,6,3000,3
"303",349,5,5,5,5,3,3,3,3,4,3,2,2,5,6,5,3,2,6,2,5,4,7,2,7,2,6,2,5,2,20,1,1,4,2,3,7,3000,4
"304",50,3,1,4,3,6,4,5,2,1,1,1,2,2,1,5,1,1,1,1,1,1,3,6,6,6,7,6,5,1,24,1,2,6,5,1,3,1100,1
"305",133,4,3,5,3,5,2,4,4,4,4,3,2,2,5,5,5,3,2,4,5,2,4,2,6,6,6,5,5,2,23,1,1,6,4,4,6,2500,4
"306",81,4,4,5,4,4,3,4,4,6,5,2,2,4,5,5,5,2,2,5,5,3,5,1,7,3,7,3,5,2,21,1,2,4,2,4,8,5000,4
"307",119,5,4,5,5,2,2,3,2,4,4,2,2,4,4,5,3,2,5,4,5,3,5,3,7,3,5,5,5,1,25,1,1,7,2,3,8,2000,2
"308",170,3,4,4,4,6,2,6,4,2,2,2,6,2,6,5,4,2,1,2,2,5,6,6,2,4,6,4,5,1,61,1,3,6,5,5,7,36400,4
"309",8,5,3,4,5,2,3,4,4,1,2,1,1,2,2,5,3,1,1,2,3,1,6,6,7,3,3,5,5,2,23,1,1,6,5,3,7,7000,5
"310",237,3,3,3,4,4,3,3,3,6,2,3,3,1,1,5,1,1,4,2,4,1,7,4,4,1,1,3,5,2,23,1,1,4,2,4,5,60000,4
"311",117,3,4,4,4,4,4,3,3,5,5,5,5,3,3,5,5,2,3,4,5,2,5,3,6,3,3,3,5,2,32,1,3,7,5,5,7,2100,3
"312",220,6,6,6,5,2,2,2,2,6,6,4,3,6,4,5,6,2,2,2,6,3,5,5,6,5,6,2,5,2,46,1,3,6,5,4,7,3600,4
"313",256,4,4,4,4,4,4,4,4,5,6,4,4,1,4,5,2,1,4,1,2,1,1,7,7,7,7,7,5,2,18,1,1,4,2,2,4,1900,4
"314",277,6,6,6,6,5,2,2,2,6,6,1,1,2,2,5,3,2,6,2,3,3,5,2,6,2,5,4,5,2,20,1,1,4,2,3,6,25000,4
"315",341,6,4,4,5,3,3,2,2,6,6,2,2,5,3,5,5,2,1,6,5,2,6,1,2,1,1,1,5,2,50,1,3,7,5,4,7,6500,4
"316",55,2,2,2,4,4,4,5,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,4,5,5,5,5,1,58,1,2,4,5,2,5,30000,2
"317",411,4,4,3,3,4,4,4,4,3,5,3,3,3,3,5,4,2,4,3,5,2,4,1,6,3,4,4,5,2,19,1,1,4,2,3,5,10000,2
"318",39,4,5,4,4,4,4,3,4,1,2,2,2,1,2,5,3,2,1,3,3,1,5,4,5,4,4,4,5,1,43,1,3,6,5,2,6,2500,4
"319",58,3,2,4,5,2,3,3,2,2,1,1,1,1,1,5,2,1,1,1,1,1,5,3,6,3,3,2,5,1,23,1,2,7,5,3,5,1050,2
"320",400,5,5,5,2,4,1,1,2,4,4,5,5,5,4,5,3,1,1,6,6,1,7,1,1,1,3,1,5,2,46,1,3,7,5,3,6,5000,2
"321",258,4,3,4,5,3,3,3,4,4,5,5,3,5,5,5,5,3,4,4,5,4,5,3,5,3,3,3,5,2,18,1,1,4,2,4,7,4000,4
"322",398,2,2,2,2,4,4,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,3,5,7,7,6,5,2,23,1,2,6,1,1,4,3000,4
"323",168,4,3,5,4,4,4,4,5,7,7,5,7,7,7,5,7,4,4,5,7,3,4,1,5,5,5,4,5,2,50,1,2,5,5,2,7,1800,2
"324",130,6,6,7,6,1,1,1,1,5,4,3,4,3,5,5,5,1,6,3,5,2,7,5,7,5,5,4,5,2,26,1,1,7,3,2,6,600,1
"325",141,5,4,3,5,2,3,1,2,2,2,2,3,2,2,5,2,1,1,1,4,1,4,2,7,3,6,1,5,2,20,1,1,4,2,2,6,1200,4
"326",195,1,1,4,1,7,7,7,7,5,4,4,4,1,4,5,4,4,1,5,4,1,7,1,4,4,7,1,5,1,27,1,1,5,3,5,5,2000,5
"327",207,6,5,5,6,5,3,3,3,2,1,2,1,1,3,5,2,2,2,3,3,2,5,3,7,6,4,6,5,2,25,1,1,6,2,2,5,1600,5
"328",369,4,3,4,5,4,4,4,4,3,4,2,1,3,3,5,4,1,6,3,4,1,5,1,3,5,5,4,5,1,30,1,1,5,3,2,3,1300,4
"329",277,6,6,6,6,5,2,2,2,6,6,1,1,2,2,5,3,2,6,2,3,3,5,2,6,2,5,4,5,2,20,1,1,4,2,3,6,25000,4
"330",105,4,2,6,2,2,2,4,4,6,2,6,6,6,5,5,5,5,6,5,6,2,5,1,6,2,4,1,5,1,18,1,1,6,2,6,4,3000,4
