"ID","BSMBS_4u_I1","BSMBS_8u_I2","BSMBS_9u_I3","BSMBS_10u_I4","BSMBS_11d_I5","BSMBS_13d_I6","BSMBS_14d_I7","BSMBS_18d_I8","MBS_1","MBS_2","MBS_3","MBS_4","MBS_5","MBS_6","AC_1","ESJS_1","ESJS_2","ESJS_3","ESJS_4","ESJS_5","ESJS_6","ESJS_7","SAS_1","SAS_2","SAS_3","SAS_4","SAS_5","AC_2","Gender","Age","Nacionality","Marital_Status","Education","Occupation","PoliticalOrientation","SSS","Household_Income","Household_members_1"
64,1,1,5,1,6,4,6,5,4,2,2,3,4,4,5,4,1,1,1,3,1,3,2,3,5,4,4,5,1,24,1,1,5,5,2,8,47000,3
291,5,5,6,6,3,2,3,3,5,5,4,6,5,5,5,4,4,4,5,6,5,7,3,3,2,1,5,5,2,45,1,1,6,5,NA,8,3500,3
6,3,4,3,3,6,4,5,4,3,4,4,2,4,5,5,3,4,1,2,2,2,5,4,6,6,7,3,5,2,19,1,1,6,5,2,4,5000,2
359,5,3,5,6,4,5,5,4,5,5,5,2,5,5,5,6,4,4,3,6,2,6,6,7,6,7,6,5,1,26,1,2,4,2,6,7,1000,4
400,4,3,4,4,4,5,3,3,5,5,4,5,5,6,5,5,3,1,4,5,1,5,2,3,2,1,3,5,2,56,1,2,4,5,NA,7,4500,3
409,6,5,5,5,3,2,2,2,5,4,3,3,3,5,5,5,2,4,3,5,1,7,3,7,4,7,2,5,1,19,1,2,6,2,6,6,1300,4
348,6,6,6,5,2,3,4,2,6,5,6,5,6,6,5,7,5,4,6,6,5,7,5,5,3,3,4,5,2,23,1,1,7,5,4,8,4700,4
243,2,3,4,3,5,3,5,5,4,4,2,1,2,2,5,3,1,2,2,3,1,3,2,6,4,4,5,5,2,20,1,1,4,3,2,5,3000,3
1,5,4,5,4,2,3,2,3,5,3,4,4,3,5,5,4,5,6,5,5,2,6,1,5,2,2,1,5,2,20,1,2,6,2,5,6,2000,4
209,5,3,3,5,5,2,5,4,2,2,3,4,3,2,5,3,4,1,4,4,2,1,5,6,7,6,7,5,1,59,1,3,7,5,NA,7,7000,NA
177,3,3,5,4,6,4,5,3,4,5,3,4,2,3,5,3,1,4,3,3,1,7,2,6,4,4,3,5,2,27,1,2,6,3,4,5,1500,2
273,4,5,5,6,1,2,4,3,5,7,3,3,5,7,5,5,4,2,5,4,2,7,1,6,5,5,2,5,2,19,1,1,2,1,NA,6,NA,4
297,3,3,4,5,5,6,3,4,3,5,2,2,3,5,5,5,1,5,2,5,1,7,5,7,5,6,6,5,2,19,1,2,5,2,4,5,900,4
190,4,4,4,4,3,3,4,3,4,4,4,1,5,4,5,5,4,2,2,5,4,7,3,3,2,4,1,5,1,54,1,1,7,5,2,8,3000,1
357,3,3,3,4,6,5,4,3,5,3,3,5,6,5,5,5,1,4,4,6,2,7,6,7,3,3,4,5,1,62,1,3,7,5,5,7,1500,3
92,3,2,5,3,5,3,6,4,5,3,2,1,5,6,5,5,2,1,3,5,1,5,6,4,5,5,4,5,1,37,1,2,6,5,1,7,4500,3
200,5,2,5,3,5,5,3,3,3,4,2,5,3,3,5,2,4,1,2,5,3,4,5,3,6,6,7,5,1,53,1,3,6,5,3,6,22000,3
178,3,4,5,5,4,4,3,3,5,5,5,4,3,5,5,3,2,1,2,4,1,6,2,1,2,5,1,5,1,24,1,2,6,5,2,7,2000,4
36,5,1,3,4,5,3,2,2,2,1,2,3,2,3,5,2,1,6,1,2,1,4,5,5,6,6,7,5,2,42,1,3,6,5,1,6,2000,3
47,4,5,7,5,5,4,5,4,3,3,1,3,2,2,5,3,1,4,1,2,3,3,5,7,5,3,6,5,2,22,1,2,6,2,2,6,1100,4
116,4,2,3,3,4,3,3,4,1,1,1,2,3,2,5,1,2,5,1,3,2,6,5,6,6,6,6,5,2,19,1,1,4,2,3,6,1200,4
37,4,5,2,5,5,5,5,4,1,1,1,2,1,1,5,2,2,1,2,1,1,6,1,2,1,1,3,5,2,55,1,1,4,5,2,6,5000,1
381,3,1,1,2,3,5,3,5,4,4,4,5,2,5,5,4,3,4,2,5,4,6,3,2,1,1,1,5,2,43,1,1,4,5,2,2,2500,2
337,4,3,2,4,7,4,4,4,4,3,3,2,3,1,5,2,3,7,2,2,4,4,4,7,3,5,5,5,2,18,1,1,6,2,2,6,12000,2
195,5,4,3,4,2,2,4,4,3,2,2,2,3,2,5,3,2,4,2,4,4,2,3,3,3,2,2,5,2,22,1,2,4,2,2,7,3000,5
64,4,3,5,2,6,5,5,3,1,1,1,1,1,2,5,1,1,1,1,1,1,4,1,1,2,3,1,5,2,69,1,2,7,5,1,7,50000,1
344,3,2,2,3,5,5,4,2,2,1,3,1,2,1,5,1,1,1,1,2,1,6,2,6,1,1,4,5,2,20,1,1,6,2,2,5,3800,2
112,2,5,5,4,4,1,3,2,3,3,3,1,3,2,5,3,2,6,2,5,2,5,1,7,5,5,4,5,1,25,1,1,4,2,2,5,1000,4
133,5,4,5,5,1,1,4,1,2,1,1,2,4,5,5,2,2,1,1,2,1,5,1,6,4,5,2,5,1,34,1,2,7,5,2,8,18000,3
264,5,4,3,5,2,4,3,4,5,4,3,4,3,5,5,5,2,5,4,4,2,7,5,3,5,6,2,5,1,50,1,3,4,5,2,5,39000,4
182,4,4,5,4,3,2,2,2,4,3,2,4,3,4,5,2,1,1,1,4,3,7,3,7,1,7,1,5,1,31,1,2,4,2,3,6,30000,4
130,3,4,5,2,3,3,4,4,5,3,3,5,5,5,5,5,2,1,4,5,2,5,4,6,5,3,4,5,2,30,1,1,7,2,2,5,1700,2
337,3,5,2,4,3,2,2,3,6,5,5,4,5,5,5,5,3,6,3,6,3,7,1,6,2,5,1,5,2,20,1,1,4,2,4,6,2500,5
16,4,2,4,3,4,4,3,2,3,1,1,1,1,1,5,2,1,2,2,2,1,5,2,6,4,2,5,5,2,22,1,1,4,5,2,6,2000,2
101,2,5,4,4,2,2,3,2,5,5,3,4,2,3,5,3,1,1,5,5,1,5,3,7,5,6,3,5,1,59,1,3,4,5,2,7,2500,2
184,5,6,3,7,3,2,3,3,3,1,4,2,4,4,5,2,2,1,3,5,2,5,2,7,3,4,2,5,1,18,1,1,6,2,2,6,2040,4
61,5,6,4,5,2,1,2,2,4,5,3,1,2,2,5,3,1,1,2,3,1,7,3,7,5,6,4,5,2,21,1,1,6,2,3,7,18000,2
343,4,5,5,5,2,2,3,1,2,2,2,2,5,1,5,4,4,3,2,3,4,3,3,7,2,5,3,5,2,20,1,2,6,2,3,7,2000,3
358,2,1,4,3,6,5,4,5,2,1,2,2,2,3,5,2,1,5,1,4,1,5,6,6,6,7,6,5,2,50,1,3,7,5,2,3,3000,1
414,5,5,6,3,2,2,3,3,5,6,4,5,6,5,5,5,2,3,5,5,4,6,3,6,5,6,6,5,2,21,1,1,7,2,6,7,3000,3
229,7,5,7,5,2,3,2,2,4,2,5,3,5,5,5,3,2,4,4,5,2,4,3,2,2,3,2,5,1,27,1,1,7,5,4,8,NA,4
68,2,1,2,4,4,3,5,4,4,1,1,2,2,1,5,2,1,1,1,2,1,7,6,7,6,7,6,5,1,21,1,2,7,2,2,7,3000,2
402,3,5,3,4,4,3,3,4,5,5,3,5,6,6,5,4,6,5,6,7,5,7,2,6,4,5,4,5,2,18,1,1,5,2,6,6,22000,3
21,2,2,4,2,4,3,3,2,3,1,3,4,3,3,5,5,3,1,5,5,2,6,4,4,3,4,5,5,2,24,1,1,7,5,3,7,3150,3
30,4,3,4,3,1,3,2,2,2,3,2,2,1,1,5,4,3,2,2,3,1,6,4,6,3,3,6,5,2,27,1,2,7,5,4,5,5000,4
378,2,2,4,3,6,5,5,6,2,2,3,3,1,2,5,1,1,1,2,1,1,5,6,7,7,7,5,5,2,27,1,2,5,2,5,3,1900,3
176,3,2,4,4,4,3,6,3,4,4,5,3,5,5,5,5,3,7,6,6,2,2,4,6,5,5,6,5,2,18,1,1,4,3,2,5,2500,4
4,5,4,5,4,1,2,2,1,2,1,2,2,2,1,5,2,2,1,2,2,1,4,1,6,1,1,1,5,1,44,1,3,4,5,2,7,NA,4
160,3,2,4,4,4,4,4,3,1,1,1,1,1,1,5,1,1,2,2,1,1,1,6,7,6,7,7,5,2,55,1,3,5,5,2,4,3200,1
133,3,4,5,3,4,5,4,5,1,1,4,2,2,2,5,2,1,1,1,2,1,4,6,7,7,6,7,5,2,18,1,1,7,2,2,6,1000,3
405,5,4,4,5,3,3,4,3,3,4,5,2,4,3,5,6,2,4,3,5,1,6,5,6,6,7,6,5,2,NA,1,1,7,5,3,8,NA,NA
154,4,3,4,3,6,6,3,3,1,2,2,3,3,2,5,3,4,4,1,2,1,6,4,4,2,5,1,5,2,52,1,2,7,5,2,6,3000,1
238,5,6,7,4,2,2,2,2,5,3,5,4,4,4,5,2,1,2,2,5,1,6,2,7,5,6,4,5,2,20,1,1,6,5,3,7,2000,4
109,5,5,5,4,4,2,2,2,2,1,2,2,4,3,5,2,2,2,3,4,1,6,4,5,5,5,4,5,2,48,1,3,4,5,3,4,2800,2
297,4,4,5,5,5,4,4,6,3,3,3,2,3,2,5,4,1,4,2,4,1,5,3,7,6,7,6,5,2,18,1,1,6,5,2,5,1700,4
282,3,1,4,4,4,4,2,3,1,2,1,3,2,2,5,2,1,1,2,1,2,3,4,7,5,5,6,5,2,18,1,1,6,3,2,6,0,4
376,6,3,5,6,2,1,2,3,7,5,5,6,5,5,5,6,4,2,2,5,3,3,1,7,1,2,2,5,2,42,1,3,6,5,4,7,4000,4
161,5,6,4,5,3,3,3,2,4,5,6,4,3,5,5,4,1,2,5,5,2,5,7,7,6,7,4,5,2,21,1,1,5,5,3,4,1600,3
101,2,2,5,1,1,2,3,2,4,1,2,2,2,1,5,2,2,1,1,3,1,6,1,6,3,3,2,5,2,24,1,1,4,5,2,6,40000,NA
170,4,5,5,3,4,3,4,3,4,3,4,4,5,5,5,2,1,3,2,2,1,6,7,7,7,6,4,5,2,NA,1,2,7,6,5,8,NA,NA
97,4,3,5,5,4,3,4,3,4,3,1,1,2,1,5,2,3,1,4,1,3,6,1,4,2,5,2,5,2,22,1,1,4,2,2,6,3000,4
369,5,5,5,4,6,4,6,5,3,4,2,3,3,4,5,2,4,4,5,4,3,6,5,5,6,6,5,5,1,42,1,2,6,5,3,3,0,4
204,3,4,5,4,3,2,2,3,5,5,2,3,4,3,5,5,2,6,4,7,2,5,4,7,4,5,3,5,2,20,1,1,6,2,2,7,2500,4
80,2,4,5,2,4,3,4,5,3,1,2,3,3,2,5,1,2,1,2,2,1,2,4,3,2,3,2,5,1,47,1,2,6,2,1,7,2200,2
49,2,2,3,2,5,2,4,3,1,2,1,1,1,1,5,1,1,2,1,1,2,4,5,7,7,6,7,5,1,51,1,2,5,2,2,1,25000,2
404,6,3,4,5,3,3,4,2,5,2,1,1,3,4,5,2,2,1,2,4,1,5,3,6,3,5,2,5,1,20,1,1,6,2,2,7,5000,2
301,2,1,4,3,5,3,5,4,5,4,3,4,2,2,5,5,4,4,3,5,3,7,2,7,5,6,4,5,2,37,1,3,4,2,2,5,3900,2
286,4,5,4,3,4,3,3,4,1,2,2,2,1,1,5,1,4,6,2,2,2,6,4,7,5,6,6,5,2,24,1,2,4,2,2,6,4000,5
47,4,1,3,2,4,3,5,5,4,2,2,3,2,3,5,2,2,7,3,3,3,5,1,5,5,6,4,5,1,49,1,2,7,5,3,8,2000,5
384,3,2,3,4,3,3,3,3,6,4,5,5,4,5,5,5,3,4,3,5,2,5,6,6,7,6,7,5,2,42,1,3,6,5,5,6,1490,4
246,4,4,5,4,5,5,3,3,4,5,2,4,4,2,5,2,5,7,3,4,4,6,4,7,4,5,4,5,2,31,1,2,6,2,4,6,3000,5
303,5,4,5,5,4,4,5,3,6,5,6,7,7,6,5,6,2,2,5,5,2,5,3,2,4,4,2,5,1,59,1,3,7,5,4,7,5000,2
97,4,5,5,3,2,4,3,4,4,3,2,2,3,4,5,3,2,1,1,3,1,3,3,6,6,5,5,5,2,20,1,2,7,3,NA,6,3000,5
254,2,2,2,5,4,3,4,5,2,4,2,1,3,2,5,2,1,3,1,2,3,4,5,7,7,6,7,5,1,18,1,1,4,2,1,6,10000,4
106,4,2,4,4,2,2,2,3,2,2,3,4,2,2,5,2,2,4,1,3,1,2,2,3,1,1,2,5,2,26,1,2,4,2,4,5,1800,4
206,2,1,1,3,5,5,4,4,1,1,1,2,1,1,5,1,1,2,1,1,1,6,7,7,7,2,6,5,2,26,1,3,6,2,2,5,1200,4
240,3,2,4,4,3,4,4,3,1,1,1,2,1,1,5,2,1,1,1,2,1,5,3,6,4,4,3,5,2,28,1,1,6,2,1,5,1700,4
21,2,2,3,4,3,3,2,2,1,1,1,2,4,2,5,2,1,1,2,3,1,5,2,7,4,3,5,5,1,49,1,1,7,5,NA,6,2500,1
33,5,4,4,5,4,3,3,3,2,2,1,2,2,1,5,2,1,1,2,3,1,6,2,6,1,4,1,5,2,21,1,1,6,2,2,6,4800,4
188,3,2,4,3,6,4,6,4,2,1,2,2,2,1,5,1,1,1,2,3,1,3,3,5,2,2,2,5,2,47,1,3,4,5,NA,6,1e+07,6
195,1,1,2,1,4,2,3,2,1,1,1,1,2,3,5,2,2,2,2,2,1,1,1,1,1,2,1,5,1,59,1,3,7,5,1,5,4000,3
7,5,4,4,5,5,4,4,3,5,5,2,1,2,2,5,4,2,1,3,3,2,5,2,7,5,7,4,5,2,21,1,2,5,2,4,6,3600,2
131,4,4,5,2,3,1,3,1,4,3,1,2,4,4,5,3,1,4,3,5,2,6,2,6,2,5,2,5,2,21,1,1,6,2,3,6,1300,2
4,3,2,2,3,3,4,4,4,1,2,2,2,1,1,5,1,2,2,2,3,1,4,1,7,6,4,4,5,2,18,1,3,7,2,2,5,0,1
284,4,4,5,3,6,3,3,4,2,2,1,1,2,2,5,2,1,1,1,4,1,6,6,7,7,7,6,5,2,39,1,1,7,5,3,5,3200,2
361,3,5,4,3,3,3,3,4,2,4,2,1,2,2,5,1,2,1,1,3,2,5,1,6,7,5,6,5,2,18,1,1,5,2,2,6,NA,NA
392,5,4,5,5,3,2,2,2,6,4,2,1,2,5,5,2,1,7,2,4,2,5,1,7,5,5,2,5,2,18,1,1,4,2,2,2,NA,5
412,7,6,6,5,4,2,1,3,6,6,5,4,4,5,5,5,3,5,5,5,2,5,3,5,2,1,5,5,2,65,1,3,6,5,4,7,47000,4
49,4,4,5,3,4,2,4,4,1,2,1,2,2,1,5,1,1,1,1,1,1,1,3,3,2,1,2,5,1,50,1,2,7,5,1,5,16000,2
162,5,4,4,4,2,2,3,3,5,4,3,5,4,4,5,3,1,1,2,5,1,5,2,2,4,4,1,5,1,NA,1,2,7,6,3,8,NA,NA
66,3,3,4,3,6,3,5,4,1,1,2,2,1,1,5,1,1,1,3,2,2,5,5,7,5,5,7,5,2,34,1,2,6,5,3,2,1400,1
232,3,4,2,2,5,4,5,2,1,2,2,3,2,2,5,3,3,1,3,2,1,6,3,5,6,7,2,5,2,24,1,1,7,5,1,7,20000,3
329,5,6,7,5,3,3,3,3,5,5,4,5,5,6,5,5,4,2,4,6,6,6,5,7,5,6,3,5,2,NA,1,2,6,6,5,8,NA,NA
240,5,5,3,4,5,3,4,5,4,5,3,5,3,2,5,3,3,4,3,5,4,7,3,5,4,6,2,5,2,19,1,1,4,2,2,5,40000,1
409,4,4,3,5,6,4,5,3,1,1,1,1,1,1,5,1,2,1,1,1,1,5,2,5,2,2,1,5,1,32,1,2,6,5,2,4,1000,3
81,4,4,3,7,6,3,5,3,5,2,2,1,1,2,5,2,1,1,1,2,1,6,3,6,5,5,3,5,1,33,1,2,7,5,4,8,50000,4
117,2,2,4,2,4,5,2,1,1,2,2,2,1,1,5,2,1,2,1,2,1,5,2,5,3,1,2,5,1,22,1,1,6,5,2,6,6000,3
230,5,4,4,3,5,4,2,2,1,1,1,1,1,2,5,1,1,4,2,2,1,6,4,4,2,1,1,5,1,23,1,2,6,2,2,8,15000,6
183,4,3,5,5,4,3,4,1,5,5,4,2,5,6,5,5,2,1,3,4,1,7,2,7,3,3,2,5,1,22,1,1,7,2,3,7,2000,3
175,6,5,5,6,3,3,2,3,4,6,4,5,5,6,5,3,2,5,5,6,2,5,4,7,7,5,4,5,2,62,1,4,6,5,2,6,3500,3
381,4,4,4,7,2,1,3,1,7,6,5,1,5,6,5,7,6,4,5,7,7,6,4,3,1,4,2,5,1,33,1,1,4,5,5,4,2000,2
366,2,2,3,4,4,4,3,3,2,3,3,2,1,1,5,2,2,1,1,2,1,3,4,6,4,6,5,5,2,19,1,2,4,2,3,6,400,4
405,4,4,1,6,2,3,2,4,4,5,4,1,4,2,5,5,4,1,3,2,1,4,2,4,2,5,2,5,1,23,1,1,6,2,2,8,6500,4
306,5,4,6,2,3,3,3,2,5,3,5,6,6,6,5,5,2,6,4,5,4,4,1,2,1,1,1,5,2,50,1,1,7,5,2,5,2900,1
277,6,5,6,5,3,2,2,4,2,5,3,2,3,4,5,5,4,4,5,5,1,7,7,5,5,6,7,5,2,31,1,1,6,2,3,7,4200,4
150,6,5,5,5,2,2,2,1,3,4,3,2,4,5,5,4,2,1,4,3,1,4,4,4,5,4,5,5,1,46,1,3,7,5,2,6,30000,2
195,4,4,5,6,3,4,4,4,5,5,4,4,5,5,5,3,4,2,3,7,1,6,3,7,6,5,4,5,1,23,1,1,4,5,4,6,2800,5
74,3,3,4,4,2,2,4,2,2,3,2,4,3,2,5,2,1,1,3,1,1,2,3,4,3,1,1,5,2,23,1,2,7,2,2,7,3500,5
95,5,3,4,5,5,4,5,4,5,5,5,5,5,6,5,5,2,1,5,5,1,7,4,6,7,7,4,5,1,48,1,2,4,5,5,5,6000,1
166,5,4,3,4,4,3,4,6,3,2,4,3,4,4,5,2,5,3,2,5,2,7,5,5,4,6,1,5,2,29,1,1,6,2,2,3,2000,1
68,4,3,4,5,4,4,4,3,2,4,2,2,1,3,5,3,1,4,2,4,1,6,2,6,6,7,4,5,2,59,1,4,7,5,4,5,1500,1
33,3,4,5,4,4,4,3,2,5,4,3,5,3,3,5,2,2,1,3,4,1,6,2,3,3,3,3,5,1,73,1,4,7,5,2,6,1300,1
345,2,1,3,1,4,2,3,2,1,2,1,1,1,1,5,2,1,2,1,2,1,4,2,7,3,6,1,5,2,NA,1,1,7,6,2,6,NA,NA
317,5,4,3,6,2,3,3,2,4,3,3,4,3,3,5,1,1,1,1,2,1,5,5,7,5,5,5,5,1,25,1,1,4,2,2,7,50000,2
15,2,1,2,2,5,4,5,4,3,1,2,1,2,1,5,4,1,1,1,1,1,1,7,7,5,6,7,5,2,56,1,3,4,2,1,4,5000,2
227,4,5,4,4,2,3,4,4,3,2,1,1,1,1,5,2,2,1,2,2,2,6,4,6,6,6,5,5,2,21,1,2,4,2,2,5,1400,4
121,2,1,3,3,3,3,3,3,3,1,2,1,2,1,5,2,2,1,2,1,1,5,4,6,1,1,1,5,2,42,1,2,7,6,2,4,85000,3
228,4,3,4,4,2,3,4,3,2,1,2,1,2,2,5,2,1,4,1,2,1,5,1,6,3,4,2,5,1,35,1,1,4,5,2,6,5600,4
299,1,3,4,4,3,4,2,3,4,2,3,2,1,3,5,3,1,1,1,2,1,5,3,7,6,6,5,5,2,18,1,2,3,2,4,3,1900,4
403,3,4,4,3,6,3,5,4,4,4,3,2,4,5,5,4,1,1,3,3,3,6,7,7,7,7,6,5,2,58,1,2,6,5,2,5,1900,1
244,2,1,2,2,6,5,5,6,1,2,1,1,2,2,5,1,3,1,2,4,2,4,7,5,7,6,5,5,2,20,1,1,7,2,4,5,5000,4
190,5,4,4,5,2,3,1,2,2,2,4,1,3,1,5,5,1,2,2,4,1,6,2,7,3,7,2,5,2,22,1,1,4,2,1,6,3000,4
373,3,2,3,2,5,4,3,3,4,5,3,4,3,3,5,5,2,5,2,5,1,5,3,7,5,4,6,5,2,18,1,1,4,2,3,4,NA,2
117,6,4,5,5,4,2,4,2,1,2,3,1,3,1,5,2,1,2,1,1,1,1,4,4,5,2,4,5,2,27,1,1,7,5,2,7,5600,4
187,3,5,5,2,6,6,7,7,1,1,2,1,1,1,5,1,1,2,4,3,1,6,5,7,3,6,3,5,2,42,1,3,4,2,1,6,36400,4
132,3,5,5,3,4,3,5,4,2,3,2,3,5,5,5,5,2,3,2,4,2,7,4,6,6,6,5,5,2,18,1,1,4,3,3,6,2000,4
207,5,3,5,5,3,4,4,2,5,5,4,3,3,3,5,5,3,5,4,4,3,5,3,7,2,3,2,5,2,26,1,1,6,5,5,7,2000,4
331,6,5,5,4,3,4,4,2,2,2,1,2,1,2,5,2,1,3,3,2,1,7,4,7,5,6,5,5,2,18,1,2,6,2,2,5,1270,5
148,5,2,3,5,6,5,6,6,2,2,1,1,2,1,5,2,2,4,1,2,3,4,2,6,3,4,2,5,1,31,1,1,4,2,3,5,3000,3
145,5,6,4,6,3,2,2,4,4,3,3,4,2,3,5,2,2,2,3,4,1,7,1,5,2,4,2,5,2,20,1,2,7,5,3,7,27000,3
228,2,4,6,4,2,2,2,1,5,5,2,5,5,5,5,5,1,4,5,6,1,5,7,7,7,7,7,5,2,31,1,3,4,2,2,6,600,3
296,4,5,5,4,4,4,4,3,3,2,1,1,2,1,5,2,1,2,2,1,1,1,7,6,6,6,5,5,2,26,1,2,4,2,2,5,850,5
100,3,3,3,4,4,3,2,3,1,1,1,1,1,1,5,1,1,1,1,1,1,5,4,7,5,7,4,5,2,27,1,1,5,4,2,3,5000,4
256,5,5,5,4,5,4,5,5,4,5,3,6,5,5,5,5,4,1,3,6,2,6,7,7,5,4,6,5,2,44,1,1,5,2,5,7,1400,2
18,4,3,5,4,3,1,3,4,3,5,3,4,3,3,5,5,2,1,2,2,1,5,6,7,6,5,4,5,1,49,1,3,4,3,4,7,5000,2
293,4,3,4,4,4,4,5,4,2,1,1,1,1,2,5,1,1,4,1,1,1,5,4,7,3,5,2,5,2,24,1,2,6,5,3,5,2500,2
92,4,3,5,4,2,3,4,4,5,3,2,1,3,2,5,3,2,2,2,2,2,6,3,6,6,6,6,5,2,40,1,2,5,2,2,5,4000,4
55,1,2,2,3,4,4,5,5,2,1,2,2,2,2,5,2,1,1,2,1,2,5,7,7,6,6,4,5,1,19,1,1,4,5,2,6,2200,3
144,5,6,5,4,6,6,4,5,2,5,5,4,5,6,5,5,3,1,5,5,1,7,4,6,6,6,7,5,1,55,1,3,6,5,3,6,3500,2
185,5,5,4,5,6,5,5,5,2,3,2,5,2,3,5,2,1,1,3,3,2,5,4,6,7,5,5,5,1,22,1,1,6,2,3,2,2700,4
16,5,4,5,3,6,4,5,4,1,3,1,2,1,1,5,2,2,5,1,2,1,5,2,7,4,4,4,5,2,23,1,2,6,2,2,4,2300,4
88,4,4,5,4,5,5,5,5,1,1,2,2,2,1,5,1,1,1,1,5,1,5,7,6,6,7,6,5,1,26,1,1,4,3,4,5,3500,5
373,5,3,4,4,4,4,4,5,4,3,1,3,1,2,5,1,1,6,1,3,3,6,3,7,4,4,6,5,1,18,1,2,6,2,4,5,3510,4
347,4,4,5,4,3,4,5,5,4,5,2,2,2,3,5,4,1,1,3,2,1,7,4,7,4,5,6,5,2,22,1,2,2,2,2,7,NA,5
290,3,2,4,4,3,1,3,2,4,4,3,4,4,3,5,3,4,6,3,6,2,7,1,7,3,5,3,5,1,18,1,1,5,2,3,6,1995,4
301,4,3,4,5,3,2,3,5,2,3,2,2,1,2,5,2,1,6,2,2,1,7,5,7,5,7,2,5,2,27,1,2,4,2,2,4,1900,4
159,3,4,5,4,3,2,3,2,5,6,3,4,3,4,5,3,3,1,5,5,2,6,1,5,2,5,1,5,2,62,1,3,6,5,2,7,50000,4
312,3,5,4,5,4,3,5,3,5,4,3,3,5,3,5,5,3,3,5,4,3,5,5,6,2,5,2,5,2,63,1,3,7,5,3,6,2700,2
46,5,2,3,5,6,3,4,4,3,3,5,5,5,6,5,4,3,7,2,4,1,5,7,6,6,7,7,5,1,51,1,3,7,5,5,4,2100,2
264,5,5,3,3,4,3,4,3,1,1,1,1,3,1,5,1,4,1,1,1,1,1,3,4,5,5,5,5,1,32,1,2,5,3,2,2,6000,3
277,1,1,4,4,4,4,4,6,4,1,1,1,1,2,5,2,1,3,4,1,1,1,1,5,4,5,2,5,2,21,1,2,4,5,2,7,1800,3
242,3,4,4,3,6,5,5,6,2,3,2,2,2,2,5,2,2,4,2,3,1,7,7,7,6,7,6,5,2,48,1,2,6,5,4,6,2000,2
42,4,5,5,5,2,3,2,4,6,6,3,6,5,5,5,5,2,2,4,4,3,5,2,5,2,2,2,5,2,25,1,3,7,2,2,7,4400,2
351,6,5,5,4,4,3,2,3,3,1,2,2,2,4,5,2,1,2,2,2,1,6,6,6,7,4,6,5,2,NA,1,1,7,5,4,6,NA,NA
283,4,5,4,2,5,5,4,5,3,2,2,3,1,1,5,2,1,2,2,2,2,4,2,4,5,4,2,5,2,18,1,1,4,2,2,5,1800,4
49,4,3,3,3,6,3,3,2,5,4,3,2,3,3,5,4,2,1,2,5,2,4,4,7,7,7,6,5,1,50,1,3,5,5,3,4,1100,3
286,3,4,3,5,4,3,3,3,7,6,6,3,6,7,5,7,4,4,6,7,5,7,2,3,1,5,1,5,1,42,1,1,4,2,2,6,10000,1
67,5,4,6,4,6,4,4,4,4,2,2,2,1,1,5,2,1,2,2,3,1,5,5,7,7,6,5,5,1,19,1,2,7,2,4,7,1100,4
219,4,5,4,6,4,4,3,3,4,5,6,4,4,5,5,7,4,3,3,6,4,7,5,4,5,5,5,5,2,20,1,1,6,2,3,6,1300,2
146,5,4,5,5,5,5,3,3,3,2,2,2,1,1,5,3,2,4,1,2,2,5,7,4,4,6,5,5,1,26,1,2,7,3,2,6,900,1
405,5,5,5,5,2,3,4,4,5,5,6,3,5,6,5,4,4,3,6,6,2,7,5,7,5,7,4,5,2,42,1,2,4,2,7,8,3510,5
346,2,2,4,3,4,4,5,4,6,4,2,1,1,2,5,3,1,1,2,4,1,1,2,7,4,4,4,5,2,24,1,2,6,5,2,6,2900,3
82,4,2,5,4,4,3,2,2,2,1,1,2,1,1,5,1,2,1,1,1,1,5,5,5,2,4,3,5,2,19,1,1,5,2,2,4,2000,4
181,4,5,5,4,2,2,3,5,5,6,5,6,5,4,5,6,3,1,3,5,1,7,1,6,2,4,1,5,2,18,1,1,5,2,2,7,2200,4
323,6,5,5,6,5,4,5,3,3,5,5,4,4,4,5,4,2,1,2,5,1,1,1,2,2,1,1,5,1,28,1,1,4,2,3,6,2000,4
317,4,3,4,5,4,3,2,3,3,4,2,3,4,3,5,2,3,5,3,3,1,6,3,7,5,4,5,5,2,20,1,1,4,2,3,7,1200,5
208,6,3,6,5,3,2,3,3,5,4,3,3,2,2,5,6,3,3,5,3,4,5,2,6,3,4,5,5,1,37,1,1,6,5,NA,7,4000,3
115,4,3,3,5,4,4,3,3,3,2,3,1,1,2,5,1,1,1,2,2,1,4,4,6,4,4,4,5,1,18,1,1,4,2,2,4,3000,4
280,5,5,5,5,2,1,2,2,5,5,5,6,4,6,5,7,5,5,7,6,3,7,3,5,2,5,4,5,2,53,1,3,7,5,4,6,4200,3
292,5,6,5,5,3,2,4,3,5,4,3,2,4,4,5,4,1,1,2,4,1,5,1,7,7,6,4,5,2,43,1,3,6,5,3,4,4000,2
272,5,4,5,5,1,3,3,3,5,3,5,4,5,4,5,4,4,2,5,5,1,3,4,2,1,1,1,5,2,60,1,4,6,5,2,6,1200,4
307,2,3,3,3,3,4,4,2,1,1,1,1,2,1,5,2,1,1,2,2,1,5,4,6,6,7,7,5,2,21,1,2,6,5,3,6,22000,2
245,4,5,5,2,4,4,4,3,2,1,1,1,2,1,5,2,3,1,4,3,2,4,4,4,3,4,3,5,2,35,1,2,6,2,3,4,4000,3
