ID;BSMBS_4u_I1;BSMBS_8u_I2;BSMBS_9u_I3;BSMBS_10u_I4;BSMBS_11d_I5;BSMBS_13d_I6;BSMBS_14d_I7;BSMBS_18d_I8;MBS_1;MBS_2;MBS_3;MBS_4;MBS_5;MBS_6;AC_1;ESJS_1;ESJS_2;ESJS_3;ESJS_4;ESJS_5;ESJS_6;ESJS_7;SAS_1;SAS_2;SAS_3;SAS_4;SAS_5;AC_2;Gender;Age;Nacionality;Marital_Status;Education;Occupation;PoliticalOrientation;SSS;Household_Income;Household_members_1
171;5;4;3;5;4;3;3;2;2;3;2;2;2;2;5;2;1;1;1;2;1;6;2;3;2;2;3;5;2;28;1;2;6;5;2;5;3000;2
172;2;5;5;4;2;2;2;5;5;6;4;5;4;6;5;6;4;4;6;5;2;4;5;5;5;5;4;5;2;42;1;3;5;5;5;7;800;2
173;3;1;1;4;5;5;4;5;1;1;2;1;1;1;5;2;1;1;1;1;1;3;7;4;6;1;5;5;2;27;1;1;5;4;1;2;600;1
174;6;6;3;6;2;1;2;2;4;2;2;1;3;3;5;5;1;7;2;5;4;7;1;7;3;6;1;5;2;30;1;2;6;5;2;7;4000;2
175;6;4;4;4;4;4;5;4;2;1;1;1;2;1;5;2;2;1;1;2;1;3;2;4;4;5;1;5;2;37;1;2;5;5;2;5;3300;3
176;4;4;5;4;4;3;5;3;4;4;2;2;3;3;5;2;2;1;2;2;2;7;2;3;2;4;1;5;1;39;1;3;7;5;3;6;4000;4
177;2;2;2;3;6;6;3;3;2;2;1;1;2;1;5;2;1;1;1;2;1;6;1;6;2;2;2;5;2;21;1;2;4;2;2;5;1900;4
178;5;2;6;5;6;2;1;1;1;2;1;1;2;1;5;5;5;1;2;3;6;7;1;7;3;1;5;5;2;30;1;2;7;5;5;7;2800;2
179;4;4;6;5;4;4;2;2;7;5;4;6;6;6;5;6;4;4;2;6;5;7;2;4;6;6;1;5;1;40;1;2;7;5;1;8;4000;2
180;4;4;4;3;5;3;4;4;1;1;1;1;1;1;5;1;1;1;1;1;1;5;3;5;1;1;1;5;2;19;1;1;4;2;2;6;2800;3
181;2;2;2;1;2;3;2;2;5;2;1;1;4;5;5;2;4;3;5;5;2;7;6;6;5;3;3;5;1;22;1;2;4;2;2;6;2500;5
182;5;4;5;5;2;1;2;2;5;5;5;3;5;5;5;7;1;1;1;5;1;5;1;7;3;7;3;5;2;26;1;1;7;3;2;6;2000;5
183;4;5;6;6;2;2;2;2;5;3;3;3;3;2;5;3;2;4;2;3;3;6;1;5;1;3;1;5;2;26;1;1;7;5;2;7;5000;3
184;5;3;4;5;7;4;1;5;2;4;2;3;1;1;5;3;1;3;1;3;1;6;4;6;7;4;7;5;2;24;1;1;5;3;3;2;1400;5
185;5;3;4;5;4;4;3;3;3;3;1;1;1;1;5;3;1;1;2;1;1;2;3;7;5;6;5;5;2;18;1;1;4;2;2;8;3000;4
186;4;5;5;5;3;2;2;2;6;6;5;2;5;5;5;6;5;1;4;7;1;6;4;7;4;4;5;5;1;20;1;1;4;2;3;7;2200;3
187;4;4;5;3;4;3;4;4;2;1;1;2;2;2;5;2;1;1;2;3;1;5;3;5;6;6;6;5;2;31;1;2;7;5;2;7;2500;2
188;1;1;5;2;4;2;3;1;2;1;1;1;1;1;5;1;1;1;2;2;1;5;3;7;5;5;5;5;1;24;1;1;6;2;2;6;0;1
189;5;5;4;5;4;3;3;3;3;4;3;5;4;5;5;5;3;6;4;5;4;6;2;6;5;4;4;5;2;21;1;1;4;2;2;5;1100;4
190;5;5;5;6;3;2;2;2;5;5;4;5;5;5;5;6;1;2;1;4;4;5;6;6;6;5;5;5;2;22;1;1;6;2;4;5;1400;6
191;2;2;6;2;6;2;6;6;1;1;1;1;1;1;5;1;2;4;1;1;7;6;7;3;7;7;5;5;2;47;1;3;4;5;2;4;25000;3
192;2;3;5;4;4;3;3;4;4;5;2;2;2;1;5;2;1;4;2;2;1;5;2;7;4;5;2;5;2;19;1;2;4;2;1;7;3000;4
193;4;2;4;4;5;3;2;2;2;2;3;1;1;1;5;7;4;1;1;7;1;7;3;6;3;3;4;5;2;26;1;1;7;3;2;7;1100;1
194;5;4;5;5;3;3;3;3;5;3;3;2;3;5;5;5;4;2;2;3;1;5;3;5;5;5;2;5;2;41;1;2;6;5;5;7;3700;2
195;1;1;4;1;7;7;7;7;5;4;4;4;1;4;5;4;4;1;5;4;1;7;1;4;4;7;1;5;1;27;1;1;5;3;5;5;2000;5
196;2;2;4;2;4;4;4;4;3;3;2;6;3;3;5;3;1;3;2;2;1;5;5;6;5;6;3;5;1;27;1;2;4;3;2;4;1800;2
197;3;3;3;5;6;3;5;5;1;1;1;1;1;1;5;1;1;4;1;1;1;5;2;5;1;1;1;5;2;20;1;2;4;2;1;6;3500;4
198;5;5;5;5;2;2;1;1;3;3;3;3;3;3;5;3;1;3;2;3;2;5;2;2;2;2;2;5;2;40;1;2;7;5;4;8;3000;3
199;5;2;7;4;4;4;6;6;5;3;3;4;4;4;5;3;5;1;1;2;6;6;1;2;2;5;1;5;1;44;1;4;7;5;2;7;40000;1
200;5;5;5;5;4;4;2;3;2;3;3;2;2;2;5;2;2;1;1;2;2;6;7;7;7;7;7;5;2;36;1;3;7;3;2;3;1270;3
201;3;2;5;5;2;2;2;2;6;5;5;3;5;5;5;5;5;5;7;6;7;7;1;1;1;7;1;5;2;27;1;2;6;5;6;5;5000;2
202;4;3;5;4;3;2;3;2;5;3;2;5;4;4;5;2;1;2;1;3;1;3;4;6;6;4;4;5;2;19;1;2;4;2;2;7;2500;4
203;6;5;6;6;2;2;2;2;5;5;4;5;7;6;5;5;4;1;3;7;1;6;2;5;3;2;3;5;1;48;1;3;7;5;4;6;3500;3
204;2;4;4;1;7;6;5;6;2;1;2;5;2;4;5;1;2;7;4;4;1;7;4;7;7;7;7;5;3;25;1;2;4;5;2;3;1000;5
205;3;5;4;5;4;5;3;3;5;4;1;3;3;3;5;3;2;4;6;6;1;7;4;7;5;7;5;5;2;18;1;1;4;2;5;4;2000;4
206;2;3;3;2;5;3;5;5;3;4;1;1;4;5;5;5;1;4;3;5;1;2;5;7;5;6;4;5;2;18;1;2;4;2;2;5;2700;5
207;6;5;5;6;5;3;3;3;2;1;2;1;1;3;5;2;2;2;3;3;2;5;3;7;6;4;6;5;2;25;1;1;6;2;2;5;1600;5
208;4;4;5;5;4;4;4;4;5;3;3;2;5;5;5;5;4;5;5;5;5;6;4;6;5;6;6;5;2;27;1;1;6;5;5;8;3000;3
209;3;4;3;3;7;5;6;4;3;3;2;2;1;2;5;1;1;1;3;2;1;7;6;6;6;6;6;5;2;NA;1;2;7;6;4;8;NA;NA
210;4;4;3;3;5;4;4;4;2;2;3;3;3;2;5;2;1;4;2;2;1;4;3;7;4;5;4;5;2;18;1;1;6;2;4;7;2000;4
211;1;1;4;4;7;1;7;7;4;1;4;4;1;1;5;4;4;4;7;7;7;7;7;7;7;7;7;5;1;36;1;3;2;5;7;7;10000;4
212;5;5;5;5;3;3;5;3;4;4;4;3;4;4;5;4;2;1;3;4;1;3;1;2;1;1;1;5;2;62;1;3;2;5;2;4;3000;4
213;6;3;4;6;4;2;2;2;2;2;2;2;2;2;5;2;3;4;2;4;2;5;2;7;2;3;2;5;2;24;1;1;7;5;2;4;3100;4
214;4;4;4;4;2;4;4;4;5;5;4;3;3;4;5;5;4;1;3;4;4;4;3;4;4;4;4;5;2;43;1;2;7;5;2;5;NA;3
215;1;4;7;3;3;2;2;3;3;4;2;3;5;5;4;7;5;5;3;6;3;6;5;4;3;6;6;5;3;24;2;3;7;5;7;6;3510;2
216;5;2;5;5;2;2;2;2;6;5;5;5;5;6;5;5;5;5;6;6;5;6;2;3;3;6;2;5;1;42;1;1;7;1;6;7;1200;1
217;5;5;5;5;3;3;3;3;5;5;3;3;5;4;5;4;1;1;2;5;1;6;4;7;7;7;7;5;2;33;1;2;5;3;2;4;1500;2
218;3;5;5;5;5;3;2;2;5;5;5;4;3;3;5;5;1;2;4;4;2;5;5;5;5;5;4;5;1;31;1;2;7;5;3;7;1200;1
219;1;3;3;1;5;4;3;4;5;1;7;7;4;4;4;4;7;4;4;4;1;7;7;4;7;7;7;5;2;65;1;3;6;6;2;7;4000;2
220;6;6;6;5;2;2;2;2;6;6;4;3;6;4;5;6;2;2;2;6;3;5;5;6;5;6;2;5;2;46;1;3;6;5;4;7;3600;4
221;2;2;3;3;3;2;6;4;2;3;3;4;3;3;5;2;1;4;2;4;2;5;4;7;6;6;5;5;2;29;1;2;7;5;2;7;1510;1
222;4;4;4;1;3;3;6;4;1;1;1;1;1;1;5;2;1;1;1;1;1;5;3;7;3;4;3;5;1;56;1;3;5;5;2;6;75000;3
223;6;6;5;6;4;5;2;2;5;3;4;2;4;6;5;3;3;1;3;5;3;6;2;6;5;2;2;5;2;30;1;1;7;3;5;5;2000;4
224;2;1;3;6;6;5;5;4;1;1;1;1;1;1;5;1;1;1;1;1;1;3;3;7;6;6;7;5;1;31;1;1;6;3;2;5;5000;4
225;2;2;3;2;6;6;6;6;3;1;2;1;2;2;5;1;1;6;1;2;1;2;2;4;2;2;1;5;2;62;1;3;6;5;2;6;3200;3
226;5;5;6;5;3;2;3;3;5;5;4;3;5;5;5;5;4;3;3;4;5;5;1;3;1;1;1;5;2;27;1;1;5;2;3;5;1200;3
227;5;5;5;4;3;3;3;3;3;2;4;4;6;2;5;3;1;3;4;4;1;6;6;6;6;6;6;5;2;46;1;3;7;5;4;5;80000;4
228;3;5;5;5;2;2;2;3;3;3;2;3;5;3;5;3;5;4;3;4;5;6;3;6;5;5;5;5;1;19;1;1;4;2;4;5;3000;4
229;5;5;3;4;3;3;3;3;2;1;1;1;1;1;5;2;2;1;3;3;2;6;4;7;5;4;5;5;2;23;1;1;6;2;2;7;5000;3
230;5;5;4;4;4;3;4;4;1;4;3;1;4;5;5;4;7;1;4;4;7;1;4;1;1;1;2;5;1;45;1;1;5;5;2;4;20000;1
231;2;1;5;3;6;6;4;4;3;2;2;3;3;4;5;4;1;1;2;3;4;5;1;1;5;2;5;5;2;31;1;2;7;5;2;7;2100;2
232;3;3;4;4;6;4;5;4;2;3;2;3;3;2;5;3;3;4;2;3;3;5;5;7;7;7;7;5;1;22;1;1;7;2;2;7;4400;4
233;5;2;3;3;3;2;3;2;3;1;1;2;2;2;5;1;1;1;2;2;1;5;4;6;4;4;4;5;1;43;1;3;7;5;1;5;2500;3
234;3;5;4;4;2;4;4;4;1;1;2;2;5;1;5;3;1;1;4;1;1;7;7;7;7;7;7;5;2;20;1;1;4;2;3;8;5000;4
235;5;5;5;5;3;1;2;2;2;2;2;2;3;3;5;2;2;1;2;3;2;4;5;6;4;5;4;5;2;28;1;2;7;1;2;6;1500;2
236;4;4;3;3;3;2;3;3;6;5;5;5;5;6;5;6;5;4;5;6;4;5;3;5;3;3;2;5;2;20;1;1;6;2;5;6;1800;3
237;3;3;3;4;4;3;3;3;6;2;3;3;1;1;5;1;1;4;2;4;1;7;4;4;1;1;3;5;2;23;1;1;4;2;4;5;60000;4
238;5;4;6;6;4;5;2;4;4;2;2;3;3;5;5;4;1;1;5;5;1;5;1;7;5;5;1;5;2;24;1;1;7;2;4;7;2000;4
239;4;4;5;6;3;1;3;3;4;4;2;3;4;4;5;5;4;5;4;5;5;5;4;3;4;4;1;5;2;51;1;2;6;5;3;6;3000;3
240;5;4;2;5;2;1;2;1;5;5;3;2;2;2;5;5;5;1;5;5;5;7;1;6;2;5;1;5;1;42;1;3;7;5;5;6;4500;6
241;2;2;5;2;2;2;2;2;4;1;3;5;4;4;5;1;1;1;1;3;1;7;7;7;5;7;7;5;1;18;1;1;4;2;2;3;1125;5
242;5;5;5;5;3;3;3;3;6;6;6;7;6;6;5;6;6;5;6;6;6;7;1;6;1;1;1;5;2;45;1;4;7;5;2;8;60000;3
243;2;2;6;2;5;2;6;2;6;4;5;5;4;5;5;5;2;4;5;5;3;5;2;5;4;6;4;5;2;60;1;3;5;5;3;6;3000;2
244;2;5;2;4;3;5;3;3;3;2;1;1;1;1;5;1;1;1;1;2;1;4;1;5;1;4;1;5;2;21;1;1;4;2;2;7;3900;4
245;5;5;5;5;3;2;1;2;3;3;3;1;3;3;5;5;2;1;5;4;1;4;3;5;4;5;4;5;2;51;1;2;6;5;3;5;15000;4
246;3;6;4;7;6;5;3;1;4;1;6;1;5;1;5;6;1;4;4;6;1;6;7;4;7;6;4;5;2;60;1;3;2;5;2;5;1995;4
247;4;4;4;4;3;3;4;4;5;1;2;5;5;4;5;2;1;1;1;5;3;5;3;4;3;3;4;5;2;37;1;2;6;5;3;6;2000;1
248;4;4;4;7;2;4;3;3;6;5;4;4;6;6;5;6;4;4;4;4;4;5;5;7;7;6;4;5;2;18;1;1;4;2;5;4;1200;2
249;3;3;2;4;3;3;4;5;5;2;2;1;2;1;5;3;1;1;3;4;1;6;7;7;7;4;7;5;2;32;1;2;5;2;2;5;400;1
250;3;3;3;5;4;4;3;4;1;1;2;3;3;3;5;1;1;2;1;5;1;2;5;7;6;3;5;5;1;27;1;1;4;2;1;6;2300;3
251;2;2;2;2;5;3;2;2;2;1;1;1;2;2;5;1;1;4;1;2;1;5;2;4;2;2;2;5;1;24;1;1;7;2;2;6;1500;3
252;2;3;3;4;4;4;4;4;2;1;1;1;1;2;5;2;1;1;1;1;2;4;5;7;6;5;5;5;2;20;1;2;4;2;1;4;1600;4
253;3;4;3;4;4;4;4;4;6;6;1;1;2;1;5;2;1;4;1;3;1;7;1;7;2;6;2;5;2;20;1;2;4;2;4;8;5000;4
254;5;2;6;4;1;3;2;3;3;3;2;3;3;4;5;5;6;1;3;5;1;5;2;5;2;1;2;5;2;54;1;3;6;5;NA;7;1500;4
255;2;3;5;2;5;2;5;4;5;4;3;3;5;6;5;3;1;4;2;2;1;4;1;5;4;1;2;5;2;22;1;1;7;2;3;5;3400;4
256;4;4;4;4;4;4;4;4;5;6;4;4;1;4;5;2;1;4;1;2;1;1;7;7;7;7;7;5;2;18;1;1;4;2;2;4;1900;4
257;4;4;4;4;4;4;4;4;4;4;5;4;4;3;5;4;1;5;2;4;1;5;5;6;6;5;6;5;2;21;1;2;4;2;3;6;1500;4
258;4;3;4;5;3;3;3;4;4;5;5;3;5;5;5;5;3;4;4;5;4;5;3;5;3;3;3;5;2;18;1;1;4;2;4;7;4000;4
259;6;6;6;6;2;2;2;1;2;5;6;5;6;6;5;6;6;2;6;6;2;6;2;6;2;6;2;5;2;61;1;3;5;5;2;7;2500;2
260;3;2;3;3;3;5;4;3;3;3;3;1;3;3;5;3;3;4;4;2;2;3;3;6;2;3;3;5;2;20;1;1;4;2;3;7;2000;5
261;3;3;5;3;3;2;3;3;3;3;5;5;5;5;5;5;3;3;5;6;3;5;2;5;3;5;5;5;1;35;1;1;4;5;3;6;1800;1
262;3;3;3;3;1;5;4;4;3;1;1;1;1;1;5;2;1;1;2;2;1;5;3;5;5;6;2;5;1;18;1;1;4;2;1;5;3200;4
263;4;4;1;4;4;7;4;4;1;1;1;1;1;2;5;2;1;2;1;2;1;7;1;1;1;1;1;5;2;21;1;1;4;2;2;4;900;4
264;5;5;6;6;6;3;1;1;4;6;4;2;4;5;7;5;2;3;3;5;1;4;4;6;4;4;6;7;2;27;1;1;4;2;4;5;1400;2
265;5;6;6;6;3;3;2;2;5;6;3;3;6;5;5;3;1;1;5;6;1;5;2;7;7;7;3;5;2;20;1;1;4;2;3;5;NA;4
266;5;5;5;5;3;3;4;4;6;5;5;3;5;3;5;5;1;3;2;5;2;3;2;6;6;6;6;5;1;21;1;1;6;2;3;5;1600;3
267;5;5;6;6;2;2;2;2;5;4;4;4;5;5;5;5;4;4;5;5;4;5;2;3;2;3;2;5;2;48;1;4;4;5;4;8;1400;4
268;4;3;2;1;6;4;4;4;1;1;1;1;1;1;5;1;1;7;1;1;1;1;1;7;3;4;1;5;2;23;1;1;6;2;1;4;20000;4
269;3;3;4;2;3;4;4;4;4;4;2;3;2;2;5;2;3;1;4;3;1;6;2;2;1;4;1;5;2;63;1;3;6;5;2;5;2500;2
270;6;1;1;5;6;4;5;4;5;5;2;1;1;2;5;3;1;7;2;2;1;7;3;7;7;7;7;5;2;25;1;2;6;3;2;6;1600;3
271;4;5;3;6;3;3;1;6;2;5;2;1;2;4;5;2;2;1;1;3;1;6;2;7;6;5;2;5;2;22;1;1;4;2;2;5;1100;4
272;5;4;6;4;3;3;4;3;3;4;3;4;4;2;5;5;3;3;3;4;4;4;3;6;6;4;5;5;1;18;1;1;4;2;3;6;3000;5
273;5;4;6;5;2;2;2;2;3;2;3;2;3;5;5;3;1;6;2;3;1;6;2;7;2;2;2;5;2;18;1;2;4;3;3;7;400;4
274;3;2;4;6;6;4;4;4;3;1;2;1;3;1;5;2;1;2;3;2;1;5;2;6;5;5;6;5;2;26;1;2;7;5;2;6;1100;2
275;2;2;1;5;7;1;2;3;1;1;1;1;1;1;5;1;1;1;2;2;1;7;7;7;5;7;6;5;2;20;1;1;4;2;2;4;1100;4
276;5;5;5;5;3;3;3;3;5;4;3;2;2;2;5;5;2;5;2;2;1;5;1;6;2;3;1;5;2;19;1;1;4;2;2;7;5000;5
277;6;6;6;6;5;2;2;2;6;6;1;1;2;2;5;3;2;6;2;3;3;5;2;6;2;5;4;5;2;20;1;1;4;2;3;6;25000;4
278;5;5;5;5;2;2;2;2;5;5;4;3;5;4;5;4;4;2;5;4;4;6;4;5;4;4;4;5;2;60;1;4;7;5;4;6;1400;1
279;5;1;4;5;2;2;2;3;5;5;3;4;3;5;5;5;2;3;5;5;2;6;2;5;2;3;4;5;1;55;1;4;6;5;2;6;2350;2
280;3;4;3;3;6;6;5;3;1;1;1;1;1;1;7;1;1;2;1;1;1;4;5;7;5;5;5;7;2;23;1;1;6;2;1;5;3000;8
281;5;4;5;3;4;3;5;3;5;5;5;3;3;4;5;5;2;1;3;5;3;6;4;6;5;4;5;5;2;42;1;1;6;5;5;7;1500;1
282;2;3;4;3;4;4;4;4;3;2;2;2;3;3;5;2;2;2;2;3;2;6;5;6;6;6;6;5;2;20;1;1;4;2;2;6;1700;4
283;5;5;4;5;4;4;4;3;3;2;3;2;3;4;5;2;1;1;2;2;1;4;4;6;5;5;6;5;1;19;1;2;4;2;2;6;1000;3
284;4;3;3;4;3;3;4;5;4;5;5;2;4;5;5;5;2;2;4;5;1;5;4;6;5;6;5;5;2;19;1;1;4;2;2;6;1300;4
285;3;3;3;3;6;6;5;5;6;5;5;4;6;6;5;6;4;2;2;5;4;7;4;4;3;3;2;5;1;46;1;2;6;5;4;7;2200;2
286;2;1;5;2;5;4;5;2;1;1;1;1;1;1;5;1;1;1;1;1;1;6;2;7;2;1;2;5;2;23;1;2;6;2;2;2;1000;3
287;5;5;6;5;4;2;2;2;5;5;3;3;4;5;5;4;2;1;5;5;1;6;2;5;2;4;2;5;1;57;1;3;5;5;3;7;4000;2
288;2;4;4;2;6;4;5;4;4;2;1;1;5;1;5;3;1;4;1;4;4;4;1;7;5;4;5;5;2;20;1;2;6;3;2;5;1000;2
289;5;4;5;4;2;2;2;2;6;5;6;6;7;6;5;5;6;4;5;7;6;6;3;3;5;5;2;5;1;22;1;1;6;3;5;6;4500;4
290;5;3;5;5;4;2;1;2;2;2;2;2;2;2;5;2;1;1;2;3;2;6;4;6;5;3;3;5;1;20;1;1;4;2;2;5;500;3
291;3;3;3;3;3;2;2;2;5;3;1;1;3;3;5;3;2;1;3;3;1;4;1;3;2;2;1;5;2;23;1;1;6;2;2;7;2300;4
292;5;5;6;5;2;2;3;6;3;5;4;4;5;4;5;4;4;3;5;5;3;6;7;7;4;5;3;5;2;18;1;1;6;2;6;6;1000;4
293;1;4;5;1;7;5;7;6;4;4;4;1;3;6;5;4;3;7;5;5;2;7;5;7;7;7;7;5;2;23;1;2;4;2;2;6;2000;3
294;5;5;5;6;2;2;1;2;5;5;5;2;6;6;5;5;3;1;2;5;1;4;1;2;2;2;1;5;1;59;1;3;6;5;2;6;3000;3
295;3;2;5;4;2;2;5;2;5;3;4;3;5;5;5;6;3;6;5;6;4;7;1;2;1;1;1;5;1;56;1;3;7;5;3;6;40000;4
296;4;4;4;4;5;4;4;3;3;2;1;2;2;2;5;2;1;1;2;3;2;6;4;5;5;5;5;5;2;25;1;1;7;5;3;6;1000;1
297;5;4;5;5;2;2;2;2;4;2;3;2;2;2;5;4;1;4;2;5;1;5;3;3;4;3;3;5;2;59;1;4;7;5;2;6;2700;2
298;2;1;1;2;4;4;6;4;1;1;1;2;1;1;5;1;1;1;1;1;1;1;2;7;6;2;6;5;2;36;1;1;5;2;2;3;400;1
299;1;2;2;7;7;7;7;5;5;5;3;3;3;3;5;5;1;2;3;3;2;6;1;6;3;5;1;5;1;27;1;1;7;5;4;7;1512;1
300;4;4;4;6;2;2;4;4;7;6;3;2;3;6;5;3;4;4;3;6;5;7;1;7;7;7;1;5;2;19;1;2;4;2;4;5;NA;5
301;6;6;5;7;4;4;4;4;3;5;4;3;5;5;5;3;4;4;5;6;5;6;2;6;4;6;1;5;2;19;1;2;4;2;4;5;15000;4
302;5;5;4;5;4;5;3;3;2;2;2;2;2;3;5;2;2;6;2;2;2;5;5;6;5;6;4;5;2;21;1;1;4;2;2;6;2000;4
303;4;4;3;4;4;4;4;4;2;2;2;4;3;3;5;2;1;3;2;2;1;3;2;5;4;2;3;5;2;20;1;2;4;2;3;6;4000;4
304;2;3;3;3;3;2;2;2;2;2;2;2;2;2;5;2;1;1;1;2;1;6;4;7;7;7;6;5;1;21;1;2;4;2;2;5;2000;3
305;1;2;2;2;6;3;6;6;1;1;1;1;1;1;5;1;1;1;1;1;1;7;2;7;3;7;1;5;2;25;1;1;7;5;1;6;1100;1
306;2;2;5;1;6;5;5;3;2;3;1;2;1;2;5;3;2;1;2;3;1;7;7;7;7;7;7;5;1;45;1;2;7;5;2;6;2300;3
307;3;4;3;3;4;4;4;4;3;2;2;1;3;2;5;2;1;1;1;4;2;4;2;6;2;2;2;5;1;26;1;2;7;5;2;7;1900;2
308;6;6;5;6;6;6;5;5;5;6;6;6;5;5;5;6;6;6;5;5;6;6;6;5;5;5;6;5;1;24;1;1;6;5;5;8;7000;4
309;5;5;6;6;4;5;3;2;4;4;5;5;6;7;5;4;1;4;3;6;6;5;6;7;7;7;4;5;2;20;1;2;5;2;6;7;2500;3
310;5;4;5;4;4;3;4;4;5;6;6;4;7;7;5;7;6;4;5;7;7;7;1;6;7;7;7;5;1;27;1;1;6;5;6;6;2900;2
311;6;6;5;4;2;1;2;2;5;6;6;6;6;6;5;6;3;1;4;6;1;7;4;7;6;6;2;5;1;42;1;3;6;5;5;6;2000;2
312;2;2;4;4;4;4;4;4;4;3;2;2;1;5;5;3;1;5;1;3;1;6;4;6;5;7;2;5;2;19;1;1;4;2;4;6;1700;3
313;4;4;4;3;6;3;4;4;3;5;3;2;5;2;5;4;5;7;2;4;4;5;4;5;3;6;5;5;1;49;1;3;4;5;3;7;2000;4
314;2;2;1;4;2;4;2;3;1;1;1;1;1;1;5;1;1;1;1;1;1;2;5;7;4;3;4;5;2;24;1;2;4;2;2;2;400;2
315;4;4;5;4;3;2;3;2;6;6;4;5;5;6;5;5;4;2;5;6;1;6;4;7;6;7;5;5;2;25;1;1;6;2;3;4;800;4
316;3;3;3;4;5;5;4;5;4;4;3;4;3;3;5;4;2;4;5;4;2;6;5;6;4;5;5;5;2;19;1;1;4;2;3;4;4000;4
317;4;4;4;3;5;4;4;4;3;3;1;1;2;2;5;3;1;4;3;3;1;4;4;7;4;4;7;5;2;23;1;1;6;2;2;7;2500;4
318;5;5;5;5;3;3;3;3;6;5;3;4;5;4;5;5;3;1;3;5;5;5;2;5;2;4;2;5;2;18;1;1;4;2;2;8;1200;2
319;4;4;3;5;4;3;4;3;3;1;2;2;2;2;5;3;5;4;2;5;2;7;3;7;4;4;5;5;1;18;1;1;4;2;4;7;0;4
320;5;6;6;5;5;2;3;2;5;3;4;1;5;4;5;3;1;4;3;4;1;7;4;7;4;6;4;5;2;50;1;3;4;5;2;7;20000;2
321;7;7;7;7;1;1;1;1;7;7;7;4;7;7;5;7;1;1;5;7;1;7;1;4;2;2;1;5;1;50;1;3;7;5;2;7;5000;4
322;5;3;4;3;6;3;3;3;2;3;4;6;5;6;6;3;1;3;4;3;5;4;5;1;1;5;2;3;1;21;1;2;5;2;1;7;5000;6
323;5;5;5;4;2;2;4;4;3;3;2;2;3;5;5;2;1;1;1;4;1;5;4;7;6;7;7;5;2;23;1;1;6;2;2;6;12000;3
324;4;2;3;4;5;2;2;2;5;2;2;2;3;4;5;3;1;4;2;5;2;7;6;7;7;7;7;5;2;31;1;2;7;1;3;4;1400;3
325;4;3;1;3;6;5;6;4;6;6;5;2;5;6;5;6;2;6;5;6;3;6;6;6;6;6;6;5;2;37;1;1;7;5;3;8;3000;3
326;2;2;2;1;6;4;5;6;1;2;1;1;2;1;5;1;1;1;2;1;1;4;3;5;5;5;3;5;2;25;1;1;6;3;2;7;5000;4
327;4;3;1;4;4;1;2;4;5;2;5;3;5;5;5;5;5;6;4;7;4;5;4;2;2;5;4;5;1;40;1;3;5;5;3;6;3200;4
328;3;3;6;5;2;2;2;2;5;2;2;1;3;5;5;2;2;2;4;5;3;7;3;6;4;2;2;5;1;42;1;3;6;5;2;6;3000;3
329;3;4;3;3;6;5;6;5;1;2;2;1;1;1;5;1;2;5;3;4;1;7;7;7;7;7;7;5;2;22;1;2;6;3;3;5;1000;3
330;3;3;3;2;4;4;4;4;1;1;1;1;1;1;5;1;1;1;2;2;1;5;3;6;2;5;2;5;1;22;1;1;6;2;2;5;1500;3
331;4;4;4;4;6;5;5;4;4;2;2;1;4;4;5;2;3;1;1;2;1;1;3;4;4;4;4;5;1;66;1;2;3;6;2;5;3500;4
332;5;5;5;6;4;4;3;3;2;2;1;1;1;1;5;2;1;1;1;1;1;4;4;7;4;4;4;4;2;19;1;1;4;2;2;5;1500;4
333;2;1;3;2;6;5;7;6;1;1;1;1;2;1;5;3;1;4;1;2;1;5;5;6;6;6;3;5;2;22;1;2;4;2;3;7;3500;4
334;5;3;4;5;3;3;3;3;4;5;3;2;4;4;5;5;2;3;3;5;2;5;3;3;2;2;2;5;2;19;1;1;4;2;3;7;5000;4
335;4;4;4;5;2;3;3;1;5;5;6;4;5;5;5;5;1;1;1;5;2;7;5;4;1;7;1;5;1;58;1;3;5;5;5;6;39000;3
336;4;4;4;3;5;4;3;4;6;6;5;2;4;6;5;6;1;7;6;6;2;5;2;7;7;7;7;5;1;20;1;1;4;2;6;3;NA;3
337;4;5;5;4;4;4;3;3;6;6;5;7;6;6;5;6;3;4;5;6;7;7;3;7;5;4;2;5;1;20;1;1;4;2;5;7;6000;4
338;5;5;4;3;5;5;4;4;3;5;5;4;3;5;5;5;4;4;2;4;3;7;7;7;7;7;7;7;1;24;1;1;6;2;3;6;2040;4
339;4;4;4;4;4;4;4;4;5;5;5;5;4;5;5;5;2;3;4;5;2;7;6;6;6;5;4;5;1;19;1;2;4;2;5;6;1300;5
340;5;5;6;4;1;1;1;2;4;2;3;1;2;2;5;2;2;6;3;2;1;6;4;7;4;4;4;5;2;21;1;1;4;2;4;5;3500;5
341;6;4;4;5;3;3;2;2;6;6;2;2;5;3;5;5;2;1;6;5;2;6;1;2;1;1;1;5;2;50;1;3;7;5;4;7;6500;4
342;1;3;2;4;5;2;5;4;1;1;1;1;1;1;5;2;1;2;1;2;1;1;1;5;2;3;1;7;2;23;1;1;6;2;1;6;2300;3
343;4;4;5;5;1;2;5;2;2;2;1;1;2;2;5;2;1;1;4;2;1;2;1;7;7;7;5;5;1;26;1;1;7;3;2;6;40000;3
