"id","estimation_condition","low_rep_est1","low_rep_est2","low_rep_est3","low_rep_est4","low_rep_est5","low_rep_est6","low_rep_est_all","addiction1","addiction2","addiction3","addiction4","addiction5","addiction6","imc","addiction7","addiction8","dependency1","dependency2","dependency3","dependency4","dependency5","hour","minute","rm1","rm2","rm3","rm4","rm5","rm6","rm7","rm8","rm9","rm10","rm11","rm12","female","age"
346,1,3,4,4,3,3,3,4,3,3,4,3,4,2,2,3,2,3,1,2,2,3,0,0,3,4,3,2,5,3,4,3,4,2,3,4,1,56
235,0,3,3,6,2,1,3,3,3,4,1,4,4,2,2,4,4,2,3,1,2,3,1,5,4,2,3,4,3,3,2,4,2,3,3,3,1,53
273,1,1,1,3,2,2,1,4,3,2,1,1,5,2,2,3,1,2,2,2,2,2,1,15,4,4,4,3,4,4,4,3,4,5,3,3,1,46
456,0,2,2,5,2,3,2,5,3,4,1,2,5,4,2,4,3,4,2,3,2,4,1,20,3,4,4,4,4,4,2,4,2,4,2,2,1,37
597,0,3,3,4,3,3,2,3,3,5,2,4,4,4,2,1,2,4,4,4,4,2,1,30,4,4,2,1,3,3,4,4,2,3,3,2,2,21
562,0,2,1,5,2,1,1,5,3,2,1,3,5,3,2,1,2,2,3,1,2,2,2,10,3,3,6,3,3,6,3,5,4,4,3,3,1,45
362,0,2,1,4,1,1,1,6,2,5,2,4,6,4,2,3,2,2,1,2,1,2,1,0,3,3,5,4,5,4,5,5,3,5,4,4,2,45
449,1,3,3,2,3,4,2,3,2,1,2,3,2,1,2,2,1,2,1,2,2,3,0,5,2,4,2,4,4,5,3,3,3,2,3,3,1,51
713,0,1,2,4,2,3,1,5,3,3,1,2,5,1,2,2,1,2,1,1,1,3,0,5,5,5,6,3,3,5,3,4,3,5,3,3,1,57
498,0,2,3,5,2,3,2,4,3,2,5,4,3,3,2,4,3,3,4,4,4,3,0,30,3,3,2,5,4,3,4,2,3,4,3,3,1,48
196,0,4,4,3,4,4,4,2,2,2,3,1,5,2,2,3,1,1,3,2,1,3,0,5,4,3,4,4,5,4,5,3,4,4,4,4,1,45
481,1,4,3,3,3,3,3,4,2,3,1,1,5,2,2,4,2,3,2,2,4,2,2,15,4,3,4,4,4,2,4,3,4,3,5,4,1,51
260,1,3,3,4,2,2,2,3,4,3,3,5,4,3,2,1,2,1,2,2,2,3,2,5,3,4,4,3,4,3,4,3,3,3,3,3,1,60
573,1,1,1,5,1,1,1,5,4,4,1,3,4,3,2,5,4,2,2,2,2,3,0,40,4,4,4,5,4,5,3,4,5,6,5,4,2,35
215,1,3,3,3,3,4,3,3,1,2,1,3,4,1,2,1,1,1,1,1,1,2,0,15,4,5,4,4,5,4,4,3,3,5,3,4,1,53
492,0,3,2,5,3,2,3,3,2,2,1,2,1,3,2,3,2,2,1,1,2,3,0,15,3,2,5,4,5,3,6,3,4,3,4,3,1,39
548,0,1,2,4,1,2,1,5,4,6,1,4,7,4,2,5,3,4,2,5,3,3,1,0,2,3,4,3,4,3,5,3,3,4,4,3,1,49
323,0,2,3,3,2,3,3,3,1,1,1,1,5,3,2,3,4,2,1,1,2,1,0,5,3,3,3,4,4,3,5,3,4,2,3,3,1,47
483,1,3,2,3,2,2,1,4,3,3,2,2,5,2,2,1,3,3,2,1,2,3,0,30,5,4,4,4,4,4,4,5,4,4,4,4,2,22
612,1,1,2,5,2,2,1,5,2,2,1,4,4,1,2,2,3,1,2,2,1,1,0,10,3,4,4,5,4,4,4,5,4,4,4,5,1,56
255,1,3,2,3,2,2,2,3,2,2,1,1,4,1,2,1,2,1,1,1,1,2,0,20,3,3,4,3,3,3,5,3,4,3,4,3,1,39
701,0,1,3,5,1,2,1,5,2,4,3,4,4,1,2,3,3,1,1,4,1,1,0,10,4,5,6,4,4,2,2,6,3,4,3,3,1,58
518,0,1,2,5,1,2,2,5,4,2,2,4,5,3,2,4,4,4,2,2,2,2,1,10,4,5,4,4,5,3,5,5,6,4,5,5,1,20
200,1,2,2,4,3,3,2,5,2,3,1,3,4,3,2,3,2,2,2,1,1,1,0,15,2,2,2,4,4,3,5,3,5,2,4,5,2,34
284,0,4,3,3,5,4,4,3,2,1,1,4,5,2,2,2,1,2,1,1,1,3,0,0,3,3,4,3,4,4,3,4,2,5,3,3,2,48
549,1,2,1,5,1,1,1,5,3,5,2,5,5,4,2,5,5,2,3,2,2,4,1,5,5,4,5,6,4,4,4,4,4,4,3,4,2,45
195,1,3,2,3,1,1,1,5,5,2,1,4,5,1,2,3,2,2,1,2,1,2,0,5,3,4,4,4,4,3,3,4,3,5,4,4,1,50
469,0,2,1,4,1,1,2,6,3,2,2,4,7,2,2,5,4,2,3,2,2,3,1,15,1,1,2,3,3,3,4,2,3,4,3,3,2,62
692,0,1,1,4,1,2,1,5,4,2,1,1,5,2,2,3,1,3,2,1,1,2,0,5,4,5,3,4,4,4,3,4,5,4,4,3,1,42
316,1,4,4,3,4,4,4,3,3,4,2,5,3,5,2,4,2,1,2,2,1,4,1,0,2,2,4,3,3,4,4,2,4,4,4,4,1,40
123,1,5,5,3,6,6,4,2,1,2,1,1,5,1,2,2,1,4,2,2,2,2,1,10,3,3,5,2,2,3,4,3,1,5,3,3,2,44
191,1,1,1,4,1,1,1,4,1,1,1,1,5,1,2,2,3,2,1,2,2,1,0,10,5,4,4,5,4,5,4,3,3,3,3,3,2,61
212,0,4,3,4,3,2,3,4,2,1,2,1,4,1,2,2,1,1,2,1,1,1,0,30,3,3,6,3,4,5,4,4,4,5,3,4,2,57
584,0,1,1,6,1,1,2,5,2,3,5,2,5,2,2,2,2,1,1,2,1,2,0,2,4,3,5,4,5,5,4,4,3,5,3,3,2,38
260,1,2,2,4,2,2,1,4,2,2,1,1,3,2,2,3,2,1,1,1,1,2,0,30,4,3,4,4,4,5,3,3,3,4,3,4,1,60
216,0,2,1,5,2,2,2,5,2,2,1,6,5,3,2,4,4,3,2,2,2,1,0,20,4,5,4,3,4,4,3,4,4,5,3,3,1,57
612,0,2,3,3,1,2,1,4,1,2,1,4,2,4,2,3,2,2,2,1,2,3,0,5,2,5,3,5,4,4,3,4,4,2,3,3,2,55
281,0,1,1,4,2,1,1,6,2,2,1,1,4,2,2,1,2,2,1,2,1,1,0,30,4,4,5,4,4,5,5,3,3,3,4,3,1,45
118,0,4,3,4,4,2,2,3,2,4,3,3,6,4,2,2,1,3,2,2,2,2,0,15,4,4,3,4,3,2,3,4,3,4,3,3,1,57
594,0,2,1,2,1,1,1,3,1,1,1,3,1,4,2,1,1,3,2,4,2,1,0,10,3,3,3,4,3,1,4,1,4,2,5,5,1,41
475,0,4,4,5,2,3,4,4,4,4,1,1,5,3,2,5,4,3,1,1,2,2,1,5,4,4,4,3,3,4,3,3,2,4,2,2,1,60
222,0,2,3,5,2,1,2,6,3,4,2,3,1,4,2,4,4,2,1,2,2,2,1,20,3,2,3,3,3,2,2,3,3,2,3,3,1,42
487,0,1,1,4,1,1,2,4,5,4,1,1,5,2,2,3,5,2,2,3,2,1,1,5,4,4,4,5,3,4,3,3,3,4,3,3,1,46
187,0,1,1,4,2,2,1,4,1,3,1,3,3,1,2,1,2,1,1,2,1,2,0,10,4,3,4,5,5,4,3,4,3,2,3,4,2,28
213,0,3,3,5,3,4,1,3,4,3,2,4,6,2,2,2,2,2,2,2,2,3,1,10,4,4,4,5,4,5,4,4,4,5,4,4,1,40
461,1,4,4,3,3,4,2,3,4,3,2,4,4,3,2,3,3,2,2,1,1,2,0,10,3,3,4,3,4,2,4,4,4,3,4,5,2,28
376,0,3,4,3,2,2,2,3,3,5,2,6,5,5,2,5,5,4,2,3,3,2,0,10,2,4,4,2,1,6,3,3,4,5,3,3,2,59
263,1,3,3,3,4,3,4,3,3,4,2,3,3,3,2,2,4,1,2,1,1,2,2,0,3,2,5,3,4,3,4,4,4,4,4,4,1,61
268,0,1,1,5,1,2,1,5,4,5,5,2,2,3,2,2,4,3,2,4,3,4,0,15,3,2,4,3,3,4,2,3,5,4,4,4,2,38
288,0,3,2,4,3,3,3,3,1,1,2,2,1,1,2,1,1,3,1,1,1,3,0,10,2,3,4,3,3,4,2,3,4,4,4,4,1,40
502,1,3,2,2,2,2,4,3,3,4,3,2,5,2,2,4,2,2,2,2,2,3,0,10,4,3,3,6,4,3,4,3,4,4,4,4,1,62
647,1,3,3,3,3,3,2,3,3,3,1,4,4,5,2,3,3,2,2,2,2,1,0,20,5,4,4,5,4,3,4,4,3,4,4,4,2,43
350,0,5,5,4,4,5,4,2,4,4,3,1,5,4,2,5,3,3,1,2,2,2,0,45,4,4,4,4,4,3,4,4,4,4,5,4,1,51
560,0,2,3,5,2,2,4,3,2,1,4,2,2,2,2,2,2,3,1,2,1,2,0,15,3,1,3,2,4,3,5,4,2,5,3,3,1,50
711,0,2,2,6,2,2,3,5,4,3,1,3,5,5,2,2,4,3,1,3,2,2,0,15,3,3,3,5,4,3,4,4,2,3,3,2,1,60
190,1,4,4,2,3,4,3,3,4,6,1,5,6,1,2,3,3,1,1,4,1,2,1,10,3,3,5,4,2,4,3,5,3,5,3,3,1,30
544,0,1,1,4,2,2,2,6,5,3,2,5,5,3,2,4,3,2,1,3,2,1,0,10,3,5,5,5,3,3,4,3,4,4,4,4,1,60
208,0,2,2,3,2,1,1,3,1,1,2,1,2,2,2,1,2,2,1,1,1,2,0,5,4,3,4,3,3,4,3,3,4,3,4,4,2,36
130,1,4,4,2,4,3,3,2,1,2,2,1,1,2,2,2,1,3,1,1,1,2,0,30,2,2,4,2,3,3,4,4,5,3,4,4,1,48
402,0,1,3,3,1,1,2,3,3,5,3,4,4,1,2,3,2,4,3,2,2,2,0,5,5,5,5,5,4,3,4,5,4,4,5,4,1,49
517,0,1,1,5,1,1,1,5,2,4,1,4,3,3,2,2,1,2,1,2,2,2,0,30,3,2,3,3,4,5,3,4,5,4,4,3,1,47
644,0,1,2,6,1,1,2,5,3,6,1,6,6,4,2,3,3,3,2,4,3,3,1,20,4,4,4,5,4,5,4,4,4,5,4,4,2,44
215,0,1,1,5,3,2,2,4,3,2,1,2,5,3,2,5,3,2,2,1,1,1,0,10,3,3,5,4,3,3,5,4,3,5,3,4,1,48
459,1,2,2,4,1,1,2,5,4,4,2,4,5,3,2,4,2,3,2,2,3,1,0,40,5,5,5,5,5,5,5,4,3,4,4,3,1,60
344,1,3,3,3,3,3,2,3,2,5,2,3,3,2,2,1,2,2,2,1,2,2,1,0,4,4,4,5,5,2,2,4,4,4,3,4,2,40
592,0,1,3,5,2,2,2,4,3,4,2,3,6,2,2,2,4,4,2,3,3,3,0,30,3,3,3,3,3,4,5,4,5,4,5,4,2,48
562,1,3,3,4,3,2,3,4,2,3,1,3,6,5,2,3,5,2,2,2,1,2,1,10,2,2,5,3,4,5,5,5,3,5,4,4,1,44
471,0,3,3,1,3,3,2,3,1,1,2,1,5,3,2,4,2,1,1,1,1,1,0,30,2,3,3,2,1,4,2,3,2,2,3,2,1,65
663,1,4,3,4,4,3,3,3,1,1,1,1,2,2,2,2,1,1,1,1,1,3,0,0,2,3,3,3,3,2,2,2,2,3,2,2,2,43
690,0,1,1,3,1,1,1,5,1,3,3,2,5,1,2,2,1,2,2,1,1,1,0,0,3,3,5,5,5,5,4,4,4,5,4,4,1,45
398,1,1,2,2,1,1,1,5,1,1,1,1,1,1,2,1,1,2,1,1,2,1,0,20,4,2,4,4,4,4,4,4,4,4,4,4,1,56
377,1,3,4,2,2,3,3,4,3,5,5,5,5,5,2,3,2,4,3,4,4,3,1,15,2,2,3,2,2,4,2,3,3,3,3,3,2,39
394,0,2,2,4,1,1,2,5,1,1,1,1,3,1,2,3,1,2,1,1,1,3,0,5,2,3,2,3,4,4,4,4,5,4,4,4,2,60
643,0,1,1,3,1,1,1,3,1,1,1,2,4,2,2,2,1,2,1,2,2,2,0,20,4,4,4,5,5,3,4,4,3,4,3,3,1,39
295,0,1,1,6,1,1,1,5,3,3,3,3,2,3,2,4,3,1,1,3,1,2,0,30,4,4,4,4,4,5,4,3,4,4,4,4,1,59
716,1,4,3,4,4,2,3,4,3,2,5,5,4,5,2,5,6,2,2,4,3,1,1,30,3,3,3,5,4,2,4,3,4,2,4,3,1,47
474,1,4,4,3,2,2,2,3,1,2,1,2,2,1,2,1,1,1,1,1,1,2,0,10,3,3,2,3,4,3,3,1,3,1,3,3,1,57
505,1,3,3,3,2,2,3,3,3,3,2,4,5,2,2,2,2,1,3,2,2,1,0,0,4,3,4,3,3,4,3,4,4,4,4,4,1,60
221,0,1,1,4,2,2,1,5,1,2,2,4,5,1,2,2,1,1,1,2,1,3,0,40,3,3,5,4,4,5,5,3,4,3,4,4,1,58
479,1,3,3,3,3,3,3,4,3,3,1,2,5,4,2,5,2,1,1,1,1,2,0,5,4,3,5,3,3,3,4,2,3,4,4,3,1,58
639,1,3,3,3,3,1,4,3,1,1,1,1,2,2,2,1,1,2,1,1,1,1,0,5,3,2,4,4,3,2,3,3,3,2,3,4,2,51
583,0,3,3,5,4,3,4,4,1,2,1,5,5,2,2,1,2,1,1,1,1,2,0,5,6,4,6,5,4,5,5,5,3,5,3,3,1,51
466,1,3,4,3,2,2,3,5,1,2,2,4,2,1,2,1,1,3,1,1,1,2,0,0,4,2,5,4,5,4,4,5,2,5,4,3,1,56
282,0,2,3,3,2,3,2,3,3,5,1,5,6,3,2,3,3,3,1,2,1,1,0,30,5,4,4,5,5,3,4,4,2,4,3,3,1,56
127,1,1,1,5,1,1,1,5,3,3,1,2,6,3,2,5,4,2,2,2,1,3,0,30,4,2,5,4,3,3,2,5,2,5,4,3,1,38
409,0,2,2,4,2,2,1,3,1,2,1,2,3,2,2,2,1,2,1,1,1,2,0,30,4,4,6,3,4,4,3,4,4,4,3,3,1,52
690,1,1,2,5,2,1,2,4,3,5,1,5,6,3,2,5,6,3,2,4,4,3,0,10,4,4,5,5,4,3,3,4,3,4,2,3,2,33
652,0,1,1,5,1,1,1,6,1,2,1,2,5,2,2,3,1,1,2,1,1,2,0,10,3,4,4,4,5,4,4,3,3,4,3,3,1,34
689,0,2,3,4,2,2,2,5,2,3,4,1,6,2,2,3,2,2,1,2,2,2,0,30,3,4,5,3,3,4,4,4,4,4,3,3,1,57
429,0,2,2,5,3,3,2,3,3,5,3,2,5,3,2,5,2,2,2,2,2,3,0,30,2,1,4,3,4,2,5,3,4,3,3,3,1,46
562,1,3,3,5,3,3,3,5,2,1,1,6,5,2,2,3,3,1,2,1,1,2,0,5,4,3,5,4,3,4,3,4,1,5,3,2,1,55
453,1,3,5,6,3,3,4,3,2,4,4,5,4,4,2,1,4,4,2,4,2,3,0,15,4,2,4,4,3,4,4,4,1,5,2,3,2,47
432,0,4,3,4,4,3,3,4,3,2,1,3,5,3,2,3,4,2,2,2,2,2,1,0,3,3,4,5,4,3,3,4,3,4,3,3,2,50
514,0,1,1,5,1,3,2,4,3,3,2,2,4,1,2,2,1,1,1,1,1,4,0,10,3,3,2,3,4,4,3,3,3,2,3,3,1,53
424,1,3,2,4,2,1,2,4,1,1,2,1,5,3,2,2,1,2,2,2,1,2,0,15,4,4,5,3,3,4,2,4,2,2,3,3,1,53
599,1,4,3,3,5,3,4,3,2,1,1,2,2,1,2,2,3,2,1,2,1,3,0,5,3,2,4,3,3,4,3,4,3,5,3,3,2,30
618,0,4,4,4,4,5,3,3,4,6,2,2,2,2,2,1,1,1,1,1,1,2,0,15,4,4,5,4,4,5,5,4,4,5,5,4,1,41
508,0,2,3,3,3,3,2,3,3,4,2,3,5,3,2,3,3,2,2,3,1,1,0,20,5,4,6,4,3,4,3,4,4,5,3,3,2,70
295,0,2,2,5,3,2,3,3,1,1,1,4,4,1,2,2,2,2,2,1,1,1,0,0,4,4,4,4,3,5,3,4,2,5,3,3,2,38
431,1,1,1,3,1,1,1,5,1,3,1,5,5,2,2,2,2,1,1,2,1,2,0,30,3,3,4,4,4,3,3,2,4,3,4,4,1,53
330,1,5,5,3,4,5,3,3,3,3,3,4,6,2,2,5,2,1,1,3,1,1,0,30,4,4,5,3,4,3,3,4,3,3,3,2,1,42
674,0,3,3,2,2,2,2,3,2,2,1,2,5,3,2,4,4,2,2,2,1,1,0,30,5,4,5,4,4,4,4,4,3,5,4,3,1,51
530,1,4,3,3,2,2,2,3,3,2,1,4,6,3,2,3,2,3,4,3,2,2,1,20,5,4,5,3,5,4,4,3,3,3,4,3,1,39
452,1,1,1,5,1,1,1,5,2,2,1,5,5,2,2,2,2,2,2,4,2,2,0,15,3,3,4,3,2,2,5,3,2,3,3,2,1,34
476,1,4,4,5,3,3,2,5,5,3,2,5,6,3,2,5,4,1,1,2,1,3,0,20,3,3,4,3,3,3,5,4,3,5,3,3,1,75
179,0,2,3,6,2,3,2,4,1,1,1,2,1,3,2,1,1,1,1,2,1,1,0,15,2,1,2,2,2,3,3,2,4,3,3,4,1,25
164,0,2,1,4,1,2,1,4,1,2,5,1,4,1,2,1,1,1,2,1,1,2,0,30,4,3,4,4,5,5,3,6,3,6,5,4,1,42
447,0,1,1,5,2,1,2,6,1,2,1,3,1,1,2,1,1,3,1,1,1,1,0,5,3,3,2,4,2,2,5,2,4,3,3,3,1,41
525,0,1,1,3,1,1,1,3,2,4,1,1,6,2,2,2,2,2,1,1,1,2,1,15,4,4,6,4,4,5,4,4,3,5,3,3,2,25
625,1,3,3,4,2,3,2,4,2,2,1,3,5,1,2,3,2,2,2,1,1,1,0,30,4,3,6,4,4,4,4,4,3,4,4,4,1,51
478,0,3,2,4,3,2,2,4,2,2,3,1,4,2,2,2,1,1,1,2,1,2,0,30,3,3,5,4,3,4,5,4,5,4,4,4,1,49
213,0,3,4,4,3,2,3,4,3,4,2,3,4,3,2,3,2,2,1,2,2,1,1,0,4,3,4,4,4,3,4,3,6,4,5,5,1,35
381,0,1,2,6,1,2,1,5,2,3,1,5,2,3,2,1,2,1,1,1,1,1,0,10,2,3,4,4,4,3,4,2,3,3,3,3,1,49
247,0,2,3,4,3,3,1,4,3,1,2,3,5,3,2,5,4,1,1,1,1,1,0,0,2,3,5,3,2,5,2,3,3,4,1,1,1,56
266,1,5,4,1,4,5,3,1,2,1,1,4,4,1,2,3,2,2,1,2,1,1,0,10,3,3,5,4,3,3,3,3,4,5,3,3,1,37
545,1,3,3,2,2,1,2,3,1,1,1,2,2,3,2,3,2,2,1,1,1,2,0,10,5,3,3,3,3,3,4,4,3,5,4,3,1,47
398,1,3,2,3,3,2,3,4,1,2,1,1,5,1,2,2,3,1,1,3,1,2,0,15,3,3,4,4,3,4,3,3,1,5,3,3,1,51
447,1,4,4,3,4,5,4,3,2,3,3,5,5,5,2,3,5,3,4,5,3,4,0,10,3,2,2,2,3,3,3,3,2,3,2,2,1,44
648,0,4,4,2,2,3,2,4,2,3,1,3,3,3,2,3,2,1,1,2,1,1,0,30,3,4,4,5,4,2,5,3,4,3,3,3,2,53
622,1,3,2,4,1,1,2,5,2,2,1,3,4,1,2,3,1,1,1,1,2,3,0,5,3,3,4,3,4,2,3,3,2,4,3,3,1,48
475,0,2,2,4,2,2,2,5,3,6,3,2,5,4,2,2,4,2,2,3,2,3,0,30,3,4,4,3,2,2,3,2,3,3,2,3,1,44
304,1,3,2,3,4,3,3,3,4,5,5,4,1,2,2,5,3,2,2,3,2,2,0,30,4,3,5,4,4,3,5,4,4,4,5,4,1,60
212,1,1,1,5,2,2,1,6,1,2,2,1,5,1,2,2,1,1,1,2,1,2,0,10,3,3,4,4,4,3,5,4,5,5,5,5,1,53
702,0,2,2,4,1,1,2,4,5,4,3,6,6,2,2,4,4,2,2,4,2,3,0,30,5,5,4,4,2,4,3,4,3,4,4,4,1,54
698,1,3,5,1,3,4,2,3,2,1,3,3,3,3,2,3,1,1,1,2,1,2,0,0,3,3,3,4,4,3,4,2,4,3,4,4,1,45
681,1,3,3,5,3,3,2,3,2,2,1,2,2,1,2,2,1,2,1,1,3,2,0,5,3,3,3,3,4,3,4,4,4,3,4,3,1,35
288,1,2,2,4,2,2,3,3,3,3,2,5,5,1,2,3,3,2,1,2,2,3,0,2,4,4,5,4,4,4,4,5,3,5,3,5,1,54
538,0,1,2,4,1,2,2,5,1,2,2,2,5,2,2,1,1,1,1,2,1,2,0,30,4,4,4,4,4,4,3,4,3,4,4,4,1,50
389,1,1,1,3,2,1,2,5,3,2,1,1,4,2,2,1,2,1,2,2,1,1,0,20,3,2,4,5,3,2,3,3,2,3,3,3,1,53
385,1,2,3,4,3,3,2,5,4,3,1,1,5,4,2,4,4,3,2,2,2,2,1,5,3,4,3,1,2,2,3,2,3,4,4,3,2,38
506,1,2,2,3,1,2,1,3,3,5,1,5,3,1,2,3,1,2,2,4,2,2,0,30,3,3,3,3,3,3,4,3,5,5,4,4,1,55
501,0,3,2,3,1,1,1,3,2,1,3,2,2,1,2,2,3,1,2,2,1,2,0,30,4,4,4,4,4,5,4,4,4,4,4,4,1,41
692,0,2,1,3,1,1,1,5,1,1,1,2,4,2,2,1,1,2,2,2,2,1,0,3,2,3,4,2,3,5,5,4,3,5,3,3,1,52
517,1,2,2,5,2,3,2,4,3,3,2,4,2,3,2,4,2,4,4,3,3,4,1,30,4,5,4,4,6,4,3,4,3,5,2,3,2,56
304,0,2,1,5,1,2,2,5,5,6,3,5,6,4,2,4,3,4,2,3,3,2,0,20,3,4,3,4,3,1,3,2,3,2,3,3,2,55
73,0,1,1,4,1,2,1,5,1,2,1,2,3,2,2,1,1,2,1,2,2,1,0,15,2,1,4,3,3,4,3,4,4,3,4,4,1,50
139,0,3,4,4,3,3,2,3,1,3,1,2,4,1,2,1,1,1,1,2,1,2,0,0,4,3,5,4,1,5,3,3,3,4,4,3,1,40
710,0,2,2,6,1,1,3,5,3,2,2,2,2,3,2,3,2,1,1,1,1,2,0,6,3,2,4,3,4,4,4,2,2,3,3,3,1,71
163,1,5,5,1,5,6,4,2,3,3,5,2,1,2,2,3,2,2,2,4,1,2,0,10,3,3,3,3,3,5,3,2,4,4,4,4,1,35
237,0,3,4,4,3,3,3,3,3,3,4,3,4,3,2,5,4,3,2,2,2,3,1,0,4,4,3,4,5,4,4,4,4,4,3,4,2,24
442,1,1,1,5,1,1,2,5,2,2,1,1,3,2,2,1,2,3,4,2,2,3,0,15,5,5,4,5,3,3,4,4,3,3,4,3,1,47
467,1,2,3,3,1,2,1,4,5,5,3,5,5,4,2,4,6,3,3,4,4,3,2,30,2,3,4,5,4,4,5,4,4,5,4,4,1,38
525,0,3,4,4,3,3,2,4,4,3,3,3,5,3,2,5,3,1,1,1,2,3,0,0,3,4,4,3,4,4,4,3,4,4,4,5,1,64
620,0,3,5,6,4,4,3,5,3,3,1,2,3,4,2,3,2,2,2,1,2,1,0,0,4,3,2,2,3,5,3,3,3,4,3,3,1,77
374,0,3,2,3,3,1,3,3,2,1,1,3,2,2,2,1,1,2,2,2,2,2,0,30,3,3,3,3,3,4,2,4,2,4,3,3,2,47
565,1,4,4,1,4,4,3,2,5,5,2,3,5,5,2,2,3,2,1,3,1,1,0,30,2,2,3,3,3,5,4,3,3,5,3,3,1,48
376,0,1,3,5,1,2,2,4,2,3,1,3,5,2,2,1,2,2,2,4,1,3,0,20,3,4,5,3,4,5,5,3,4,4,4,3,1,50
415,0,4,4,4,3,3,4,3,2,6,2,1,2,3,2,2,2,3,2,2,2,2,6,0,4,2,5,3,5,3,6,3,5,5,6,6,1,47
478,1,1,1,5,1,2,2,6,3,3,4,2,4,5,2,2,4,1,3,4,2,3,1,10,3,3,4,4,4,5,5,4,3,4,3,4,1,47
351,0,3,3,5,2,2,2,4,1,1,2,1,4,1,2,1,2,1,2,3,1,3,1,3,3,4,3,4,5,5,2,4,3,3,3,2,1,21
702,0,5,5,4,3,3,3,3,5,3,4,4,5,6,2,6,5,4,2,4,4,2,0,10,4,4,4,4,3,4,4,3,3,4,3,3,1,53
395,0,4,3,3,2,3,2,3,3,2,1,2,3,4,2,2,2,2,1,3,1,1,0,10,3,3,2,3,4,6,5,3,4,4,5,4,1,61
504,1,1,2,3,1,1,1,4,2,2,1,1,2,1,2,2,1,1,1,1,1,2,0,30,3,4,4,4,4,4,4,4,3,4,3,4,1,55
288,1,3,3,5,3,2,2,5,4,5,1,6,6,5,2,4,5,3,3,4,3,1,0,30,5,3,4,3,4,3,3,3,3,3,4,3,1,29
482,1,3,3,4,2,2,2,3,3,3,1,3,5,2,2,3,4,1,1,2,1,2,0,10,4,4,4,5,4,3,4,4,1,4,3,3,2,42
135,1,4,4,2,3,4,3,3,3,5,2,4,6,4,2,4,3,1,2,2,1,2,0,0,4,3,4,4,4,4,3,4,3,3,4,3,1,60
659,0,2,2,4,3,4,3,4,4,5,3,4,4,4,2,2,2,3,3,3,2,2,0,10,4,4,3,4,3,2,3,5,3,4,3,3,1,36
405,1,4,3,3,2,2,3,3,1,2,1,1,1,3,2,1,1,2,1,1,1,1,0,10,2,2,2,1,3,3,3,3,3,3,4,3,1,29
493,0,1,2,5,2,2,3,4,1,2,1,2,5,2,2,1,2,1,1,2,1,2,0,0,3,2,4,4,4,4,4,4,3,4,4,4,1,57
516,0,2,1,3,2,1,2,5,1,2,5,4,2,2,2,1,1,2,1,2,2,3,0,20,5,4,5,5,4,4,4,4,3,4,3,3,1,56
675,0,1,1,3,1,1,3,4,4,3,2,3,4,4,2,1,2,3,3,4,2,2,0,30,3,3,4,4,4,4,6,3,4,3,5,4,1,46
160,1,3,3,3,4,3,1,5,3,1,1,1,4,1,2,4,1,1,1,2,1,1,0,10,3,4,3,4,5,2,3,3,4,3,3,3,1,50
169,1,3,3,2,3,3,4,3,2,2,4,2,4,5,2,3,1,2,1,3,2,1,0,5,3,2,4,3,4,5,4,4,3,4,3,3,1,28
180,0,1,1,3,1,1,2,5,1,2,1,2,6,1,2,2,1,2,3,3,1,2,0,5,4,4,4,4,3,4,3,3,4,4,4,4,1,30
274,1,4,3,4,4,4,3,3,3,4,4,5,5,2,2,3,2,2,3,2,2,3,0,30,4,3,5,3,3,4,4,4,4,5,4,4,1,32
477,1,2,2,3,2,2,2,4,2,1,1,1,2,2,2,1,1,2,1,2,2,2,0,10,3,4,5,4,4,4,3,4,4,3,3,3,2,42
536,1,2,2,3,2,2,2,5,3,2,2,4,3,2,2,1,3,2,1,1,1,2,0,30,3,3,4,2,3,4,3,3,4,4,4,4,1,69
314,0,1,2,6,1,3,2,5,3,4,2,3,4,3,2,3,2,1,2,2,1,3,0,0,5,5,4,3,4,4,2,4,2,5,2,3,1,41
299,0,1,1,4,1,1,1,5,2,1,1,4,5,2,2,5,4,1,2,3,1,3,0,50,3,3,5,4,4,2,4,3,4,3,4,3,2,51
574,1,2,1,6,1,3,1,5,1,1,1,2,1,2,2,2,2,1,2,3,2,3,0,30,5,4,5,4,4,4,5,4,4,4,4,4,2,35
280,1,5,5,4,4,4,4,2,2,2,1,4,2,5,2,2,4,3,1,2,3,1,0,15,2,1,4,3,3,4,3,3,1,4,3,3,2,35
394,1,1,1,5,1,1,1,6,1,1,1,2,4,1,2,2,1,1,1,2,1,3,0,1,5,4,6,5,4,5,4,4,3,5,3,3,1,56
522,0,1,1,4,1,1,3,4,2,4,2,1,6,3,2,1,2,2,3,4,2,3,0,15,5,5,5,5,4,5,4,4,4,5,3,2,1,59
354,1,3,4,3,4,5,4,3,5,5,2,5,7,3,2,5,2,1,2,4,2,2,0,30,3,4,3,3,3,2,3,2,3,4,4,3,1,53
347,1,2,2,4,3,2,2,5,1,1,1,1,1,1,2,1,1,1,1,1,2,2,0,15,2,3,1,3,3,4,4,3,4,5,3,3,1,49
147,0,4,3,1,2,3,2,3,2,2,1,2,4,2,2,1,1,3,2,3,2,5,1,15,3,3,5,5,4,4,5,3,5,5,5,4,2,61
105,0,2,3,5,3,2,2,5,3,5,3,4,6,3,2,3,3,2,2,4,2,3,0,15,5,3,5,4,2,5,4,3,3,3,4,4,2,38
