"","id","estimation_condition","low_rep_est1","low_rep_est2","low_rep_est3","low_rep_est4","low_rep_est5","low_rep_est6","low_rep_est_all","addiction1","addiction2","addiction3","addiction4","addiction5","addiction6","imc","addiction7","addiction8","dependency1","dependency2","dependency3","dependency4","dependency5","hour","minute","rm1","rm2","rm3","rm4","rm5","rm6","rm7","rm8","rm9","rm10","rm11","rm12","female","age"
"169",497,1,3,1,3,3,1,1,3,2,6,2,2,1,2,2,3,2,1,1,4,3,1,1,10,3,4,4,4,4,4,3,4,3,4,3,3,1,26
"170",642,1,3,5,5,2,1,1,3,1,4,3,4,2,1,2,4,1,1,1,1,1,3,1,3,5,3,4,5,4,5,3,2,4,4,3,3,2,23
"171",225,0,2,1,4,2,2,1,3,1,6,4,4,2,2,2,2,2,1,2,1,2,2,0,20,3,3,6,4,4,4,3,4,2,5,3,2,1,28
"172",262,0,5,2,6,2,3,2,3,2,2,1,5,6,5,2,1,1,2,2,2,2,2,0,0,4,4,4,5,4,2,4,2,4,4,2,5,2,29
"173",641,0,3,2,5,2,4,1,5,2,1,2,3,4,1,2,3,4,2,4,3,2,3,0,5,4,4,4,4,4,4,4,5,4,4,3,3,1,29
"174",135,1,3,4,4,1,4,3,3,1,1,1,2,4,2,2,5,2,2,2,2,2,4,0,30,3,5,5,4,4,1,3,4,4,5,4,3,1,38
"175",562,1,1,4,2,3,2,1,3,1,2,3,1,5,1,2,3,2,1,3,3,3,2,0,0,3,4,3,5,4,6,2,2,3,4,3,4,2,65
"176",716,1,2,1,3,4,2,1,3,1,1,1,1,2,3,2,2,2,3,1,3,1,1,0,15,1,3,3,3,5,2,4,4,3,3,6,3,1,55
"177",636,0,3,3,3,4,3,1,4,1,2,1,1,3,1,2,4,2,2,2,2,1,3,0,0,4,5,3,3,4,3,2,3,3,4,3,3,1,44
"178",577,0,2,3,5,1,1,1,3,5,2,3,2,4,4,2,1,6,1,2,2,2,5,1,30,3,2,3,3,5,4,2,2,3,3,4,5,1,37
"179",586,0,4,2,3,2,3,4,3,1,2,1,1,5,1,2,3,3,1,1,2,2,2,1,15,4,2,3,6,4,2,2,6,4,4,3,4,1,34
"180",547,0,3,2,4,3,1,3,2,2,2,1,1,1,4,2,3,3,1,2,2,4,1,1,10,4,3,4,3,2,4,6,3,3,5,4,3,4,48
"181",584,0,2,2,4,1,3,3,5,2,2,1,3,5,3,2,2,3,1,2,3,1,3,0,30,6,4,5,3,4,4,3,4,3,3,3,3,1,55
"182",300,1,1,6,5,2,4,1,3,2,2,1,1,4,4,2,2,2,1,1,4,2,2,1,15,3,4,5,3,3,4,4,4,4,4,4,5,1,56
"183",130,0,3,1,5,3,2,3,2,3,1,2,4,5,3,2,5,2,1,2,1,1,1,1,5,2,3,5,5,4,3,4,4,3,4,2,5,2,40
"184",449,0,2,2,3,1,2,3,4,2,2,5,4,2,3,2,2,4,1,1,4,4,4,0,30,4,2,2,4,4,4,2,3,4,4,3,5,2,50
"185",473,0,2,3,6,2,2,2,3,4,2,1,2,3,3,2,1,4,3,3,1,1,2,0,0,5,4,4,4,6,4,1,4,4,5,3,4,2,53
"186",287,0,2,3,5,1,4,3,2,2,2,2,4,4,4,2,2,1,3,1,4,1,5,0,15,2,3,5,4,5,4,3,4,4,5,3,4,1,42
"187",553,0,3,2,2,3,3,3,4,1,1,1,5,5,4,2,6,1,2,1,1,4,2,0,0,3,4,4,4,3,6,4,4,2,2,3,4,2,51
"188",346,1,2,2,1,3,3,1,3,1,1,4,2,6,2,2,4,4,2,1,1,1,3,0,30,3,4,3,2,4,3,4,4,3,4,4,4,1,49
"189",220,0,4,3,4,6,2,1,4,1,2,1,1,3,1,2,2,3,4,1,4,2,3,3,0,3,3,5,3,2,5,4,4,4,3,5,4,1,46
"190",512,0,1,3,2,3,3,4,3,3,6,2,1,5,1,2,1,1,2,1,2,2,2,0,15,4,3,5,3,3,5,3,6,3,3,3,3,1,38
"191",558,1,3,2,4,4,1,3,3,2,2,1,2,6,2,2,5,1,2,2,2,2,2,0,5,4,3,4,2,3,2,4,4,1,4,1,3,1,42
"192",212,1,2,4,2,1,4,4,4,1,1,4,5,5,1,2,2,1,2,2,1,1,1,1,0,4,3,2,2,3,3,2,2,4,4,2,3,1,20
"193",696,0,3,4,2,4,3,2,3,1,1,1,1,2,2,2,2,2,3,4,4,1,4,0,30,4,4,2,3,5,5,4,4,4,3,3,3,1,43
"194",521,1,1,4,3,4,3,2,5,4,3,1,3,5,1,2,5,4,2,1,3,1,1,1,0,3,4,5,3,3,4,3,3,3,4,3,3,1,39
"195",684,1,3,1,3,3,2,2,5,4,5,1,5,4,3,2,1,2,2,4,3,2,2,1,5,3,3,3,4,4,4,3,2,3,6,4,3,2,28
"196",688,1,3,5,4,1,3,1,5,1,1,1,2,5,3,2,2,3,1,1,1,1,2,0,30,4,4,4,2,3,4,3,3,3,4,4,3,1,50
"197",457,0,2,3,5,1,5,1,5,4,3,1,1,5,1,2,3,1,4,4,1,2,2,2,10,4,4,5,4,3,3,3,5,4,3,2,5,2,53
"198",441,1,1,5,3,3,4,3,5,2,2,2,7,4,4,2,5,4,2,2,1,2,2,0,10,3,2,3,5,3,5,3,3,4,3,4,2,1,49
"199",365,1,1,2,2,3,3,1,3,2,1,1,3,4,3,2,3,3,4,1,2,2,2,0,30,3,4,4,4,5,4,3,3,3,3,4,4,1,21
"200",319,0,3,1,5,2,6,4,3,2,3,1,3,5,3,2,3,4,2,2,2,3,3,0,30,2,5,5,4,4,4,4,4,3,4,3,3,1,42
"201",387,0,4,1,4,3,3,2,2,4,1,1,4,5,3,2,3,2,2,2,1,4,2,0,10,4,3,4,3,3,6,3,3,2,4,3,4,1,21
"202",636,0,1,3,1,1,3,2,2,5,1,3,4,1,4,2,3,2,3,2,2,1,2,1,5,3,3,3,3,4,3,4,1,3,5,3,3,2,51
"203",461,0,4,3,4,1,3,1,2,1,1,1,3,4,1,2,1,2,1,2,1,1,3,0,30,4,3,5,4,2,3,3,4,2,2,3,3,2,46
"204",221,0,1,3,3,2,1,1,6,3,4,1,6,6,3,2,5,4,1,2,3,1,3,0,10,4,4,4,4,3,4,4,4,4,5,3,4,1,40
"205",326,0,2,2,4,2,4,2,4,1,5,1,2,5,3,2,4,4,1,1,3,2,3,0,1,2,4,6,2,3,3,4,4,5,2,3,4,1,43
"206",385,0,4,2,5,3,1,4,3,1,5,1,5,1,2,2,3,3,1,1,2,2,2,2,30,4,4,2,4,4,6,3,4,4,5,5,3,1,40
"207",398,1,2,4,5,1,1,1,3,2,5,3,4,4,2,2,2,1,3,3,3,5,3,0,30,4,5,5,4,5,5,2,2,4,3,2,3,1,71
"208",674,0,3,2,3,3,3,3,3,1,2,3,1,6,2,2,1,1,2,1,1,1,1,0,5,2,1,3,4,3,4,3,3,3,4,4,3,1,45
"209",570,1,1,2,5,3,2,2,6,2,4,5,2,5,2,2,3,2,1,2,3,3,3,2,10,4,4,6,3,4,3,3,5,3,4,5,3,1,53
"210",139,1,2,1,4,3,2,2,5,2,5,1,3,7,1,2,2,1,3,2,2,1,2,0,30,5,4,4,6,3,3,3,3,3,1,4,3,1,58
"211",410,1,5,2,4,1,3,3,4,5,2,4,2,7,3,2,3,2,1,3,3,2,1,0,0,5,4,3,4,5,4,4,6,3,4,3,4,1,37
"212",252,0,1,2,5,2,2,2,2,3,2,3,1,2,1,2,1,1,4,1,1,1,1,0,10,4,1,5,4,3,2,4,3,3,5,2,3,2,40
"213",366,1,1,4,5,2,3,1,5,2,2,2,5,6,4,2,5,1,2,2,2,1,2,1,5,4,3,5,3,2,4,4,3,5,6,3,4,1,24
"214",612,1,2,5,4,1,3,1,3,1,2,3,2,5,3,2,6,1,1,1,2,2,2,6,10,2,3,4,4,3,5,6,3,4,4,2,4,2,50
"215",641,1,1,1,4,2,2,1,3,4,3,1,4,1,2,2,3,3,4,1,4,2,3,0,10,5,5,5,2,2,4,5,6,2,3,3,5,4,55
"216",325,0,3,2,4,4,2,3,3,3,2,1,4,6,1,2,4,3,2,1,4,1,2,0,15,4,5,5,2,5,4,3,3,3,5,4,4,2,43
"217",687,1,1,2,3,2,2,3,4,4,2,1,3,2,5,2,5,2,2,1,2,2,3,0,30,3,4,5,3,4,4,6,3,3,4,5,3,2,45
"218",464,0,2,2,3,3,3,4,1,1,5,1,1,4,3,2,3,3,2,2,2,2,1,1,0,4,2,4,1,2,2,4,3,3,5,3,4,1,51
"219",227,1,1,4,4,1,2,2,3,2,3,1,4,4,2,2,6,2,1,2,2,1,2,0,30,5,3,5,4,2,5,4,3,5,4,3,6,1,38
"220",190,1,2,2,4,1,3,2,5,2,2,1,4,6,4,2,6,4,2,2,1,2,3,1,0,3,4,4,5,3,3,5,4,3,4,3,4,1,56
"221",287,1,3,3,5,4,4,4,3,3,1,2,2,4,4,2,3,2,1,2,1,1,1,0,30,5,3,1,5,4,5,4,2,4,4,3,4,3,57
"222",362,1,4,1,6,1,2,1,5,2,5,1,6,5,4,2,1,3,4,1,4,2,1,2,30,3,3,4,5,4,2,3,2,3,3,2,4,1,49
"223",630,0,1,2,5,3,3,1,3,4,6,2,3,2,2,2,5,4,1,1,2,1,4,0,20,3,2,3,3,3,3,3,3,4,4,2,3,1,57
"224",314,1,1,1,4,3,1,2,6,1,1,2,5,5,2,2,2,4,3,1,2,1,3,0,10,4,5,4,1,4,5,4,3,3,5,4,4,1,35
"225",545,0,2,2,3,3,1,3,4,2,5,1,1,3,5,2,1,3,1,2,3,2,3,0,40,4,4,4,4,5,5,2,3,2,3,5,3,1,49
"226",173,1,2,1,4,2,2,2,2,2,1,5,4,6,1,2,1,1,1,3,1,2,2,1,50,2,2,4,4,2,3,3,3,4,4,3,4,1,49
"227",515,0,2,4,5,2,1,4,4,1,2,2,5,4,5,2,2,4,2,1,2,1,1,0,0,3,2,3,5,4,4,3,6,2,6,3,4,1,50
"228",372,0,3,3,4,1,1,2,3,1,5,1,2,6,1,2,5,1,1,2,1,2,2,0,30,3,4,3,6,4,1,4,4,3,4,5,3,1,47
"229",535,1,2,2,3,4,3,1,4,2,4,3,4,7,3,2,1,2,1,1,2,2,1,0,0,4,2,4,3,2,2,3,6,3,4,5,4,1,30
"230",631,0,3,3,4,1,3,3,3,3,2,1,5,5,4,2,2,1,1,1,2,2,2,1,15,3,3,3,2,5,4,3,4,3,6,3,5,2,46
"231",434,0,6,3,6,2,6,2,5,3,3,3,4,4,1,2,4,2,4,1,1,2,2,1,20,4,6,4,4,4,4,4,4,1,5,4,3,2,54
"232",622,0,4,4,4,4,4,2,5,1,6,4,3,5,2,2,1,1,1,2,4,1,1,0,20,3,3,5,5,3,4,4,5,3,5,5,3,1,37
"233",615,0,3,3,3,4,1,3,6,2,5,2,1,5,5,2,4,1,2,1,2,1,2,1,0,3,4,6,3,2,4,6,4,3,2,4,3,1,37
"234",212,1,3,2,4,1,3,3,3,2,2,1,3,2,1,2,5,3,1,1,1,2,2,0,60,5,2,2,4,2,4,3,4,4,3,4,5,1,51
"235",589,1,6,3,1,1,2,4,3,1,2,1,3,6,1,2,4,1,3,2,4,4,2,2,3,5,1,4,1,4,3,4,3,3,5,4,3,2,25
"236",534,0,3,2,1,2,2,6,6,1,2,1,2,1,1,2,3,2,1,1,2,1,1,0,15,4,2,5,4,3,3,3,3,4,4,3,3,1,55
"237",264,1,2,1,4,4,2,3,3,2,3,3,3,6,3,2,4,2,1,2,3,1,2,0,30,4,4,5,2,4,4,4,4,1,4,4,3,1,48
"238",402,0,2,3,5,2,4,3,6,3,1,1,1,3,1,2,1,3,3,3,3,1,2,0,0,6,2,4,3,2,4,4,4,5,4,4,3,1,53
"239",438,1,3,3,6,3,5,1,3,3,4,2,3,4,1,2,2,5,4,2,2,1,4,0,30,4,3,4,4,5,2,4,3,4,4,4,4,1,45
"240",446,1,2,3,4,2,4,4,4,2,2,5,2,5,3,2,5,5,2,2,4,2,1,0,30,3,4,4,5,3,4,5,3,3,4,5,3,2,38
"241",516,1,2,1,4,4,4,2,4,1,4,2,4,5,2,2,1,2,2,2,3,3,1,1,1,2,3,3,4,3,4,5,2,3,5,4,4,1,49
"242",646,0,4,3,3,4,2,1,3,1,3,5,5,6,3,2,3,1,1,1,4,3,2,6,45,4,3,5,4,4,2,3,4,3,4,4,3,2,45
"243",589,1,2,1,3,3,2,1,3,3,1,1,3,5,4,2,3,3,2,2,1,4,3,0,5,3,4,5,5,3,3,3,3,5,4,3,3,1,29
"244",298,1,1,3,5,4,1,3,6,3,4,1,1,5,3,2,2,1,3,1,2,1,2,0,15,1,4,6,4,3,4,5,4,4,3,2,4,1,35
"245",607,1,2,2,3,1,4,1,5,2,2,1,2,1,4,2,2,6,2,2,1,2,3,1,20,4,2,6,4,4,3,5,4,4,5,3,3,2,43
"246",500,0,3,3,3,4,3,2,4,1,2,1,1,5,5,2,1,1,3,2,1,2,1,0,20,3,3,3,4,4,3,5,3,5,5,2,4,1,24
"247",562,1,3,4,3,2,3,1,3,1,2,2,2,1,1,2,1,1,1,1,2,2,4,0,30,4,4,4,3,4,3,4,3,3,4,4,3,1,25
"248",719,1,3,2,4,1,3,1,3,1,2,2,1,5,2,2,3,5,2,1,1,2,3,0,30,2,4,3,3,3,3,5,3,3,5,4,2,1,55
"249",496,0,1,1,2,2,5,3,5,2,4,1,5,5,2,2,4,2,3,4,2,1,2,6,6,4,3,5,3,3,4,3,5,4,4,4,2,1,38
"250",436,1,1,2,3,2,5,3,3,1,3,3,5,5,2,2,2,1,1,1,1,2,1,0,10,3,4,5,4,1,3,4,2,4,3,5,2,2,48
"251",513,0,2,1,6,2,1,1,5,2,2,1,2,5,3,2,6,2,3,1,2,2,1,0,0,5,3,5,6,3,4,4,4,4,4,4,4,2,36
"252",322,0,2,3,3,3,3,3,5,1,2,2,4,6,3,2,3,2,3,1,3,1,3,4,0,3,3,4,5,3,4,2,3,3,4,3,3,2,49
"253",377,0,3,1,4,2,2,1,5,1,4,5,1,4,2,2,1,2,2,3,1,2,1,0,5,4,4,4,5,6,4,4,4,4,4,3,4,1,53
"254",173,1,1,1,3,1,3,2,4,5,1,4,3,5,2,2,6,5,1,1,3,1,1,1,10,4,3,4,4,4,4,3,4,3,4,3,4,1,28
"255",472,1,1,3,4,2,2,3,5,6,1,2,1,2,3,2,5,1,1,2,1,1,2,0,20,2,3,5,4,4,2,4,4,3,5,3,4,1,69
"256",296,0,1,4,2,2,5,3,4,1,1,1,3,4,4,2,5,3,2,3,2,1,3,0,5,5,4,4,5,3,4,2,3,4,5,2,2,1,55
"257",195,1,4,4,3,6,2,4,3,2,5,4,5,6,1,2,2,2,2,1,1,3,2,1,30,1,4,6,2,3,3,4,4,3,3,4,3,1,38
"258",221,0,1,3,6,3,3,2,4,1,1,1,3,3,4,2,6,2,2,2,2,4,2,5,30,4,4,4,3,5,3,2,2,4,3,4,4,1,46
"259",361,0,1,1,5,2,2,3,5,1,3,1,7,4,3,2,2,1,1,2,3,2,2,0,0,3,4,4,4,4,3,3,2,3,3,3,4,1,29
"260",483,1,2,2,4,3,3,2,6,4,5,1,4,1,1,2,4,3,2,3,2,1,3,0,0,3,1,6,3,5,3,4,3,3,5,3,2,1,70
"261",346,1,3,3,2,1,1,4,3,5,6,1,4,5,2,2,6,2,4,1,1,1,2,0,20,3,3,3,4,5,4,2,3,4,4,5,3,1,39
"262",431,0,1,2,4,1,4,2,4,2,4,1,4,5,2,2,2,4,4,1,1,3,2,0,10,3,4,4,5,5,4,4,5,4,4,2,4,1,41
"263",508,1,2,2,5,2,3,2,3,2,6,1,2,4,1,2,3,2,1,1,1,1,3,0,20,5,4,4,1,4,5,5,3,4,3,4,2,2,53
"264",439,1,3,2,5,1,3,3,3,3,1,1,4,1,3,2,6,2,1,4,3,3,5,0,10,4,2,4,5,4,3,4,3,4,3,4,3,2,47
"265",132,1,2,3,1,1,2,1,5,2,4,1,1,2,4,2,2,5,4,2,1,4,3,2,30,4,4,4,6,4,3,3,3,3,2,4,3,1,60
"266",238,0,3,3,6,1,1,2,4,2,2,2,4,2,4,2,7,4,1,1,1,1,2,0,20,4,2,3,2,4,4,3,5,3,4,4,4,2,63
"267",305,1,6,1,4,3,2,3,5,3,1,1,2,1,1,2,6,6,2,4,1,2,2,0,0,3,3,3,5,6,4,3,5,3,5,3,4,2,50
"268",682,0,3,2,3,1,2,2,6,5,1,2,4,5,4,2,1,1,1,2,1,3,3,0,0,3,3,6,4,4,5,4,3,3,5,3,4,1,29
"269",389,1,3,4,3,3,1,4,2,3,2,5,2,5,1,2,2,3,1,3,2,1,3,0,0,4,3,4,5,4,6,5,5,5,4,3,2,2,37
"270",149,1,3,5,5,3,3,1,3,2,4,1,1,5,3,2,2,5,3,1,3,3,1,0,20,4,2,5,4,4,6,5,2,3,5,4,3,1,67
"271",319,0,4,2,4,1,3,2,3,1,2,1,6,5,2,2,4,3,2,1,3,1,2,1,5,3,3,5,4,5,6,4,3,4,4,3,3,2,31
"272",390,1,2,2,6,2,3,1,5,4,3,1,2,2,1,2,2,3,2,1,3,1,3,0,30,3,3,4,4,6,5,4,3,4,2,3,4,1,51
"273",704,0,2,1,3,2,5,2,4,1,2,1,5,1,2,2,2,3,2,2,2,2,1,1,10,3,4,3,4,4,3,3,3,3,5,5,4,1,45
"274",417,0,1,2,5,2,2,5,4,1,2,2,3,3,4,2,5,1,3,1,3,2,2,3,20,4,4,4,2,6,4,4,5,2,4,3,4,2,49
"275",517,0,3,1,4,2,3,3,5,2,4,2,1,6,4,2,1,2,2,3,3,3,1,0,45,5,3,4,4,3,4,3,4,5,3,4,5,1,53
"276",668,0,3,3,3,3,2,3,5,3,5,1,3,5,1,2,4,1,1,2,1,2,1,0,30,2,4,6,4,5,6,4,3,1,4,3,3,1,29
"277",524,1,2,2,3,4,5,3,5,2,3,2,5,2,1,2,1,1,4,1,2,4,4,0,30,3,5,4,4,4,2,6,4,5,3,4,3,1,53
"278",684,0,4,3,1,1,1,1,2,1,2,1,3,5,2,2,1,1,4,1,4,2,3,0,15,1,5,3,4,3,4,5,2,3,5,3,2,2,37
"279",453,0,1,1,4,1,5,4,6,2,2,1,1,5,5,2,1,2,1,1,1,3,1,0,20,3,3,4,4,4,3,3,3,4,1,3,3,1,41
"280",670,1,1,3,5,1,3,2,4,2,2,3,3,4,2,2,2,4,2,1,1,1,2,1,0,6,3,4,4,2,4,4,3,4,4,4,3,1,39
"281",321,1,2,1,3,5,1,1,4,5,2,3,3,3,1,2,4,1,2,2,2,2,1,1,3,4,5,4,3,3,3,3,3,4,4,4,1,1,63
"282",321,0,3,1,5,2,3,1,5,2,5,1,1,1,5,2,4,1,4,4,1,2,2,0,50,4,3,3,3,3,4,4,4,3,2,4,3,1,28
"283",94,0,1,2,4,2,6,4,6,4,6,3,2,6,2,2,5,1,1,3,2,2,1,5,20,3,4,5,3,5,5,3,4,3,2,3,3,2,51
"284",344,1,3,1,3,1,2,1,6,1,5,1,1,3,4,2,1,2,2,3,4,4,3,0,10,3,4,4,4,5,4,2,3,3,5,4,2,1,53
"285",544,1,2,3,2,4,3,1,3,1,1,2,5,5,1,2,1,1,1,1,2,2,2,0,45,4,3,4,3,4,6,4,4,1,4,4,3,1,63
"286",293,1,4,2,3,3,4,1,3,3,1,5,3,1,2,2,3,6,2,4,1,1,2,4,15,4,3,4,2,5,5,3,4,4,1,3,4,1,46
"287",130,1,1,1,3,1,4,5,3,2,5,3,1,1,3,2,2,1,2,3,4,2,1,0,5,4,3,6,3,4,3,2,5,2,4,4,2,1,51
"288",470,0,4,1,6,3,2,1,3,2,1,2,5,2,1,2,1,2,1,2,4,1,1,1,10,4,3,3,3,5,2,4,4,4,4,6,3,2,50
"289",467,1,3,1,3,4,3,2,3,1,2,5,2,6,3,2,3,1,3,1,1,3,3,0,0,2,3,2,3,4,2,4,3,4,3,2,4,1,52
"290",448,0,1,3,6,2,2,2,5,5,2,4,4,2,5,2,1,1,1,2,2,3,3,1,5,4,4,3,3,5,4,4,4,1,5,3,2,1,50
"291",438,1,1,1,4,3,4,1,4,5,3,2,2,5,2,2,2,2,2,2,4,2,4,1,15,6,3,5,4,5,5,5,4,4,4,3,3,1,57
"292",197,0,5,1,6,3,2,3,4,1,2,2,5,2,5,2,2,1,3,2,2,1,1,1,10,3,2,4,4,5,4,3,1,4,4,3,2,1,69
"293",210,1,3,2,3,4,2,3,5,1,2,1,2,6,3,2,3,1,1,4,2,1,3,0,2,4,3,5,4,4,3,4,2,3,5,4,4,1,62
"294",144,0,1,4,4,1,4,3,5,3,5,1,1,5,1,2,2,2,2,1,1,1,1,0,10,3,2,3,4,4,3,6,2,3,3,2,2,1,42
"295",374,1,1,2,3,1,4,1,2,2,1,1,4,4,2,2,2,1,1,3,1,2,2,0,30,3,4,2,6,5,6,6,3,3,6,3,4,1,49
"296",324,1,2,2,3,2,3,3,3,2,5,1,2,3,2,2,2,1,4,1,3,2,2,0,1,3,1,5,4,4,2,5,3,3,3,5,3,1,68
"297",538,1,3,2,1,1,2,1,6,2,1,1,2,2,2,2,2,1,4,1,3,1,1,0,0,5,2,4,4,3,4,3,4,2,5,4,3,1,36
"298",546,0,1,1,3,1,3,2,3,1,5,1,5,5,4,2,1,1,4,1,3,1,2,0,0,3,3,4,3,2,3,3,3,4,5,4,6,1,50
"299",288,1,4,1,5,1,3,1,6,3,1,5,2,4,2,2,3,1,1,2,2,1,4,0.5,5,4,3,5,3,4,3,4,4,3,3,3,4,2,45
"300",243,0,2,3,3,6,4,2,4,1,2,2,2,4,1,2,1,2,2,4,1,1,1,0,15,3,4,4,3,5,4,3,3,3,4,4,3,1,39
"301",482,0,2,2,6,6,1,4,5,5,4,3,3,5,3,2,4,2,3,3,4,5,2,0,30,6,4,4,4,4,6,3,4,4,4,3,3,1,50
"302",716,1,4,5,6,2,1,1,6,1,5,1,2,2,2,2,2,1,2,1,3,2,3,0,50,4,3,4,4,3,4,2,4,3,4,2,3,1,48
"303",138,0,3,1,5,3,4,3,5,1,2,5,2,4,1,2,1,1,2,1,4,2,3,2,30,5,4,3,5,4,5,2,1,4,3,4,3,2,58
"304",366,0,5,2,6,3,4,2,6,2,2,1,4,2,3,2,5,3,1,1,1,1,3,0,20,3,4,4,1,4,3,2,3,6,3,3,3,2,53
"305",713,0,2,2,2,1,6,1,4,2,6,1,1,5,2,2,3,1,3,1,3,1,3,0,30,5,3,4,3,2,4,4,3,3,3,4,2,1,49
"306",243,0,3,2,3,4,1,3,6,3,4,1,2,5,2,2,4,4,4,1,1,1,1,1,10,2,3,5,5,4,4,4,3,3,3,2,5,1,50
"307",257,1,3,3,3,4,1,2,3,4,5,1,1,3,1,2,4,4,2,2,2,3,2,0,15,4,3,5,4,5,2,5,3,4,2,3,2,2,64
"308",476,0,2,4,5,2,1,1,6,1,3,2,4,4,1,2,4,1,1,3,2,1,3,1,10,3,4,3,3,4,3,4,4,3,3,5,4,1,3
"309",198,0,1,4,3,2,2,2,6,1,5,1,3,5,4,2,4,3,2,2,2,1,4,0,10,3,2,4,3,3,2,1,4,3,3,3,3,1,51
"310",648,1,6,3,3,4,3,3,3,5,2,4,3,4,1,2,1,1,1,2,3,1,1,6,10,3,3,5,5,1,3,4,4,4,3,2,3,1,46
"311",455,1,4,2,3,3,3,4,3,2,3,3,1,6,5,2,2,4,4,4,1,3,2,0,0,5,5,4,5,4,3,3,3,4,4,4,4,1,69
"312",409,0,4,3,4,2,1,4,4,4,1,2,4,4,1,2,4,5,4,2,2,1,3,0,5,3,6,6,5,4,2,4,5,4,4,4,5,1,59
"313",634,1,3,2,4,2,2,2,3,1,2,4,3,4,3,2,1,3,3,3,1,1,2,0,20,3,5,5,5,4,2,5,5,2,4,4,4,2,39
"314",263,1,6,1,3,3,4,2,3,2,3,2,2,5,3,2,4,4,1,1,2,2,2,1,3,2,4,4,3,3,3,3,2,4,4,4,5,4,35
"315",555,0,2,2,2,3,2,3,1,2,2,2,4,4,1,2,3,2,2,1,1,2,1,0,30,4,2,4,3,4,5,3,5,4,6,4,2,1,56
"316",387,0,4,3,4,3,2,2,3,3,1,1,2,1,3,2,5,1,2,1,4,2,2,0,15,5,5,4,3,3,3,6,3,4,4,4,2,1,47
"317",589,0,3,1,3,3,2,4,6,1,2,2,1,5,3,2,5,2,2,4,2,2,3,0,10,4,3,1,6,5,6,2,5,3,4,4,2,2,43
"318",268,0,3,5,3,1,2,3,6,2,2,2,2,4,1,2,5,1,1,3,2,1,2,0,5,3,5,3,3,4,3,4,4,4,4,5,4,2,40
"319",562,1,3,3,3,1,3,1,3,3,5,1,5,5,3,2,3,1,1,1,3,1,2,0,30,6,4,3,4,4,4,3,2,5,4,3,3,1,35
"320",390,1,2,3,4,1,3,2,2,3,1,3,5,5,1,2,2,1,1,1,4,3,1,0,5,4,1,4,5,3,5,3,3,3,6,4,6,1,50
"321",431,1,4,5,3,3,3,1,5,1,3,1,1,4,1,2,1,6,2,1,2,2,2,0,30,3,4,4,4,4,4,4,3,1,2,4,4,2,45
"322",508,1,1,2,3,3,5,3,6,1,2,4,1,3,5,2,6,6,2,3,1,2,2,0,3,3,3,6,3,3,4,4,6,4,2,3,2,2,46
"323",697,0,2,3,3,3,1,3,5,1,4,1,3,2,5,2,2,2,1,2,1,3,2,0,15,3,2,3,3,3,4,4,4,4,2,3,4,2,53
"324",532,0,3,2,6,4,3,2,4,3,5,2,2,4,5,2,3,1,2,3,1,1,2,1,10,4,4,5,3,5,3,4,2,2,2,4,5,1,48
"325",446,0,1,2,4,5,6,1,3,2,1,3,3,7,4,2,3,1,2,1,3,1,2,0,5,2,3,5,2,4,5,4,4,5,5,3,3,1,62
"326",158,0,4,1,5,2,4,2,4,4,4,1,1,5,2,2,4,2,2,1,3,1,2,0,10,4,5,4,4,4,3,4,4,3,3,2,3,1,45
"327",597,0,3,3,5,1,1,3,6,3,3,1,4,1,2,2,2,4,2,3,2,1,2,0,30,4,2,2,3,4,4,5,1,4,3,3,2,1,51
"328",585,0,2,1,1,1,1,4,2,1,2,2,6,4,1,2,1,3,4,2,2,2,2,0,10,4,3,5,5,3,3,4,2,4,4,4,3,1,48
"329",668,1,3,1,3,1,4,3,3,3,3,1,2,5,1,2,1,2,3,1,4,1,3,0,10,5,4,4,4,5,3,4,3,5,4,4,4,2,25
"330",442,0,2,6,5,2,2,3,1,1,2,1,2,3,2,2,1,2,2,1,2,1,2,2,0,2,3,4,3,1,6,5,3,4,4,3,4,1,29
"331",489,1,3,5,3,1,3,2,5,3,6,5,4,5,3,2,3,1,2,1,4,2,4,1,2,3,3,4,3,4,4,3,5,2,3,3,4,1,21
"332",288,0,3,3,3,4,2,2,3,1,4,4,4,5,5,2,3,4,2,1,1,1,2,0,10,4,2,3,4,5,3,5,2,4,5,3,3,1,58
"333",539,0,2,3,6,1,2,2,3,2,1,1,1,5,2,2,4,4,2,1,4,1,1,1,7,2,3,4,4,4,4,3,3,3,4,2,4,2,55
"334",605,1,2,1,5,2,3,3,4,1,1,1,2,3,6,2,5,4,2,2,4,2,5,0,3,4,5,4,4,4,2,5,1,4,2,2,2,1,54
"335",459,1,3,1,4,2,4,3,6,3,6,1,3,1,1,2,2,1,1,1,3,1,3,2,10,5,4,4,4,4,3,4,4,4,3,4,3,1,31
"336",234,1,3,2,4,2,2,4,5,1,4,4,2,5,4,2,4,2,2,1,1,4,4,0,5,5,3,4,4,4,2,5,3,4,4,4,5,1,41
"337",321,1,5,1,3,2,6,3,5,2,2,4,2,4,1,2,5,5,1,2,2,2,1,1,15,4,3,1,5,4,5,3,3,3,4,4,3,1,50
"338",169,0,3,4,4,1,3,1,3,2,3,1,4,5,4,2,4,4,2,2,2,1,2,0,30,3,3,3,6,3,5,1,4,3,3,5,4,4,37
