"","id","low_rep_est1","low_rep_est2","low_rep_est3","low_rep_est4","low_rep_est5","low_rep_est_all","low_rep1","low_rep2","low_rep3","low_rep4","low_rep5","low_rep_all","addiction1","addiction2","addiction3","addiction4","addiction5","addiction6","addiction7","addiction8","dependency1","dependency2","dependency3","dependency4","dependency5","line_time_hour","line_time_minute","extroversion1","extroversion2","network1","network2","network3","network4","lonely1","lonely2","lonely3","lonely4","lonely5","lonely6","rm1","rm2","rm3","rm4","rm5","rm6","rm7","rm8","rm9","rm10","rm11","rm12","sex","age"
"121",1793,1,2,4,3,3,4,1,3,2,1,4,1,1,3,3,1,5,2,1,5,3,2,3,2,2,0,30,4,2,3,3,2,6,3,5,3,2,2,3,4,2,3,4,4,3,4,3,3,2,4,2,2,76
"122",1132,6,1,4,5,2,4,3,5,5,1,3,1,4,2,2,5,5,1,4,2,2,3,1,3,2,0,0,1,5,4,6,5,4,5,3,1,3,2,5,4,3,3,3,6,2,3,3,4,5,5,4,1,60
"123",1134,2,3,5,3,4,4,3,4,4,1,6,4,3,5,5,1,3,1,3,2,4,1,2,4,3,1,0,1,5,4,3,4,5,3,1,3,4,2,4,6,5,4,4,3,2,3,2,3,4,5,3,1,58
"124",513,4,1,1,5,1,4,3,3,5,3,1,4,1,6,1,1,5,5,1,2,3,1,4,1,2,0,3,1,6,3,1,3,5,3,3,3,5,4,2,3,3,4,4,4,3,3,4,1,4,4,3,1,55
"125",1167,3,4,3,2,1,2,3,1,5,2,3,4,1,3,1,1,5,2,2,2,2,2,2,1,3,0,0,4,3,2,4,4,1,2,3,3,4,2,4,3,4,5,5,4,6,4,4,3,4,4,4,1,34
"126",1550,3,4,2,1,1,3,2,3,2,2,3,3,3,3,2,6,5,2,3,2,4,1,3,1,2,0,5,3,4,1,1,1,5,2,3,1,5,2,4,4,3,3,4,4,2,4,4,4,5,3,4,2,72
"127",528,4,5,3,3,5,4,3,1,2,4,3,2,3,3,6,3,5,3,1,3,4,2,2,3,1,0,5,2,6,4,6,4,4,2,2,2,3,4,4,4,4,4,5,4,3,5,4,3,4,3,5,2,44
"128",775,2,3,5,3,3,4,3,4,2,3,3,1,2,3,1,4,1,1,1,1,2,1,4,4,3,0,0,6,6,2,6,3,2,4,2,4,2,5,5,3,6,4,4,4,1,3,4,2,2,4,2,1,38
"129",1748,3,3,1,5,3,4,3,4,3,1,3,6,3,1,1,6,4,1,5,2,2,2,1,2,1,0,10,3,3,2,4,3,3,2,4,3,3,3,3,3,3,4,3,3,4,5,4,2,5,4,4,1,46
"130",223,2,3,4,1,5,5,4,4,1,3,1,4,2,5,2,1,2,3,2,2,2,1,1,1,1,0,15,4,3,5,3,5,7,3,1,1,5,4,2,5,4,3,1,4,4,5,5,4,4,3,4,2,21
"131",377,3,2,4,3,3,4,1,3,4,4,4,4,5,3,3,1,1,2,3,3,2,2,1,1,1,1,10,1,3,5,5,2,7,5,1,3,3,4,3,3,1,4,1,3,3,3,3,2,3,3,5,1,50
"132",1620,2,1,3,4,2,4,2,4,1,5,2,4,2,1,1,6,5,4,1,2,3,2,1,2,1,0,10,2,3,4,4,2,4,2,5,1,4,3,2,4,3,4,4,4,4,3,3,3,5,3,3,2,51
"133",650,1,4,2,3,2,3,4,5,4,4,3,2,1,3,1,5,4,2,3,1,3,5,1,2,1,0,1,7,3,3,3,3,5,2,1,1,4,3,1,5,3,4,4,4,4,4,3,4,3,6,3,1,67
"134",687,3,2,4,2,6,1,4,2,5,3,1,1,2,5,1,3,5,2,6,2,2,1,5,2,2,0,15,3,4,3,3,3,5,5,2,3,4,3,3,3,3,4,4,5,2,5,5,4,1,4,5,1,39
"135",1136,1,5,5,3,3,4,2,4,4,3,2,3,2,4,5,5,5,4,2,1,1,2,3,1,2,0,20,1,3,3,6,6,4,2,1,2,2,3,5,3,3,2,4,3,3,4,3,3,3,4,3,2,67
"136",500,4,3,4,5,2,6,1,2,4,4,3,4,3,2,2,1,3,3,4,3,1,3,2,2,2,0,10,5,3,2,6,6,3,2,2,2,3,3,5,3,2,5,3,3,2,2,4,2,4,5,4,1,47
"137",919,2,5,3,1,1,6,4,2,3,2,2,2,2,2,6,4,6,5,6,1,3,1,2,2,2,0,10,1,4,4,6,5,6,2,1,2,4,4,5,2,4,4,4,5,4,4,1,3,2,3,5,1,50
"138",1187,5,2,4,1,5,5,2,3,3,1,2,3,2,3,3,3,6,1,1,1,4,1,2,2,2,0,30,3,2,4,4,4,6,3,1,2,5,3,2,4,5,4,3,5,3,3,5,3,4,3,3,1,46
"139",517,2,1,4,1,2,4,2,5,1,3,2,4,3,1,1,3,1,2,1,1,3,1,2,3,1,0,0,4,5,4,4,3,2,3,3,3,3,3,2,6,4,4,4,3,2,4,4,5,4,4,5,1,40
"140",1822,1,3,3,4,4,4,2,2,2,2,4,4,6,5,2,5,3,1,4,1,1,1,1,2,3,0,0,2,6,4,1,5,2,3,2,3,2,3,2,4,3,5,3,4,4,4,3,4,3,3,5,1,33
"141",485,1,5,1,3,1,4,3,5,5,1,5,5,3,4,4,1,5,2,5,1,1,1,3,2,2,0,30,4,5,5,4,5,1,3,2,2,4,5,3,3,4,4,3,4,5,4,4,4,2,3,3,1,28
"142",561,3,3,4,5,2,4,2,2,4,3,4,2,2,1,1,2,6,2,5,1,1,2,4,1,1,0,0,1,2,1,4,4,2,2,1,3,3,2,4,4,4,4,4,5,4,5,3,5,2,3,2,2,67
"143",1708,4,5,2,5,4,4,4,2,4,3,2,4,1,1,1,5,3,2,4,3,4,4,3,3,2,2,10,4,3,6,5,5,5,3,2,1,3,2,3,4,3,5,4,3,5,4,5,4,4,4,4,1,30
"144",521,2,2,3,3,2,4,5,2,4,2,2,2,2,3,2,1,3,1,2,2,1,2,2,2,1,3,0,1,6,1,4,6,1,4,3,2,3,2,4,5,5,5,5,1,3,3,4,2,4,4,3,1,35
"145",753,1,5,3,1,2,4,3,4,1,3,1,4,1,1,1,2,2,2,5,1,3,1,2,1,1,0,15,3,4,1,3,3,7,3,2,4,2,3,2,2,3,4,4,4,3,3,4,3,2,4,3,2,50
"146",1470,3,3,1,2,2,4,1,3,3,2,4,2,3,5,5,2,2,6,5,2,1,1,2,1,1,0,5,2,5,3,2,6,4,4,2,4,3,4,2,1,4,4,3,5,4,4,4,5,3,4,2,2,55
"147",1128,4,4,5,5,3,4,3,2,3,4,3,5,3,2,2,4,5,1,4,2,3,3,3,2,2,1,0,1,1,3,4,3,7,2,3,1,3,4,2,6,1,3,5,4,3,4,3,4,2,3,4,2,49
"148",1812,4,4,4,4,4,4,3,1,2,3,4,4,1,2,5,1,1,2,1,1,1,1,2,1,2,0,10,4,5,2,2,1,4,1,3,2,4,4,2,4,2,4,3,5,4,4,4,4,1,2,4,1,41
"149",1338,5,5,3,4,3,4,3,3,2,2,1,3,4,5,2,1,6,2,5,2,2,2,1,1,1,0,0,1,6,3,2,1,2,3,3,4,3,2,3,4,6,4,4,6,1,5,3,2,5,3,2,1,40
"150",523,3,5,5,4,4,4,3,3,2,1,3,3,2,4,2,3,3,1,2,1,1,2,2,1,3,1,15,2,5,1,2,2,5,4,3,2,3,5,3,3,3,5,4,3,3,4,3,4,3,4,4,1,43
"151",1672,4,2,2,2,1,4,3,3,2,1,1,3,1,5,1,2,6,4,3,2,1,2,4,4,2,0,0,4,5,4,2,5,5,2,2,3,4,3,3,4,3,4,3,3,1,5,5,5,4,5,4,2,50
"152",363,4,1,1,3,4,2,1,1,1,1,1,4,4,3,1,4,3,2,1,5,2,1,3,2,1,0,10,2,2,4,3,1,5,2,4,3,4,2,5,5,2,4,5,4,2,4,3,3,3,4,3,1,40
"153",544,2,5,3,3,3,2,4,3,5,2,1,5,1,3,1,3,5,4,1,1,1,4,3,1,1,1,10,5,4,4,4,1,5,2,2,2,3,4,4,3,3,4,3,4,3,3,4,4,4,4,6,1,62
"154",281,1,2,5,2,3,4,1,2,6,4,3,2,2,4,5,1,5,1,2,2,1,3,2,1,1,0,30,2,5,3,7,2,5,2,3,1,3,4,3,3,4,5,5,4,3,5,4,2,4,4,3,1,46
"155",1671,2,4,6,2,2,4,1,1,1,3,1,2,2,2,3,3,4,2,5,3,2,4,1,4,3,0,30,2,5,3,4,3,4,2,2,3,2,3,2,4,3,5,5,5,3,4,3,3,4,3,3,1,44
"156",403,2,4,4,5,3,5,5,3,3,3,3,2,3,6,3,1,4,3,1,3,1,3,1,2,2,0,15,4,6,2,2,4,3,3,3,2,3,3,2,3,4,4,6,2,4,3,4,2,4,3,3,1,54
"157",1577,3,2,4,4,5,4,3,3,3,3,4,1,1,2,1,1,5,2,2,3,1,1,1,1,2,1,30,3,6,2,2,7,3,2,2,3,4,4,4,4,4,2,3,5,4,4,5,3,4,3,4,1,35
"158",542,4,1,2,3,3,4,2,3,2,3,2,3,3,2,1,1,5,1,5,3,1,2,2,1,3,0,30,3,4,6,3,2,5,5,2,4,5,2,4,3,4,4,2,2,2,4,4,2,4,3,3,2,66
"159",1158,5,2,4,2,1,4,2,1,2,4,1,2,3,3,1,1,3,2,2,3,2,4,1,2,2,0,0,1,5,2,2,4,2,4,5,3,4,4,3,3,3,5,2,2,3,3,6,3,3,3,2,1,36
"160",1641,6,4,1,2,4,2,3,4,5,3,1,1,3,1,1,1,4,2,5,2,3,4,3,4,3,0,15,4,1,4,2,1,3,3,2,2,1,5,3,3,4,4,3,4,2,2,4,5,4,5,4,1,59
"161",583,3,2,1,4,1,4,4,1,4,3,6,5,2,1,2,5,2,3,1,4,1,5,4,2,2,1,10,2,5,5,4,1,4,3,1,4,3,2,1,3,2,5,5,2,4,3,3,3,4,4,3,2,22
"162",817,1,3,4,3,1,4,4,3,4,5,2,3,3,2,2,6,4,4,6,4,1,2,1,1,2,0,10,1,3,4,4,1,6,2,3,3,3,3,4,3,3,3,4,4,3,4,2,2,4,6,5,1,65
"163",1208,4,4,2,1,4,4,1,1,1,5,2,4,3,3,1,1,5,1,3,1,2,2,2,2,1,0,5,3,7,3,3,4,5,2,2,3,4,4,2,1,4,6,3,5,5,3,3,4,4,5,4,2,67
"164",1108,3,3,1,6,4,3,4,3,6,3,2,2,2,2,1,4,4,1,4,2,2,2,1,2,3,1,15,2,4,4,4,6,4,1,3,4,4,2,2,3,4,3,2,4,3,4,4,4,5,3,3,2,28
"165",916,4,2,1,3,5,4,3,6,3,3,2,2,1,1,4,3,5,6,3,2,3,4,2,1,3,1,5,4,3,2,5,5,1,3,3,4,3,4,3,2,4,1,4,5,3,4,3,5,1,5,1,2,44
"166",1705,4,3,1,2,1,4,1,2,1,3,1,4,1,1,1,5,1,1,3,4,2,2,1,1,4,0,40,2,3,5,2,4,6,2,4,1,4,2,2,5,2,3,3,3,4,4,3,3,2,4,3,1,73
"167",809,1,4,4,4,2,4,5,2,1,2,3,2,3,5,2,1,5,1,4,2,1,2,1,2,2,0,15,5,5,5,3,6,5,2,3,2,2,2,3,4,5,3,4,5,4,3,3,3,4,2,4,1,63
"168",1173,4,5,5,5,4,4,2,3,3,5,1,5,1,3,1,1,2,1,4,3,3,1,3,2,3,1,0,1,2,3,3,5,4,1,2,4,4,4,4,5,4,4,5,3,3,4,3,4,3,2,6,1,44
"169",1784,4,3,3,3,3,4,3,4,2,1,3,3,2,4,1,2,2,2,1,5,1,1,2,2,1,0,60,2,1,4,3,2,3,4,2,2,5,5,3,4,4,2,3,2,3,2,4,3,5,3,3,1,53
"170",1796,2,4,4,4,1,4,3,3,2,3,3,1,2,5,2,3,5,5,2,2,1,2,2,1,2,0,30,5,6,3,3,2,5,2,3,3,3,3,3,5,4,5,5,4,3,5,3,5,3,3,4,2,38
"171",1646,4,4,5,3,3,4,1,3,2,3,4,5,1,2,7,2,1,1,2,3,1,3,2,1,2,0,10,4,6,5,6,1,5,3,2,2,4,3,2,2,5,6,3,2,4,4,5,5,5,3,3,1,43
"172",1826,1,4,3,4,4,3,2,4,4,3,2,3,2,3,1,3,5,3,3,4,1,1,1,1,5,0,30,2,6,4,6,5,3,3,4,3,3,4,3,5,4,3,3,4,3,2,4,5,4,3,3,1,45
"173",1243,4,1,4,2,3,4,4,5,3,1,6,5,3,3,4,4,7,4,5,3,4,2,3,1,2,0,0,3,7,3,4,2,7,3,2,4,3,4,3,4,5,3,4,4,4,4,6,3,3,5,2,1,36
"174",1745,1,1,3,1,2,3,4,3,4,3,3,2,3,7,1,4,5,1,3,1,4,3,2,2,1,0,0,3,2,3,4,2,5,2,2,1,3,4,5,5,4,3,3,4,4,4,4,5,5,3,3,2,25
"175",950,3,3,2,2,3,1,2,2,4,3,2,4,3,5,1,3,4,1,5,1,3,1,3,2,2,0,0,2,2,1,5,6,3,3,2,1,2,3,3,3,4,6,3,5,4,5,6,3,3,2,4,1,51
"176",1344,4,2,4,5,1,2,2,3,3,4,2,5,3,4,4,4,3,1,1,3,2,3,3,2,3,1,0,2,3,6,3,4,5,3,2,3,4,3,1,1,5,4,4,4,4,5,5,4,4,4,4,1,43
"177",912,1,5,3,4,1,2,1,1,3,3,3,5,5,2,1,3,5,1,1,1,1,1,1,1,2,0,3,5,2,1,3,5,2,2,2,4,3,4,2,3,3,3,3,4,5,2,5,4,4,4,2,1,40
"178",1052,3,2,5,3,2,3,1,1,6,2,2,3,3,5,1,3,4,5,3,5,2,3,2,2,2,0,0,3,5,4,1,3,4,2,3,2,2,3,2,5,3,6,4,5,3,4,3,2,4,4,4,1,52
"179",1070,3,3,3,4,3,4,1,2,3,2,1,3,1,2,1,6,5,1,3,3,1,1,2,1,2,1,20,2,3,6,4,2,4,4,3,4,3,3,3,4,2,3,3,3,3,4,5,4,4,2,2,1,55
"180",1234,3,3,4,1,1,4,3,2,4,1,1,1,3,2,1,2,5,2,4,2,2,3,1,1,3,0,0,5,2,1,3,3,4,3,3,1,4,3,4,3,3,4,2,3,4,3,5,3,4,6,6,1,48
"181",1672,5,3,4,2,3,2,3,3,5,3,3,2,3,3,1,1,2,1,3,4,4,1,1,1,1,0,20,2,6,4,2,4,5,4,2,2,2,4,3,5,4,5,3,4,6,3,3,2,3,3,4,1,43
"182",1642,4,1,4,1,2,5,4,3,4,1,4,4,1,2,1,3,6,2,1,5,2,2,1,1,3,1,0,5,4,3,5,7,5,2,3,2,3,3,5,3,4,5,4,3,2,4,4,4,4,5,4,1,51
"183",740,3,2,2,3,2,4,5,2,4,4,3,4,1,3,1,2,5,2,1,2,2,1,1,1,2,0,10,4,4,4,3,4,6,2,2,4,4,3,3,4,2,4,5,3,4,5,4,3,4,2,4,1,46
"184",1150,3,3,3,2,3,2,2,4,4,4,2,2,2,3,3,3,4,4,4,5,3,1,2,1,1,0,10,1,1,4,2,4,1,3,3,3,4,3,3,4,3,4,4,4,4,4,4,2,4,3,3,1,41
"185",270,5,3,4,6,2,4,4,3,4,3,1,2,1,2,5,2,5,4,4,1,2,4,4,2,3,0,2,1,3,3,4,3,3,3,3,2,3,3,4,2,6,6,4,2,4,2,6,2,4,4,4,2,39
"186",341,4,4,3,2,3,2,4,1,3,2,3,5,3,3,2,1,4,3,3,3,4,2,3,2,2,0,0,4,5,3,3,4,2,1,3,2,3,1,4,3,3,4,4,4,4,5,4,2,6,3,3,2,66
"187",992,5,4,1,1,4,4,4,1,5,3,4,4,2,2,1,5,4,5,3,3,1,1,1,1,1,1,0,2,3,4,3,4,1,3,3,2,3,4,3,5,4,5,4,3,3,3,3,3,3,2,4,2,40
"188",1264,3,5,2,3,3,1,2,1,3,4,1,4,3,4,5,3,6,3,1,4,3,3,4,2,2,0,30,4,5,5,4,1,4,3,3,4,4,2,4,3,5,3,3,3,4,4,3,3,3,3,4,1,47
"189",1583,3,3,3,2,3,4,4,3,3,2,2,2,3,2,3,4,3,2,4,2,1,1,2,2,1,0,15,4,4,1,1,1,4,3,3,1,4,3,4,5,3,2,5,3,4,1,3,3,3,4,4,1,64
"190",1751,1,1,3,4,3,2,1,4,2,1,1,4,2,6,1,2,6,4,4,1,2,2,2,1,2,0,10,5,4,5,4,1,4,1,2,1,4,3,2,3,3,4,3,4,4,2,2,4,3,4,4,1,30
"191",445,3,4,2,4,3,2,4,1,2,4,4,5,2,2,1,3,4,2,1,2,3,2,1,1,3,0,0,3,4,4,2,5,4,2,2,2,3,5,3,5,3,4,5,5,4,3,5,3,5,1,3,1,51
"192",1741,1,5,4,4,3,4,3,4,1,3,1,4,2,2,1,3,3,5,6,1,4,1,2,1,3,0,15,2,6,3,6,4,4,3,3,3,5,3,3,5,3,3,3,3,4,3,5,3,4,2,4,1,48
"193",992,1,4,6,3,3,4,3,4,2,3,1,4,2,2,1,2,2,1,4,2,2,2,1,1,2,1,10,6,5,3,5,4,5,2,2,3,4,2,2,6,5,5,5,4,3,4,4,4,4,4,3,2,56
"194",355,6,1,4,2,1,1,1,2,2,4,2,4,2,5,1,5,5,2,3,1,3,1,2,1,3,1,0,2,3,2,3,3,5,2,3,3,5,4,1,5,3,3,5,5,4,3,3,4,4,4,5,1,75
"195",1195,3,2,3,4,2,1,3,3,2,4,4,1,5,2,1,1,5,3,4,1,4,3,1,1,3,0,0,3,5,2,6,1,6,2,2,2,3,2,4,3,3,4,4,1,4,4,3,2,4,4,4,2,59
"196",1580,3,4,4,4,2,4,2,3,2,2,3,1,2,5,4,1,5,1,1,1,2,1,1,2,2,0,15,6,4,1,5,3,4,3,3,2,3,4,3,3,4,5,4,2,3,3,6,3,4,3,3,1,46
"197",1584,5,4,5,2,5,4,1,3,1,1,3,3,3,3,2,2,4,2,2,1,4,1,1,3,2,0,0,1,7,1,2,4,5,2,3,2,4,3,1,4,4,4,3,4,4,2,4,4,3,3,4,1,55
"198",1757,4,4,4,2,3,4,3,1,2,3,4,4,3,5,6,5,3,5,5,2,2,1,1,2,2,0,10,4,3,4,5,2,4,5,2,2,2,2,4,3,6,2,3,4,4,2,3,2,3,4,3,2,40
"199",591,2,4,3,2,4,3,2,3,5,3,3,2,2,4,1,7,5,1,5,1,2,1,2,4,4,5,30,7,3,3,4,3,5,4,3,2,3,2,3,3,3,4,3,3,3,3,4,5,3,3,4,1,50
"200",1009,3,2,4,3,3,4,1,3,2,3,1,3,1,2,1,5,4,1,4,3,2,1,3,2,4,0,10,5,5,1,5,2,3,2,1,3,4,4,4,4,4,5,4,4,5,3,4,4,3,4,3,1,46
"201",1024,5,3,3,3,1,6,1,6,4,4,5,4,4,1,1,2,4,2,5,1,1,2,3,1,1,1,0,5,4,5,5,6,5,3,3,3,4,4,2,4,3,3,4,4,5,3,4,3,4,3,2,2,43
"202",417,3,1,1,3,3,4,3,4,2,6,4,2,3,1,2,3,3,2,1,3,3,2,1,4,3,0,0,4,5,4,5,2,4,4,2,3,2,2,3,4,5,3,4,3,3,3,3,5,6,3,5,1,43
"203",1057,4,2,1,2,2,4,4,1,1,3,1,3,3,4,5,1,5,2,2,1,1,2,2,2,3,0,5,4,3,1,1,1,4,1,2,5,2,2,3,4,3,4,4,3,4,6,1,6,4,6,6,1,43
"204",1653,2,3,1,1,3,4,4,3,2,1,3,2,7,5,2,5,2,2,3,3,2,2,3,2,2,0,0,6,4,4,5,4,5,3,3,3,2,2,3,5,4,3,3,3,3,4,4,3,3,6,3,1,30
"205",1108,2,3,3,3,3,4,1,4,4,4,3,4,3,1,2,5,2,2,4,4,1,1,1,2,3,0,0,4,3,2,3,2,4,3,1,2,3,3,2,3,1,4,4,5,1,3,3,3,6,4,3,1,29
"206",580,3,4,4,4,3,2,2,3,4,4,2,3,3,1,1,3,4,1,4,1,1,1,1,2,1,0,30,3,3,2,4,2,3,2,3,3,5,3,4,4,1,3,2,4,3,3,6,4,4,3,5,1,46
"207",1673,3,4,4,3,5,2,3,2,1,3,2,2,3,1,2,6,3,1,6,7,3,1,2,1,2,0,20,4,4,7,6,5,6,1,2,4,4,2,4,3,4,4,4,4,4,5,2,3,4,3,3,1,50
"208",1544,2,4,1,3,2,5,3,4,1,2,1,4,4,3,2,2,1,2,2,1,2,2,4,3,2,4,15,1,7,1,2,4,1,2,2,2,3,2,2,3,4,3,5,4,4,4,3,3,4,2,3,2,70
"209",1159,4,2,2,3,3,6,2,3,3,3,3,4,3,5,1,3,5,5,1,1,2,1,2,1,1,1,0,5,4,3,4,4,5,1,1,2,2,4,3,3,2,1,5,4,3,5,5,3,3,3,4,1,57
"210",1284,4,4,5,4,2,5,3,6,3,1,2,4,4,2,1,5,6,1,1,3,3,2,1,2,2,0,10,1,3,5,4,3,3,5,2,4,3,4,5,6,6,3,4,4,4,4,4,3,3,3,3,1,40
"211",1712,1,5,4,1,4,3,4,4,4,4,4,4,5,3,3,1,2,1,5,3,1,1,1,2,3,0,10,3,4,2,6,6,3,3,2,2,4,5,3,4,3,5,4,5,4,3,3,4,2,4,5,1,43
"212",422,3,4,1,3,4,4,1,3,4,1,3,4,3,4,1,4,5,4,2,4,2,1,2,3,3,0,10,4,2,2,5,1,3,4,4,3,5,5,4,3,5,6,2,3,4,3,4,5,4,6,2,1,51
"213",848,4,3,3,1,3,4,1,3,5,1,2,1,5,3,2,2,3,1,3,1,2,2,1,1,3,0,0,2,1,3,1,2,2,2,4,4,3,2,3,2,4,3,3,6,5,4,4,3,4,4,3,2,32
"214",1243,5,4,4,3,3,4,2,3,5,3,3,2,2,1,1,2,5,1,1,4,1,1,2,1,2,0,30,3,5,6,3,3,6,1,2,2,2,2,4,4,4,3,3,4,4,4,4,3,4,5,3,1,54
"215",960,5,4,5,6,2,3,1,3,2,3,1,2,2,1,2,1,5,2,4,4,4,2,2,1,3,1,20,6,4,4,1,3,5,2,3,2,5,4,1,2,5,4,4,4,3,4,3,3,3,2,4,2,43
"216",1570,3,1,2,1,3,4,3,3,3,2,1,4,2,1,1,5,2,2,5,2,2,2,3,2,2,0,0,1,2,2,4,4,6,2,3,3,4,4,2,3,3,4,4,6,4,3,4,3,4,5,4,1,69
"217",1193,3,5,2,4,2,4,3,1,1,1,1,2,5,1,1,2,3,1,4,2,1,2,3,1,1,0,20,5,3,4,3,4,3,4,2,4,2,3,2,3,6,4,5,3,5,3,4,3,2,3,4,2,55
"218",631,6,1,4,5,3,4,3,2,2,1,3,4,1,2,5,5,6,2,1,2,2,4,1,4,3,0,30,5,6,6,1,4,2,4,3,3,3,4,4,3,4,2,6,6,4,4,4,4,3,2,2,1,48
"219",708,2,4,1,5,4,3,2,3,2,1,3,5,3,7,1,4,4,2,4,2,2,2,3,2,4,0,30,5,4,4,2,3,1,1,2,3,4,3,2,2,3,2,6,4,3,5,3,4,1,3,5,1,35
"220",669,3,5,3,3,5,4,4,2,5,4,4,1,1,1,2,2,1,3,2,3,2,1,2,2,1,0,10,5,4,2,4,5,2,1,3,2,5,5,3,4,2,4,3,4,1,3,3,3,5,3,3,2,63
"221",1140,3,2,3,3,4,5,3,3,1,4,3,4,3,1,2,4,4,2,1,2,2,1,1,2,1,0,5,2,4,2,1,3,4,3,2,2,3,3,5,4,5,3,4,4,2,5,3,6,2,2,3,1,41
"222",1674,3,3,4,3,3,3,1,3,1,3,3,3,2,3,1,6,5,5,4,1,2,2,2,1,2,0,0,5,4,3,6,4,4,2,2,4,5,3,2,3,3,2,3,4,3,2,3,5,5,3,5,2,57
"223",1721,3,2,4,4,3,4,4,1,4,4,3,4,3,2,1,2,5,2,1,3,1,2,2,2,3,1,0,1,1,5,3,1,2,4,2,3,3,4,3,4,5,3,3,4,4,4,4,3,2,3,3,2,27
"224",1344,2,1,5,4,2,5,2,4,3,3,5,3,2,3,1,1,5,1,2,4,1,1,2,2,3,2,20,6,2,2,4,3,2,2,2,4,3,4,3,3,3,3,4,5,3,4,3,3,4,5,3,2,36
"225",1225,4,3,1,4,3,4,1,1,2,1,1,3,1,3,1,6,3,1,2,1,1,2,1,3,2,1,0,1,1,1,5,4,4,4,2,3,4,4,3,4,4,3,3,5,4,3,3,5,4,3,3,2,55
"226",905,3,2,2,2,4,4,1,2,3,3,2,4,5,4,2,5,5,2,3,1,1,3,1,1,1,0,0,6,4,4,3,2,6,2,3,2,2,2,2,4,3,3,4,4,4,3,3,4,5,1,3,2,51
"227",585,4,5,2,3,3,4,4,4,3,3,2,4,5,5,1,4,4,1,1,3,1,1,2,1,1,0,0,1,1,3,5,3,4,3,3,2,2,1,2,4,6,2,4,4,3,4,4,3,4,4,4,2,22
"228",1440,2,3,3,1,5,4,1,4,5,3,1,5,5,4,1,4,5,3,1,2,2,2,4,1,3,4,15,1,7,3,4,3,4,4,2,1,4,3,2,3,4,5,4,4,3,4,4,3,4,4,5,1,44
"229",1043,2,5,4,2,2,1,1,2,1,1,1,4,2,1,1,2,1,2,1,2,2,2,2,2,4,0,15,3,4,2,2,5,2,4,2,2,4,4,4,3,4,5,6,6,3,4,3,3,5,5,3,1,56
"230",1616,5,5,1,3,2,4,3,4,2,1,4,3,4,1,4,6,3,3,2,4,4,4,1,2,3,0,0,5,1,4,1,2,4,1,4,2,3,5,3,3,5,3,4,4,3,4,3,3,3,3,4,1,52
"231",983,2,6,6,3,2,4,2,1,1,2,1,4,1,3,2,2,2,1,6,1,2,1,2,2,2,0,10,4,2,6,5,2,4,4,2,2,2,4,2,3,3,5,4,3,2,3,4,3,4,4,4,2,39
"232",1088,4,3,3,3,3,4,4,4,5,2,2,4,1,1,1,5,6,2,3,4,2,1,3,2,1,0,0,6,4,2,6,3,3,3,2,1,3,2,3,4,4,5,3,1,3,3,3,4,3,3,4,1,31
"233",1057,3,4,1,3,3,4,3,3,2,1,2,4,4,1,5,5,4,1,4,3,2,2,2,1,2,1,0,3,4,2,3,2,4,1,1,3,2,2,2,4,4,4,3,4,3,4,4,3,5,6,2,2,20
"234",1329,6,1,4,1,2,5,4,3,2,2,3,4,3,1,1,3,4,2,1,1,5,4,2,2,2,0,45,1,2,4,4,5,5,2,3,4,2,2,3,3,3,3,3,4,4,5,3,6,5,4,5,1,37
"235",872,1,1,2,5,4,2,2,4,1,4,3,1,3,3,1,1,5,2,2,2,2,1,3,1,1,0,10,3,6,4,2,2,2,5,3,2,3,4,4,3,1,4,4,3,4,2,4,4,4,3,5,1,38
"236",1411,4,5,4,4,5,3,3,4,5,5,3,5,2,1,4,3,4,3,1,5,1,1,1,2,3,1,10,2,6,7,2,6,5,3,3,4,3,1,3,3,3,5,3,3,5,4,4,4,3,3,3,2,44
"237",832,4,5,5,2,4,4,1,3,4,3,3,2,1,2,2,2,2,2,3,1,1,1,2,1,1,0,30,5,2,2,4,4,2,5,1,3,2,3,5,5,5,4,4,6,4,4,5,3,4,2,4,1,51
"238",576,2,4,4,3,4,4,3,3,4,2,2,3,1,3,2,2,4,3,3,1,1,1,1,4,2,5,0,3,4,2,6,5,2,3,2,3,3,2,2,4,3,5,6,4,6,4,3,3,4,3,3,2,51
"239",827,1,4,4,3,2,4,4,3,3,2,1,5,5,2,1,1,5,2,1,4,3,2,4,1,1,0,10,6,3,4,2,4,5,3,4,1,2,2,3,2,2,1,4,6,2,6,4,3,3,4,3,1,21
"240",1494,3,2,2,3,1,2,4,1,1,4,5,1,5,3,2,1,5,1,2,2,1,1,3,2,2,0,15,6,3,3,2,4,1,3,1,3,2,3,4,4,3,3,3,5,3,5,3,3,3,4,4,2,46
"241",545,2,3,2,1,5,2,3,3,2,2,5,3,1,1,1,3,4,2,4,1,1,2,3,1,3,2,10,2,2,3,4,3,2,3,4,1,3,1,3,4,3,4,4,4,5,4,3,4,3,3,3,2,63
"242",338,1,2,5,3,2,5,3,1,2,2,3,4,5,2,2,1,5,3,4,4,2,1,2,2,3,0,30,4,5,2,4,4,4,3,2,1,3,2,2,4,4,4,4,2,2,3,5,3,2,3,4,2,74
