"","Concentrated","Petition_1","Petition_2","Petition_3","Petition_4","Petition_5","Petition_6","Petition_7","Petition_8","Age","Gender","Ethnicity_1","Ethnicity_2","Ethnicity_3","Ethnicity_4","Ethnicity_5","Ethnicity_6","Religion","Services","Confidence_religion","Pak","Politics","Morals","Conservative","Education","Income","Q215","Ladder","Ladder_resp","Employed","LostJob","Technical","code"
"168",NA,1,1,1,1,1,1,1,1,26,2,1,NA,NA,NA,NA,NA,7,1,2,1,3,1,1,4,3,1,1,6,2,2,1,NA
"169",NA,1,1,NA,1,1,1,1,1,29,1,1,NA,NA,NA,NA,NA,7,1,-4,2,1,7,1,4,1,1,1,8,1,1,1,1
"170",NA,1,1,1,1,1,1,1,1,30,2,NA,NA,1,NA,NA,NA,10,1,-4,1,7,2,4,4,1,1,1,6,1,1,1,NA
"171",NA,NA,NA,NA,NA,NA,1,NA,1,32,2,1,NA,NA,NA,NA,NA,1,2,-2,1,3,5,4,4,4,1,1,9,1,2,1,1
"172",NA,NA,NA,1,NA,NA,NA,NA,NA,55,1,1,NA,NA,NA,NA,NA,8,1,1,2,3,4,5,6,5,1,1,5,1,1,2,1
"173",1,NA,1,1,1,1,1,1,1,23,2,1,NA,NA,NA,NA,NA,8,1,-4,1,1,7,1,5,3,1,1,7,1,2,1,1
"174",1,1,NA,NA,NA,NA,NA,NA,NA,61,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,3,3,4,1,1,1,9,2,2,1,1
"175",NA,NA,NA,NA,1,NA,NA,NA,NA,19,2,1,NA,NA,NA,NA,NA,8,2,-4,1,3,5,4,4,5,1,1,5,2,2,1,1
"176",1,NA,1,1,1,1,NA,1,1,25,1,NA,NA,NA,NA,1,NA,1,1,-2,1,5,4,6,5,2,1,1,8,1,2,1,1
"177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,NA,1,1,NA,1,1,1,1,25,2,NA,NA,1,NA,NA,NA,1,1,-2,2,4,3,4,3,2,1,1,5,2,1,1,1
"179",NA,NA,1,1,NA,NA,1,NA,NA,28,1,1,NA,NA,NA,NA,NA,1,1,4,1,2,7,7,2,3,1,1,6,1,1,1,1
"180",NA,1,1,1,1,1,1,1,1,37,2,1,NA,NA,NA,NA,NA,10,1,2,1,1,7,1,2,2,1,1,9,1,2,1,1
"181",NA,1,1,1,1,1,1,1,1,55,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,6,6,8,4,1,1,4,1,2,1,1
"182",1,NA,1,1,NA,NA,1,1,1,56,1,1,NA,NA,NA,NA,NA,1,1,2,1,5,6,5,4,2,1,1,9,2,1,1,1
"183",1,1,1,1,1,1,1,1,1,34,2,1,NA,NA,NA,NA,NA,1,2,1,2,5,5,6,5,1,1,1,4,1,2,1,1
"184",1,1,NA,1,NA,NA,NA,NA,NA,65,1,NA,NA,NA,NA,1,NA,0,1,-3,2,2,7,5,4,2,1,1,9,2,2,1,1
"185",1,NA,1,1,1,1,1,1,1,35,2,1,NA,NA,NA,NA,NA,10,2,1,2,2,4,5,4,3,1,1,8,1,2,2,NA
"186",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",1,NA,NA,NA,NA,1,NA,NA,1,38,2,NA,NA,1,NA,NA,NA,0,5,4,1,3,6,4,2,2,1,1,1,1,1,1,NA
"188",1,1,NA,NA,NA,NA,NA,NA,NA,51,2,1,NA,NA,1,NA,NA,0,1,-4,1,2,6,6,3,2,1,1,8,1,2,1,1
"189",1,1,NA,1,NA,NA,NA,NA,NA,65,1,NA,NA,NA,NA,1,NA,0,1,-3,2,2,7,5,4,2,1,1,9,2,2,1,1
"190",1,NA,NA,NA,NA,NA,1,1,NA,46,2,1,NA,NA,NA,NA,NA,1,1,-4,1,1,6,1,3,3,1,1,9,1,1,1,NA
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",NA,1,1,1,1,1,1,1,1,30,2,1,NA,NA,NA,NA,NA,10,1,-4,1,1,7,1,4,1,1,1,9,2,1,2,1
"193",NA,NA,1,1,NA,1,1,NA,NA,36,2,1,1,NA,NA,NA,NA,1,3,2,1,5,5,5,4,1,1,1,8,1,2,1,1
"194",1,NA,1,1,NA,NA,1,NA,NA,53,2,1,NA,NA,NA,NA,NA,1,2,1,2,1,5,2,4,2,1,1,5,1,2,1,1
"195",1,1,1,NA,NA,1,NA,NA,NA,32,1,1,NA,NA,NA,NA,NA,1,4,4,1,5,5,6,3,3,1,1,7,1,2,1,NA
"196",NA,NA,NA,NA,NA,1,NA,NA,NA,27,2,1,NA,NA,NA,NA,NA,1,1,-2,1,1,5,2,5,2,1,1,4,1,2,1,1
"197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",1,NA,NA,1,1,NA,NA,NA,1,51,1,1,NA,NA,NA,NA,NA,1,1,-2,1,4,4,4,5,4,1,1,5,1,2,1,NA
"199",NA,NA,NA,NA,NA,NA,NA,NA,NA,48,2,1,NA,NA,NA,NA,NA,1,5,4,1,2,7,7,5,5,1,1,4,2,2,1,1
"200",1,NA,1,NA,NA,1,1,1,1,33,1,NA,NA,NA,NA,1,NA,10,2,2,2,4,5,3,5,3,1,1,6,1,2,2,1
"201",1,1,1,1,1,1,1,1,1,27,1,1,NA,NA,NA,NA,NA,8,1,0,1,1,5,2,4,2,1,1,9,1,1,2,1
"202",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,1,NA,NA,NA,NA,NA,8,1,-4,1,3,4,2,5,1,1,1,10,2,2,1,1
"204",NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,1,NA,NA,NA,NA,NA,7,1,-3,1,1,4,1,7,2,1,1,4,1,2,NA,NA
"205",1,1,1,1,1,1,1,1,1,34,2,1,NA,NA,NA,NA,NA,1,2,1,2,5,5,6,5,1,1,1,4,1,2,1,1
"206",1,NA,NA,NA,1,1,1,1,1,33,2,1,NA,NA,NA,NA,NA,8,1,2,1,1,6,1,6,2,1,1,7,1,2,1,1
"207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",NA,NA,1,1,NA,NA,1,1,1,29,1,1,NA,NA,NA,NA,NA,0,1,-4,1,3,5,5,4,5,1,1,4,1,2,1,1
"209",NA,1,1,NA,1,1,1,1,1,29,1,1,NA,NA,NA,NA,NA,7,1,-4,2,1,7,1,4,1,1,1,8,1,1,1,1
"210",1,1,1,1,1,1,1,1,1,34,2,NA,NA,1,NA,NA,NA,0,1,-4,1,1,5,3,4,3,1,1,6,1,2,2,1
"211",1,NA,1,1,1,1,1,1,1,26,2,1,NA,NA,NA,NA,NA,7,1,-4,1,4,6,2,5,2,1,1,6,1,2,2,1
"212",1,1,1,1,NA,NA,1,NA,1,39,2,NA,NA,NA,1,NA,NA,1,1,4,1,2,7,7,4,3,1,1,6,1,2,1,1
"213",NA,1,1,1,1,1,1,1,1,42,2,1,NA,NA,NA,NA,NA,0,1,-4,1,3,4,4,4,3,1,1,7,1,2,1,1
"214",NA,1,NA,1,NA,NA,NA,NA,1,28,2,NA,NA,1,NA,NA,NA,7,1,1,2,3,5,4,4,1,1,1,10,2,1,2,NA
"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,1,1,1,NA,1,1,NA,NA,41,1,1,NA,NA,NA,NA,NA,2,5,4,1,3,7,4,5,3,1,1,9,1,1,2,1
"217",NA,1,1,1,1,1,1,1,1,32,2,1,NA,NA,NA,NA,NA,1,1,-2,1,1,7,2,5,4,1,1,5,1,2,1,1
"218",NA,1,1,NA,NA,NA,NA,NA,NA,31,2,1,NA,NA,NA,NA,NA,1,1,2,1,2,5,6,5,1,1,1,8,2,1,1,1
"219",1,NA,1,NA,1,1,NA,1,1,21,1,NA,1,NA,NA,NA,NA,8,1,-4,1,1,7,1,4,1,1,1,11,2,2,2,1
"220",1,NA,1,1,1,1,1,1,1,35,1,NA,NA,1,NA,NA,NA,1,2,4,1,1,4,3,4,2,1,1,8,1,2,1,NA
"221",NA,NA,1,1,NA,1,NA,NA,NA,53,2,1,NA,NA,NA,NA,NA,1,5,4,1,2,7,7,4,2,1,1,7,1,2,1,1
"222",NA,NA,NA,1,NA,NA,NA,NA,NA,55,1,1,NA,NA,NA,NA,NA,8,1,1,2,3,4,5,6,5,1,1,5,1,1,2,1
"223",1,1,1,1,1,1,1,1,1,48,1,1,NA,NA,NA,NA,NA,1,3,3,1,2,4,5,5,4,1,1,6,1,2,1,NA
"224",NA,1,1,1,1,1,1,1,1,42,2,1,NA,NA,NA,NA,NA,0,1,-4,1,3,4,4,4,3,1,1,7,1,2,1,1
"225",1,NA,1,1,NA,1,1,NA,NA,63,2,1,NA,NA,NA,NA,NA,1,4,3,1,2,6,6,5,2,1,1,6,2,1,1,1
"226",1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,1,1,NA,1,1,1,NA,22,1,1,NA,NA,NA,NA,NA,7,1,-4,1,5,7,5,2,2,1,1,3,2,2,1,1
"229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,NA,NA,NA,1,NA,1,1,24,1,1,NA,NA,NA,NA,NA,1,2,-3,1,2,6,5,5,3,1,1,4,1,2,2,NA
"231",1,NA,1,1,NA,NA,NA,NA,NA,46,1,1,NA,NA,NA,NA,NA,1,1,3,1,3,1,5,4,3,1,1,5,1,2,1,1
"232",NA,NA,1,1,NA,1,1,NA,1,42,1,1,NA,NA,NA,NA,NA,1,3,2,2,2,5,6,6,5,1,1,4,1,2,1,1
"233",1,1,1,1,1,1,1,1,1,55,2,1,NA,NA,NA,NA,NA,1,2,2,1,3,4,5,4,5,1,1,4,1,2,1,1
"234",NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1,1,NA,NA,NA,NA,NA,0,1,-3,2,3,4,4,4,3,1,1,6,1,2,1,1
"235",NA,NA,NA,NA,NA,NA,NA,NA,NA,48,2,1,NA,NA,NA,NA,NA,1,5,4,1,2,7,7,5,5,1,1,4,2,2,1,1
"236",1,NA,NA,1,NA,1,1,NA,NA,38,2,1,NA,NA,NA,NA,NA,1,1,4,1,2,5,6,3,4,1,1,4,1,2,1,1
"237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",1,1,NA,NA,NA,NA,1,NA,1,49,1,1,NA,NA,NA,NA,NA,1,1,2,1,2,7,5,4,2,1,1,9,1,1,1,1
"240",NA,1,1,1,1,1,1,1,1,57,2,NA,NA,NA,NA,1,NA,1,4,2,2,6,6,4,6,4,1,1,7,1,1,1,1
"241",NA,NA,1,1,NA,NA,1,NA,NA,34,1,NA,NA,NA,1,NA,NA,NA,1,0,2,3,6,4,2,1,1,1,2,1,2,2,1
"242",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",1,1,1,1,1,1,1,1,1,40,1,NA,NA,1,NA,NA,NA,1,4,4,2,1,4,3,6,5,1,1,7,1,2,1,1
"244",NA,NA,1,1,NA,NA,1,NA,1,29,2,1,NA,NA,NA,NA,NA,1,5,4,1,2,6,7,5,3,1,1,6,1,2,1,1
"245",NA,NA,1,1,NA,1,1,1,1,55,1,1,NA,NA,NA,NA,NA,7,1,-3,2,3,5,4,3,3,1,1,8,1,2,1,1
"246",NA,1,1,1,1,1,1,1,1,27,2,1,1,NA,NA,NA,NA,0,1,-4,2,3,4,1,2,1,1,1,8,1,2,1,1
"247",NA,1,1,1,1,1,1,1,1,38,1,1,NA,NA,NA,NA,NA,0,1,0,1,3,4,4,4,3,1,1,4,1,1,1,NA
"248",NA,NA,NA,1,NA,1,NA,1,1,42,1,1,NA,NA,NA,NA,NA,1,2,-2,1,4,5,2,4,2,1,1,8,1,2,2,1
"249",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",1,1,1,1,NA,1,1,1,1,32,2,NA,1,NA,NA,NA,NA,1,4,2,2,3,5,4,5,2,1,1,6,1,2,1,NA
"251",NA,NA,NA,NA,NA,NA,1,NA,1,32,2,1,NA,NA,NA,NA,NA,1,2,-2,1,3,5,4,4,4,1,1,9,1,2,1,1
"252",1,1,1,1,1,1,1,1,1,60,2,NA,NA,NA,NA,1,NA,1,1,1,2,5,4,5,5,5,1,1,4,2,2,1,1
"253",NA,1,NA,NA,1,1,1,1,1,47,2,1,NA,NA,NA,NA,NA,7,1,-4,1,1,5,1,5,2,1,1,9,1,2,1,1
"254",NA,NA,NA,NA,1,1,NA,NA,1,37,2,1,NA,NA,NA,NA,NA,1,4,0,1,1,6,1,5,2,1,1,9,2,2,1,1
"255",NA,NA,NA,1,1,NA,1,1,1,21,1,NA,NA,1,NA,NA,NA,1,3,1,1,1,6,2,5,1,1,1,8,2,2,1,NA
"256",NA,NA,NA,NA,1,NA,1,1,NA,25,1,NA,NA,NA,NA,1,NA,0,1,-4,2,1,7,1,5,3,1,1,6,1,2,2,1
"257",1,NA,1,1,NA,1,1,NA,NA,63,2,1,NA,NA,NA,NA,NA,1,4,3,1,2,6,6,5,2,1,1,6,2,1,1,1
"258",NA,NA,1,NA,NA,NA,1,1,NA,37,2,NA,NA,1,NA,NA,NA,1,2,2,1,1,4,4,4,2,1,1,6,2,2,1,1
"259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",1,1,1,NA,NA,1,NA,1,1,41,1,1,NA,NA,NA,NA,NA,7,3,-2,1,1,5,3,5,4,1,1,5,1,2,1,1
"261",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",1,NA,NA,NA,NA,NA,NA,NA,1,37,1,NA,1,NA,NA,NA,NA,1,4,2,1,2,5,5,5,4,1,1,6,1,2,1,1
"264",1,NA,NA,NA,NA,1,1,1,NA,51,1,NA,NA,NA,NA,1,NA,7,1,-3,2,4,4,4,5,4,1,1,8,1,2,1,1
"265",NA,1,NA,NA,NA,1,1,1,1,53,2,NA,NA,1,NA,NA,NA,10,5,4,2,7,4,4,2,5,1,1,5,1,2,1,NA
"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,1,NA,NA,NA,NA,NA,1,4,-2,1,2,7,7,6,4,1,1,6,1,2,2,1
"267",NA,NA,1,1,NA,1,1,1,1,55,1,1,NA,NA,NA,NA,NA,7,1,-3,2,3,5,4,3,3,1,1,8,1,2,1,1
"268",NA,NA,1,1,NA,NA,1,1,1,30,2,NA,NA,NA,NA,1,NA,0,2,-3,1,5,5,3,6,5,1,1,3,1,2,1,NA
"269",NA,NA,NA,NA,NA,NA,NA,1,NA,33,2,NA,NA,1,NA,NA,NA,0,2,0,2,3,5,1,4,2,1,1,8,1,1,1,1
"270",1,1,1,1,1,NA,1,1,1,54,1,1,NA,NA,NA,NA,NA,1,4,2,1,2,5,6,5,3,1,1,8,1,2,1,NA
"271",1,NA,1,NA,NA,NA,NA,NA,NA,36,2,1,NA,NA,NA,NA,NA,1,1,0,1,5,5,5,3,4,1,1,7,1,2,2,1
"272",NA,1,1,1,1,NA,1,1,NA,39,1,1,NA,NA,NA,NA,NA,8,1,-4,1,4,1,1,4,2,1,1,8,2,1,2,1
"273",1,1,1,NA,1,NA,1,1,1,49,2,1,NA,NA,NA,NA,NA,8,NA,-4,1,3,5,3,5,2,1,1,9,2,2,1,1
"274",NA,NA,1,NA,1,1,1,1,1,21,2,1,NA,NA,NA,NA,NA,8,1,-4,1,1,7,2,5,2,1,1,8,1,2,1,1
"275",NA,1,1,1,NA,1,NA,NA,NA,62,2,1,NA,NA,NA,NA,NA,8,1,4,2,1,5,3,7,2,1,1,8,1,1,1,1
"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",1,NA,1,NA,1,1,1,1,1,33,2,NA,NA,NA,NA,1,NA,7,1,-4,1,1,6,2,5,3,1,1,5,1,2,1,1
"278",1,NA,NA,NA,NA,NA,NA,NA,NA,52,2,1,NA,NA,NA,NA,NA,8,1,-4,2,1,4,2,4,2,1,1,6,1,1,1,1
"279",NA,NA,NA,NA,1,NA,NA,1,1,27,2,1,NA,NA,NA,NA,NA,0,1,3,1,3,5,4,3,1,1,1,8,1,2,2,NA
"280",1,NA,NA,1,NA,1,NA,NA,NA,33,1,1,NA,NA,NA,NA,NA,1,2,2,2,2,6,6,5,3,1,1,5,1,2,1,1
"281",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,NA,NA,NA,NA,NA,8,1,0,2,6,4,4,2,3,1,1,6,2,2,1,1
"282",NA,1,1,1,1,1,1,1,1,29,2,NA,1,NA,NA,NA,NA,0,1,-4,2,7,3,4,5,4,1,1,5,1,2,1,1
"283",NA,NA,NA,1,1,NA,1,NA,NA,60,1,1,NA,NA,NA,NA,NA,1,2,-3,2,4,6,3,6,2,1,1,8,1,2,1,1
"284",1,NA,NA,NA,NA,NA,NA,NA,NA,54,2,1,NA,NA,NA,NA,NA,1,2,4,1,5,5,6,4,2,1,1,8,2,2,1,1
"285",NA,1,NA,NA,1,1,1,1,1,62,2,1,NA,NA,NA,NA,NA,1,1,2,1,1,5,3,5,3,1,1,6,1,2,1,1
"286",NA,NA,NA,NA,NA,1,NA,NA,NA,46,2,1,NA,NA,NA,NA,NA,3,1,3,1,2,6,5,5,1,1,1,4,2,1,2,1
"287",NA,1,1,1,NA,NA,1,1,1,32,1,NA,NA,1,NA,NA,NA,1,2,1,1,3,5,3,2,1,1,1,8,1,2,1,1
"288",NA,1,1,1,1,1,1,1,1,28,1,1,NA,NA,NA,NA,NA,8,1,-4,1,1,7,1,4,2,1,1,10,1,2,2,1
"289",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",NA,NA,NA,NA,NA,NA,1,NA,NA,37,2,1,NA,NA,NA,NA,NA,1,3,1,1,2,7,6,3,3,1,1,7,1,2,2,1
"291",1,NA,NA,1,1,NA,NA,NA,1,51,1,1,NA,NA,NA,NA,NA,1,1,-2,1,4,4,4,5,4,1,1,5,1,2,1,NA
"292",1,1,1,1,1,1,1,1,1,39,2,1,NA,NA,NA,NA,NA,8,1,0,2,1,5,1,5,3,1,1,6,1,2,1,1
"293",1,1,NA,NA,NA,NA,NA,NA,NA,44,1,1,NA,NA,NA,NA,NA,1,1,-1,1,5,5,5,5,3,1,1,6,1,2,1,1
"294",NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,NA,NA,NA,NA,1,NA,1,3,1,1,3,5,4,5,5,1,1,9,1,2,2,1
"295",NA,NA,NA,NA,NA,NA,1,NA,NA,38,2,1,NA,NA,NA,NA,NA,8,1,0,1,1,6,2,2,2,1,1,10,2,2,2,1
"296",NA,1,1,1,1,1,1,1,1,58,2,NA,NA,1,NA,NA,NA,1,2,0,1,1,4,2,5,3,1,1,6,2,2,1,1
"297",1,1,1,1,1,1,1,1,1,58,1,1,NA,NA,NA,NA,NA,0,1,-3,1,1,5,2,5,3,1,1,6,1,2,1,1
"298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,1,NA,NA,1,1,NA,NA,24,1,1,NA,NA,NA,NA,NA,8,1,-4,2,1,7,2,4,2,1,1,8,1,2,1,1
"300",1,NA,NA,NA,NA,NA,NA,1,NA,53,1,NA,NA,1,NA,NA,NA,8,1,-4,1,1,6,1,5,5,1,1,6,1,2,2,1
"301",NA,NA,NA,1,NA,NA,NA,NA,NA,35,1,NA,NA,1,NA,NA,NA,10,3,2,1,4,5,3,3,3,1,1,4,1,2,2,1
"302",1,1,1,NA,NA,NA,1,NA,NA,63,2,1,NA,NA,NA,NA,NA,7,1,-4,1,5,4,4,5,4,1,1,4,1,2,1,1
"303",NA,NA,NA,1,NA,NA,NA,NA,NA,35,1,NA,NA,1,NA,NA,NA,10,3,2,1,4,5,3,3,3,1,1,4,1,2,2,1
"304",1,NA,NA,1,1,NA,NA,1,1,24,1,1,NA,NA,NA,NA,NA,8,1,-4,1,5,3,5,4,1,1,1,9,1,1,1,1
"305",NA,NA,1,1,1,NA,1,1,NA,26,2,1,NA,NA,NA,NA,NA,1,2,0,1,3,6,4,3,3,1,1,9,1,2,2,1
"306",1,1,1,1,1,1,1,1,1,35,1,NA,NA,NA,NA,1,NA,0,1,-4,2,6,6,2,5,3,1,1,4,1,2,1,1
"307",1,NA,1,NA,1,1,1,1,1,36,2,1,NA,NA,NA,NA,NA,8,1,-4,1,1,5,1,4,5,1,1,5,2,2,1,1
"308",NA,NA,1,1,NA,1,NA,NA,NA,53,2,1,NA,NA,NA,NA,NA,1,5,4,1,2,7,7,4,2,1,1,7,1,2,1,1
"309",1,NA,NA,NA,NA,1,1,NA,NA,28,1,1,NA,NA,NA,NA,NA,7,1,-4,1,4,5,3,6,5,1,1,6,1,2,1,1
"310",NA,NA,1,NA,NA,NA,1,1,NA,37,2,NA,NA,1,NA,NA,NA,1,2,2,1,1,4,4,4,2,1,1,6,2,2,1,1
"311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",NA,1,1,1,1,1,1,1,1,29,2,1,NA,NA,NA,NA,NA,0,1,0,1,3,5,3,2,3,1,1,8,2,2,1,1
"313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",1,NA,NA,1,NA,NA,1,1,1,35,1,NA,1,NA,NA,NA,NA,1,2,2,1,6,6,4,5,2,1,1,9,1,1,1,1
"315",NA,NA,1,1,NA,1,1,NA,1,42,1,1,NA,NA,NA,NA,NA,1,3,2,2,2,5,6,6,5,1,1,4,1,2,1,1
"316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,1,NA,NA,NA,NA,NA,8,1,-4,1,3,5,5,6,2,1,1,3,1,2,1,1
"318",NA,NA,NA,NA,1,1,NA,NA,1,23,1,1,NA,NA,NA,NA,NA,8,1,-4,1,6,1,2,4,4,1,1,5,1,2,1,1
"319",1,1,1,NA,NA,1,1,NA,1,34,2,1,NA,NA,NA,NA,NA,1,3,0,1,2,5,6,6,5,1,1,4,1,2,1,1
"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2,1,NA,NA,NA,NA,NA,1,4,4,2,2,2,6,8,5,1,1,4,1,2,1,1
"321",NA,NA,NA,1,NA,NA,NA,NA,NA,20,2,NA,NA,1,NA,NA,NA,8,1,-4,1,3,7,5,2,3,1,1,5,1,1,1,1
"322",1,1,1,1,1,1,1,1,1,67,1,1,NA,NA,NA,NA,NA,1,4,4,1,2,6,6,2,4,1,1,5,1,2,1,1
"323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",1,1,1,NA,NA,1,1,NA,1,54,2,NA,NA,NA,NA,NA,1,5,1,1,1,2,5,6,5,2,1,1,8,1,1,1,1
"326",1,NA,1,1,1,NA,1,1,1,35,1,1,NA,NA,NA,NA,NA,7,2,-3,1,3,5,3,3,3,1,1,7,1,2,1,1
"327",1,NA,NA,NA,NA,1,1,NA,1,53,2,1,NA,NA,NA,NA,NA,7,1,-4,1,3,4,4,2,2,1,1,6,1,2,1,1
"328",NA,1,1,1,1,1,1,1,1,56,1,1,NA,NA,NA,NA,NA,8,1,-4,2,1,6,1,4,2,1,1,6,2,1,1,1
"329",NA,1,1,1,1,1,1,1,1,29,1,1,NA,NA,NA,NA,NA,1,2,4,1,1,6,6,6,3,1,1,9,1,2,1,1
"330",1,1,1,1,1,1,1,1,1,30,2,1,NA,NA,NA,NA,NA,0,1,-4,1,1,2,2,5,3,1,1,6,1,2,1,1
"331",NA,NA,NA,1,NA,1,NA,NA,NA,41,1,1,NA,NA,NA,NA,NA,7,1,-4,2,3,6,4,5,1,1,1,10,1,2,2,1
"332",NA,NA,NA,NA,NA,NA,NA,1,NA,34,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,7,1,3,3,1,1,6,2,1,1,1
"333",1,1,1,1,1,NA,1,1,1,32,2,1,NA,NA,NA,NA,NA,1,4,4,1,2,7,7,4,3,1,1,6,2,2,2,NA
"334",NA,NA,NA,NA,NA,NA,NA,NA,1,29,2,1,NA,NA,NA,NA,NA,0,1,-4,1,1,3,4,5,3,1,1,6,1,2,1,1
